Date,search,pm10,pm25,COUNT_T,TMST,retail
20180401,0.10335,71.192,37.002,234.0,2634.954,0.611
20180402,0.10335,67.463,28.035,371.0,2623.467,0.61
20180403,0.10335,70.217,23.298,251.0,2638.878,0.521
20180404,0.10335,19.006,12.15,352.0,2556.217,0.508
20180405,0.10335,12.667,5.268,293.0,2407.317,0.456
20180406,0.10335,88.445,31.208,627.0,2475.401,0.551
20180407,0.10335,52.967,26.284,207.0,2768.303,0.681
20180408,0.0742,34.706,17.17,199.0,2440.263,0.526
20180409,0.0742,48.528,33.396,407.0,2564.5,0.597
20180410,0.0742,49.761,21.262,278.0,2674.737,0.588
20180411,0.0742,76.701,32.159,357.0,2611.418,0.576
20180412,0.0742,48.524,16.542,236.0,2687.102,0.573
20180413,0.0742,40.033,17.482,223.0,2769.97,0.536
20180414,0.0742,26.77,14.226,95.0,2452.398,0.683
20180416,0.10335,40.935,25.772,318.0,2699.87,0.474
20180417,0.10335,66.643,33.55,350.0,2720.838,0.611
20180418,0.10335,78.144,33.366,436.0,2742.756,0.552
20180419,0.10335,105.001,48.168,361.0,2670.801,0.518
20180420,0.10335,103.833,54.813,361.0,2788.042,0.561
20180421,0.10335,86.761,49.326,159.0,2944.742,0.577
20180422,0.06095,47.361,29.181,198.0,2362.3,0.554
20180423,0.06095,12.11,8.162,179.0,2366.998,0.486
20180424,0.06095,15.0,7.967,259.0,2611.437,0.468
20180425,0.06095,38.131,27.447,298.0,2694.515,0.47
20180426,0.06095,54.893,39.809,258.0,2717.645,0.509
20180427,0.06095,65.371,44.977,165.0,2775.125,0.471
20180428,0.06095,75.042,51.51,159.0,2957.371,0.603
20180429,0.0795,69.122,42.824,196.0,2734.077,0.455
20180430,0.0795,102.373,78.751,358.0,2688.388,0.105
20180501,0.0795,93.11,76.02,257.0,2880.764,0.762
20180502,0.0795,58.537,45.682,226.0,2488.013,0.289
20180503,0.0795,31.095,12.04,210.0,2711.982,0.52
20180504,0.0795,60.395,17.329,171.0,2955.902,0.769
20180505,0.0795,55.534,23.368,70.0,3003.198,0.634
20180506,0.0371,19.797,8.619,38.0,2500.018,0.511
20180507,0.0371,41.293,17.736,101.0,3237.84,0.529
20180508,0.0371,22.908,7.154,265.0,2938.887,0.613
20180509,0.0371,29.014,8.921,209.0,2756.123,0.535
