Date,search,pm10,pm25,COUNT_T,TMST,retail
20180401,0.03276,61.631,29.426,234.0,14775.795,1.255
20180402,0.03276,60.256,23.436,371.0,28435.037,1.77
20180403,0.03276,62.307,18.101,251.0,29660.658,1.877
20180404,0.03276,22.131,10.886,352.0,29619.215,1.795
20180405,0.03276,12.689,7.487,293.0,28859.575,1.805
20180406,0.03276,76.194,19.276,627.0,29131.658,1.804
20180407,0.03276,37.501,17.656,207.0,22595.586,1.51
20180408,0.02352,30.896,14.333,199.0,14765.498,1.419
20180409,0.02352,41.941,26.684,407.0,28412.567,1.699
20180410,0.02352,46.283,22.534,278.0,29952.159,1.948
20180411,0.02352,60.283,21.522,357.0,30152.227,1.797
20180412,0.02352,44.154,15.683,236.0,30542.709,1.825
20180413,0.02352,34.883,16.044,223.0,31268.397,1.895
20180414,0.02352,30.593,16.657,95.0,20826.559,1.639
20180416,0.03276,32.069,19.033,318.0,29289.4,1.75
20180417,0.03276,50.385,26.724,350.0,30373.865,1.825
20180418,0.03276,59.365,30.108,436.0,30582.113,1.838
20180419,0.03276,63.718,32.112,361.0,30373.896,1.938
20180420,0.03276,97.521,52.627,361.0,30720.922,2.013
20180421,0.03276,64.446,36.365,159.0,23603.863,1.758
20180422,0.01932,39.551,20.64,198.0,14120.254,1.346
20180423,0.01932,36.81,25.735,179.0,26193.16,1.64
20180425,0.01932,33.678,23.309,298.0,31080.691,1.888
20180426,0.01932,37.215,25.747,258.0,31472.788,1.891
20180427,0.01932,45.895,31.567,165.0,32217.159,1.966
20180428,0.01932,50.758,31.972,159.0,23259.567,1.704
20180429,0.0252,48.314,27.244,196.0,16313.796,1.392
20180430,0.0252,66.008,43.934,358.0,28055.837,1.832
20180501,0.0252,59.458,40.119,257.0,21181.32,1.534
20180502,0.0252,58.222,43.433,226.0,29196.972,1.86
20180503,0.0252,28.034,14.776,210.0,30647.711,1.945
20180504,0.0252,41.541,17.751,171.0,33677.842,1.995
20180505,0.0252,42.551,19.33,70.0,23015.809,1.757
20180506,0.01176,19.946,12.433,38.0,15801.715,1.578
20180507,0.01176,32.973,17.556,101.0,18416.7,1.316
20180508,0.01176,22.405,10.317,265.0,29728.154,1.689
20180509,0.01176,24.431,9.201,209.0,31279.009,1.863
20180510,0.01176,40.886,21.971,244.0,32247.238,1.894
20180511,0.01176,60.577,39.197,192.0,33221.218,2.022
20180512,0.01176,40.102,25.984,56.0,20766.741,1.694
20180513,0.01764,29.326,20.613,130.0,17272.568,1.435
20180514,0.01764,80.715,62.884,313.0,29778.055,1.871
20180515,0.01764,65.231,46.914,273.0,31755.537,1.993
20180516,0.01764,49.812,33.759,228.0,28950.349,1.983
20180517,0.01764,35.767,23.581,185.0,29746.86,1.945
20180518,0.01764,24.81,8.328,107.0,31754.434,1.881
20180519,0.01764,16.827,7.554,91.0,25968.355,1.878
20180520,0.02016,15.174,7.582,104.0,18075.751,1.5
20180521,0.02016,26.484,13.729,148.0,29343.542,1.899
20180522,0.02016,53.743,29.909,94.0,19580.481,1.937
20180523,0.02016,56.216,16.094,318.0,30068.888,1.766
20180524,0.02016,95.394,23.726,377.0,30743.634,1.906
20180525,0.02016,87.876,32.225,235.0,30644.549,1.99
