Date,search,pm10,pm25,COUNT_T,TMST,retail
20180401,0.15912,55.554,23.335,234.0,5430.459,0.792
20180402,0.15912,64.044,23.635,371.0,5349.115,0.781
20180403,0.15912,57.38,17.83,251.0,5595.015,0.765
20180404,0.15912,9.882,4.441,352.0,5553.724,0.772
20180405,0.15912,4.517,2.315,293.0,5477.242,0.72
20180406,0.15912,69.828,18.405,627.0,5496.629,0.827
20180407,0.15912,32.166,13.36,207.0,6398.805,0.871
20180408,0.11424,18.947,7.422,199.0,5272.148,0.869
20180409,0.11424,38.048,21.428,407.0,5425.079,0.761
20180410,0.11424,32.917,14.065,278.0,5582.635,0.834
20180411,0.11424,54.705,19.131,357.0,5675.848,0.81
20180412,0.11424,31.094,8.073,236.0,5702.299,0.855
20180413,0.11424,26.335,8.708,223.0,5772.574,0.898
20180414,0.11424,18.406,7.686,95.0,5682.261,0.863
20180416,0.15912,26.835,13.488,318.0,5573.109,0.794
20180417,0.15912,50.241,22.836,350.0,5606.788,0.809
20180418,0.15912,59.776,23.338,436.0,5876.442,0.806
20180419,0.15912,73.945,31.425,361.0,5883.205,0.851
20180420,0.15912,91.466,42.984,361.0,5996.605,0.867
20180421,0.15912,61.605,31.093,159.0,6788.571,0.999
20180422,0.09384,37.979,18.194,198.0,5218.312,0.865
20180423,0.09384,9.853,5.997,179.0,5375.475,0.763
20180424,0.09384,13.857,7.043,259.0,5734.368,0.798
20180425,0.09384,27.54,17.628,298.0,6118.292,0.853
20180426,0.09384,36.147,21.621,258.0,6009.714,0.852
20180427,0.09384,53.771,31.169,165.0,6049.156,0.847
20180428,0.09384,57.165,32.824,159.0,6768.882,0.97
20180429,0.1224,55.123,28.234,196.0,6033.202,0.881
20180430,0.1224,85.484,54.06,358.0,5957.173,0.848
20180501,0.1224,110.403,67.857,257.0,5957.561,0.854
20180502,0.1224,48.855,29.891,226.0,5769.44,0.749
20180503,0.1224,18.562,8.935,210.0,6060.798,0.729
20180504,0.1224,35.389,12.033,171.0,6518.785,0.883
20180505,0.1224,40.76,14.41,70.0,7000.103,0.924
20180506,0.05712,7.128,4.171,38.0,5918.197,0.769
20180507,0.05712,30.239,14.989,101.0,6799.551,0.876
20180508,0.05712,12.588,3.153,265.0,6483.271,0.851
20180509,0.05712,12.883,4.612,209.0,6057.379,0.803
20180510,0.05712,40.393,20.625,244.0,6119.936,0.814
20180511,0.05712,83.098,45.451,192.0,6123.511,0.837
