Date,search,pm10,pm25,COUNT_T,TMST,retail
20180401,0.16107,59.375,29.016,234.0,6752.214,0.854
20180402,0.16107,67.165,26.552,371.0,8551.656,0.758
20180403,0.16107,62.798,17.756,251.0,8861.007,0.799
20180404,0.16107,13.744,6.683,352.0,8401.77,0.815
20180405,0.16107,6.441,3.507,293.0,8049.654,0.784
20180406,0.16107,75.65,16.37,627.0,7823.602,0.799
20180407,0.16107,31.538,14.47,207.0,7671.83,0.857
20180408,0.11564,19.785,9.275,199.0,6634.909,0.922
20180409,0.11564,29.36,16.854,407.0,8539.718,0.777
20180410,0.11564,34.276,16.918,278.0,8729.182,0.846
20180411,0.11564,54.534,22.579,357.0,8843.652,0.829
20180412,0.11564,31.766,10.609,236.0,9010.867,0.82
20180413,0.11564,23.457,9.378,223.0,8445.16,0.891
20180414,0.11564,18.217,9.447,95.0,6810.813,0.9
20180416,0.16107,25.057,14.167,318.0,8454.136,0.797
20180417,0.16107,49.161,22.958,350.0,8573.592,0.832
20180418,0.16107,60.398,25.694,436.0,8749.385,0.869
20180419,0.16107,69.001,31.517,361.0,8748.846,0.869
20180420,0.16107,91.693,46.965,361.0,8367.444,0.962
20180421,0.16107,59.062,32.745,159.0,8655.42,1.015
20180422,0.09499,36.104,18.312,198.0,6590.354,1.006
20180423,0.09499,7.525,4.713,179.0,7420.028,0.848
20180424,0.09499,7.817,4.805,259.0,8166.957,0.924
20180425,0.09499,24.783,18.538,298.0,8610.165,0.932
20180426,0.09499,36.378,24.614,258.0,8568.115,0.904
20180427,0.09499,46.347,32.725,165.0,8323.57,0.926
20180428,0.09499,54.381,36.891,159.0,8174.963,0.939
20180429,0.1239,51.027,31.619,196.0,7373.151,0.929
20180430,0.1239,78.72,57.909,358.0,8648.49,0.872
20180501,0.1239,75.772,58.755,257.0,8987.833,0.832
20180502,0.1239,49.313,39.063,226.0,8262.884,0.828
20180503,0.1239,21.251,10.928,210.0,8930.055,0.872
20180504,0.1239,41.328,17.41,171.0,8631.974,0.867
20180505,0.1239,39.95,20.375,70.0,8124.206,0.827
20180506,0.05782,14.158,8.823,38.0,6488.603,0.778
20180507,0.05782,33.744,18.974,101.0,7978.845,0.846
20180508,0.05782,14.029,5.499,265.0,9115.037,0.9
20180509,0.05782,20.97,7.83,209.0,9026.628,0.862
20180510,0.05782,42.334,23.048,244.0,8905.3,0.838
20180511,0.05782,77.305,50.862,192.0,8618.626,0.869
20180512,0.05782,31.595,20.708,56.0,6919.129,0.843
20180513,0.08673,22.208,16.608,130.0,7390.34,0.894
20180514,0.08673,85.152,66.405,313.0,8590.208,0.819
20180515,0.08673,70.398,53.799,273.0,8963.391,0.926
20180516,0.08673,40.766,29.623,228.0,8102.978,0.847
20180517,0.08673,15.568,10.672,185.0,7994.897,0.844
20180518,0.08673,8.754,4.46,107.0,8521.804,0.926
20180519,0.08673,12.047,5.765,91.0,8595.086,0.953
20180520,0.09912,8.444,5.11,104.0,7082.999,0.862
20180521,0.09912,16.031,10.189,148.0,8425.624,0.851
20180522,0.09912,39.257,27.122,94.0,7262.42,0.852
20180523,0.09912,40.374,13.102,318.0,8644.552,0.811
20180524,0.09912,73.555,18.123,377.0,8783.829,0.841
20180525,0.09912,73.421,27.205,235.0,8463.686,0.844
20180526,0.09912,69.82,31.506,119.0,8088.894,0.954
20180527,0.08673,63.285,28.737,116.0,7044.696,0.999
20180528,0.08673,41.578,20.729,177.0,8447.261,0.867
20180530,0.08673,38.812,21.997,269.0,8396.925,0.889
20180531,0.08673,36.464,21.287,204.0,8374.27,0.88
20180602,0.08673,29.446,16.598,68.0,7544.944,1.013
20180603,0.07021,22.957,15.567,70.0,6774.384,0.999
20180604,0.07021,26.272,17.931,120.0,7973.898,0.855
20180605,0.07021,31.937,22.764,139.0,8115.405,0.905
20180606,0.07021,33.045,26.334,68.0,6504.827,0.899
20180607,0.07021,40.978,31.206,180.0,8176.96,0.906
20180608,0.07021,26.076,19.372,117.0,8093.872,0.881
20180609,0.07021,28.228,19.518,52.0,7529.067,0.992
20180610,0.04543,5.605,2.863,77.0,6438.907,0.935
20180611,0.04543,8.561,3.744,113.0,7845.373,0.86
20180612,0.04543,15.923,5.985,111.0,8243.322,0.871
20180613,0.04543,22.109,15.937,57.0,6948.673,0.927
20180614,0.04543,25.499,18.674,89.0,8137.544,0.867
20180615,0.04543,12.725,7.453,118.0,7891.188,0.902
20180616,0.04543,18.699,10.806,62.0,7169.666,1.025
20180617,0.05782,42.974,27.991,105.0,6501.822,0.969
20180618,0.05782,31.703,23.287,104.0,7636.829,0.98
20180619,0.05782,28.76,20.956,92.0,7750.826,0.855
20180620,0.05782,30.474,22.376,81.0,7819.02,0.873
20180621,0.05782,28.516,19.994,103.0,7889.785,0.88
20180622,0.05782,29.92,20.4,60.0,7898.599,0.872
20180623,0.05782,34.534,22.563,64.0,7621.533,1.109
20180624,0.05782,58.356,37.621,132.0,6360.802,0.902
20180625,0.05782,44.838,28.22,116.0,7027.655,0.831
20180626,0.05782,48.763,33.987,116.0,6426.511,0.76
20180627,0.05782,29.339,21.756,76.0,7061.749,0.866
20180628,0.05782,26.999,18.126,146.0,7219.335,0.816
20180629,0.05782,38.778,26.266,38.0,7253.568,0.85
20180630,0.05782,52.209,36.444,9.0,6393.08,0.922
20180701,0.02065,15.571,7.668,26.0,4633.222,0.787
20180702,0.02065,11.427,6.716,86.0,5841.998,0.759
20180703,0.02065,14.935,8.022,53.0,6692.565,0.817
20180704,0.02065,22.794,10.858,63.0,6770.107,0.832
20180705,0.02065,18.646,14.028,53.0,6711.056,0.82
20180706,0.02065,4.909,2.034,180.0,6961.473,0.831
20180707,0.02065,9.276,3.71,36.0,7063.313,0.867
20180708,0.02478,15.579,7.398,56.0,6083.098,0.911
20180709,0.02478,8.433,5.107,59.0,6326.742,0.773
20180710,0.02478,20.888,8.367,62.0,6423.354,0.756
20180711,0.02478,29.851,19.899,78.0,6800.505,0.75
20180712,0.02478,29.773,17.126,92.0,6787.123,0.786
20180713,0.02478,20.08,13.746,27.0,7260.025,0.816
20180714,0.02478,17.776,12.13,21.0,6896.892,0.937
20180715,0.02478,19.21,14.115,51.0,6252.665,0.868
20180716,0.02478,19.459,14.257,30.0,6857.134,0.763
20180717,0.02478,18.042,14.293,80.0,6937.641,0.783
20180718,0.02478,23.773,19.053,114.0,7008.81,0.807
20180719,0.02478,21.461,16.91,83.0,6964.882,0.819
20180720,0.02478,28.902,21.048,69.0,7122.856,0.814
20180721,0.02478,27.56,22.003,80.0,6718.019,0.95
20180722,0.02065,22.693,16.024,26.0,6027.745,0.924
20180723,0.02065,27.392,17.833,50.0,6550.157,0.787
20180724,0.02065,34.616,24.986,53.0,6766.229,0.826
20180725,0.02065,28.676,20.807,56.0,6739.971,0.844
20180726,0.02065,39.14,27.625,93.0,7027.061,0.856
20180727,0.02065,39.941,30.526,51.0,7049.747,0.807
20180728,0.02065,25.49,19.269,17.0,7533.976,0.963
20180729,0.01652,16.254,11.733,20.0,5853.799,0.862
20180730,0.01652,8.015,4.301,51.0,6511.215,0.814
20180731,0.01652,18.824,8.988,72.0,6564.665,0.857
20180801,0.01652,26.028,15.961,22.0,6439.753,0.881
20180802,0.01652,35.98,25.583,33.0,6383.144,0.833
20180803,0.01652,38.694,31.69,84.0,6358.369,0.868
20180804,0.01652,26.263,19.547,20.0,6254.915,0.833
20180805,0.01652,31.211,20.726,23.0,5532.004,0.826
20180806,0.01652,29.356,19.978,57.0,6114.049,0.787
20180807,0.01652,15.526,9.817,122.0,6312.184,0.757
20180808,0.01652,25.51,18.292,49.0,6713.164,0.809
20180809,0.01652,18.124,13.767,59.0,6855.861,0.822
20180810,0.01652,12.926,7.968,16.0,6508.063,0.882
20180811,0.01652,8.239,4.45,16.0,6025.51,0.86
20180812,0.01239,14.866,10.079,14.0,5507.15,0.935
20180813,0.01239,30.225,22.988,27.0,6114.994,0.828
20180814,0.01239,30.435,22.133,14.0,6394.573,0.863
20180815,0.01239,28.046,21.059,10.0,5553.969,0.858
20180816,0.01239,20.015,9.851,36.0,6216.84,0.819
20180817,0.01239,18.685,8.122,20.0,6718.72,0.864
20180818,0.01239,21.853,9.053,13.0,6252.437,0.901
20180819,0.01652,26.227,17.052,14.0,5476.8,0.841
20180820,0.01652,30.644,20.181,36.0,6191.117,0.793
20180821,0.01652,25.14,15.148,75.0,6446.807,0.767
20180822,0.01652,27.347,18.122,37.0,6564.439,0.867
20180823,0.01652,16.163,8.238,11.0,5781.074,0.928
20180824,0.01652,10.828,4.623,16.0,6191.251,0.8
