Date,search,pm10,pm25,COUNT_T,TMST,retail
20180401,0.02418,55.538,25.509,234.0,1998.053,0.889
20180402,0.02418,57.301,22.026,371.0,2994.423,0.825
20180403,0.02418,60.487,17.595,251.0,3161.467,0.959
20180404,0.02418,19.036,8.795,352.0,3116.203,0.877
20180405,0.02418,11.941,7.111,293.0,2960.545,0.943
20180406,0.02418,86.201,20.225,627.0,2959.845,0.904
20180407,0.02418,40.808,19.056,207.0,2648.494,0.926
20180408,0.01736,27.922,13.967,199.0,1913.357,0.994
20180409,0.01736,37.478,24.247,407.0,2973.094,0.966
20180410,0.01736,43.108,22.033,278.0,3111.681,1.054
20180411,0.01736,62.031,24.599,357.0,3138.99,0.951
20180412,0.01736,45.295,16.326,236.0,3160.476,0.955
20180413,0.01736,34.842,14.997,223.0,3203.133,1.018
20180414,0.01736,28.033,15.053,95.0,2482.769,0.895
20180416,0.02418,36.166,21.796,318.0,3083.037,1.037
20180417,0.02418,57.784,29.64,350.0,3201.647,0.897
20180418,0.02418,66.999,32.274,436.0,3120.359,1.017
20180419,0.02418,80.844,36.609,361.0,3104.058,0.975
20180420,0.02418,125.081,62.556,361.0,3154.487,0.912
20180421,0.02418,85.744,45.53,159.0,2775.452,0.944
20180422,0.01426,47.133,24.49,198.0,1896.866,1.0
20180423,0.01426,16.413,9.334,179.0,2668.135,0.803
20180424,0.01426,12.228,6.469,259.0,3100.478,0.958
20180425,0.01426,36.244,26.151,298.0,3219.673,0.867
20180426,0.01426,51.783,34.307,258.0,3244.267,0.898
20180427,0.01426,64.594,43.774,165.0,3258.858,0.937
20180428,0.01426,72.483,45.484,159.0,2870.755,0.943
20180429,0.0186,67.772,38.56,196.0,2153.737,0.925
20180430,0.0186,107.189,70.994,358.0,3130.852,1.004
20180501,0.0186,98.508,66.026,257.0,2712.016,0.869
20180502,0.0186,73.266,51.702,226.0,2988.328,0.95
20180503,0.0186,29.019,14.707,210.0,3098.153,0.887
20180504,0.0186,43.719,17.288,171.0,3341.913,1.022
20180505,0.0186,39.656,18.164,70.0,2697.78,1.068
20180506,0.00868,16.688,9.674,38.0,1858.202,0.947
20180507,0.00868,35.812,18.354,101.0,2499.402,0.923
20180508,0.00868,17.027,7.138,265.0,3118.294,0.932
20180509,0.00868,24.318,8.55,209.0,3270.462,0.946
20180510,0.00868,42.206,21.376,244.0,3297.078,1.045
