Date,search,pm10,pm25,COUNT_T,TMST,retail
20180401,0.02184,60.956,29.038,234.0,4126.276,0.757
20180402,0.02184,59.498,23.206,371.0,8113.453,0.924
20180403,0.02184,61.485,17.986,251.0,8411.41,0.902
20180404,0.02184,17.901,8.392,352.0,8329.643,0.878
20180405,0.02184,12.603,7.316,293.0,7910.401,0.883
20180406,0.02184,75.155,19.324,627.0,8192.086,0.977
20180407,0.02184,41.953,19.581,207.0,6563.929,0.757
20180408,0.01568,35.728,16.805,199.0,4019.652,0.612
20180409,0.01568,40.534,25.808,407.0,8134.493,0.786
20180410,0.01568,49.454,23.833,278.0,8350.854,1.019
20180411,0.01568,78.776,28.239,357.0,8590.36,1.01
20180412,0.01568,47.476,16.868,236.0,8591.276,0.945
20180413,0.01568,37.033,17.044,223.0,8781.245,1.141
20180414,0.01568,30.842,16.52,95.0,6348.022,0.775
20180416,0.02184,32.771,19.48,318.0,8269.484,0.787
20180417,0.02184,54.338,28.722,350.0,8500.258,0.996
20180418,0.02184,60.472,31.543,436.0,8533.598,0.852
20180419,0.02184,67.598,34.312,361.0,8378.765,0.872
20180420,0.02184,90.721,48.985,361.0,8535.518,0.997
20180421,0.02184,68.117,38.094,159.0,6913.486,0.928
20180422,0.01288,46.521,24.472,198.0,3895.815,0.66
20180423,0.01288,21.509,15.401,179.0,7269.587,0.713
20180424,0.01288,11.758,6.636,259.0,8358.448,0.98
20180425,0.01288,31.499,22.122,298.0,8602.508,0.945
20180426,0.01288,41.922,29.049,258.0,8666.788,1.001
20180427,0.01288,51.554,35.476,165.0,8864.549,1.047
20180428,0.01288,58.094,36.978,159.0,6990.868,0.98
20180429,0.0168,57.706,32.733,196.0,4499.524,0.701
20180430,0.0168,81.751,54.579,358.0,7951.78,1.091
20180501,0.0168,76.943,51.989,257.0,6787.319,0.883
20180502,0.0168,64.271,47.805,226.0,7965.837,0.936
20180503,0.0168,32.33,16.984,210.0,8656.5,0.931
20180504,0.0168,47.391,20.285,171.0,9353.863,1.003
