Date,search,pm10,pm25,COUNT_T,TMST,retail
20180401,0.08385,78.744,40.792,234.0,3917.65,1.471
20180402,0.08385,79.833,33.194,371.0,4242.074,1.239
20180403,0.08385,80.617,26.164,251.0,4219.134,1.199
20180404,0.08385,16.089,10.147,352.0,4224.074,1.23
20180405,0.08385,8.924,3.053,293.0,4145.583,1.14
20180406,0.08385,87.651,30.508,627.0,4371.088,1.261
20180407,0.08385,58.818,28.804,207.0,4760.889,1.413
20180408,0.0602,45.833,23.41,199.0,3702.251,1.401
20180409,0.0602,47.844,33.798,407.0,4195.403,1.198
20180410,0.0602,59.412,25.343,278.0,4251.086,1.192
20180411,0.0602,84.058,35.367,357.0,4282.885,1.297
20180412,0.0602,58.765,19.904,236.0,4362.108,1.214
20180413,0.0602,45.907,19.999,223.0,4618.796,1.428
20180414,0.0602,37.971,20.819,95.0,4515.81,1.467
20180416,0.08385,49.297,31.302,318.0,4098.779,1.233
20180417,0.08385,74.09,37.73,350.0,4290.298,1.287
20180418,0.08385,86.34,36.922,436.0,4330.589,1.267
20180419,0.08385,100.121,44.481,361.0,4263.8,1.221
20180420,0.08385,105.489,55.616,361.0,4595.368,1.477
20180421,0.08385,77.518,42.593,159.0,4664.133,1.601
20180422,0.04945,55.288,34.592,198.0,3633.108,1.484
20180423,0.04945,20.51,14.819,179.0,3950.168,1.127
20180424,0.04945,18.292,9.224,259.0,4269.159,1.275
20180425,0.04945,40.1,29.671,298.0,4358.99,1.277
20180426,0.04945,57.283,42.231,258.0,4481.012,1.334
20180427,0.04945,63.117,43.928,165.0,4713.104,1.378
20180428,0.04945,73.033,49.678,159.0,4866.284,1.576
20180429,0.0645,71.493,44.376,196.0,3939.432,1.485
20180430,0.0645,91.712,70.852,358.0,4426.712,1.366
20180501,0.0645,77.143,63.928,257.0,4404.35,1.413
20180502,0.0645,55.301,43.544,226.0,4415.859,1.204
20180503,0.0645,37.76,14.115,210.0,4638.981,1.345
20180504,0.0645,68.147,19.889,171.0,5165.824,1.513
20180505,0.0645,64.843,27.433,70.0,4784.358,1.587
20180506,0.0301,26.642,12.415,38.0,4142.735,1.487
20180507,0.0301,50.077,21.717,101.0,4318.819,1.448
20180508,0.0301,27.782,8.711,265.0,4663.257,1.451
20180509,0.0301,32.333,9.987,209.0,4525.63,1.295
20180510,0.0301,57.253,25.934,244.0,4666.778,1.273
20180511,0.0301,91.462,59.14,192.0,4905.018,1.461
20180512,0.0301,41.702,26.087,56.0,4625.437,1.331
20180513,0.04515,33.408,20.238,130.0,4106.363,1.443
20180514,0.04515,91.555,64.443,313.0,4436.265,1.218
20180515,0.04515,90.587,62.015,273.0,4615.427,1.327
20180516,0.04515,42.093,27.364,228.0,4221.379,1.164
20180517,0.04515,27.374,11.105,185.0,4242.139,1.095
20180518,0.04515,18.469,6.211,107.0,4849.428,1.279
20180519,0.04515,17.764,4.112,91.0,5233.321,1.518
20180520,0.0516,15.973,4.916,104.0,4199.198,1.382
20180521,0.0516,25.946,10.281,148.0,4685.545,1.299
20180522,0.0516,44.356,27.131,94.0,3995.666,1.336
20180523,0.0516,66.794,17.156,318.0,4545.1,1.195
