Date,search,pm10,pm25,COUNT_T,TMST,retail
20180401,0.11622,51.213,24.966,234.0,3624.139,1.283
20180402,0.11622,57.117,22.544,371.0,4380.333,1.297
20180403,0.11622,50.867,14.598,251.0,4720.63,1.299
20180404,0.11622,10.178,4.83,352.0,4426.775,1.306
20180405,0.11622,4.312,2.676,293.0,4122.678,1.139
20180406,0.11622,62.354,13.75,627.0,4140.043,1.28
20180407,0.11622,30.307,13.991,207.0,3979.543,1.211
20180408,0.08344,24.609,11.976,199.0,3422.893,1.315
20180409,0.08344,50.525,29.065,407.0,4212.225,1.21
20180410,0.08344,30.634,15.073,278.0,4581.342,1.391
20180411,0.08344,49.462,20.464,357.0,4352.766,1.353
20180412,0.08344,30.519,10.351,236.0,4264.528,1.328
20180413,0.08344,22.811,9.137,223.0,4359.019,1.444
20180414,0.08344,16.767,8.889,95.0,3906.875,1.293
20180416,0.11622,25.089,14.149,318.0,4333.54,1.365
20180417,0.11622,45.753,21.634,350.0,4623.277,1.366
20180418,0.11622,57.841,24.609,436.0,4449.467,1.364
20180419,0.11622,68.824,31.276,361.0,4381.801,1.362
20180420,0.11622,100.694,51.605,361.0,4396.03,1.44
20180421,0.11622,64.102,35.585,159.0,4141.324,1.498
20180422,0.06854,33.849,17.216,198.0,3569.34,1.465
20180423,0.06854,8.451,5.263,179.0,4036.456,1.373
20180424,0.06854,10.356,5.841,259.0,4603.135,1.387
20180425,0.06854,26.122,19.53,298.0,4580.13,1.488
20180426,0.06854,38.019,25.564,258.0,4503.783,1.436
20180427,0.06854,50.865,35.978,165.0,4457.302,1.416
20180428,0.06854,59.218,40.908,159.0,4120.15,1.389
20180429,0.0894,55.264,34.558,196.0,3743.037,1.416
20180430,0.0894,93.001,68.505,358.0,4385.932,1.345
20180501,0.0894,83.805,65.001,257.0,4267.642,1.416
20180502,0.0894,64.681,51.252,226.0,4226.34,1.291
20180503,0.0894,21.441,10.895,210.0,4367.52,1.31
20180504,0.0894,37.078,15.498,171.0,4490.66,1.326
20180505,0.0894,35.878,18.308,70.0,3819.825,1.179
20180506,0.04172,12.461,7.769,38.0,3577.98,1.17
20180507,0.04172,30.933,17.525,101.0,3805.42,1.273
20180508,0.04172,12.634,4.804,265.0,4537.477,1.423
20180509,0.04172,23.014,8.588,209.0,4320.54,1.423
20180510,0.04172,40.918,22.328,244.0,4258.262,1.216
20180511,0.04172,85.463,56.06,192.0,4276.178,1.306
20180512,0.04172,33.062,21.585,56.0,3445.193,1.229
20180513,0.06258,21.943,16.129,130.0,3258.588,1.382
20180514,0.06258,91.962,71.71,313.0,3981.379,1.282
20180515,0.06258,76.602,58.735,273.0,4193.862,1.516
20180516,0.06258,38.211,27.43,228.0,4019.172,1.233
20180517,0.06258,14.447,9.728,185.0,4000.379,1.253
20180518,0.06258,8.009,4.019,107.0,4224.568,1.327
20180519,0.06258,11.904,5.815,91.0,3841.995,1.382
20180520,0.07152,7.748,4.589,104.0,3309.499,1.288
20180521,0.07152,15.504,9.738,148.0,3999.811,1.285
20180522,0.07152,36.98,25.431,94.0,3241.087,1.199
20180523,0.07152,36.25,12.245,318.0,4129.178,1.364
20180524,0.07152,61.565,15.173,377.0,4122.888,1.424
20180525,0.07152,65.28,24.373,235.0,4029.473,1.486
20180526,0.07152,63.879,28.895,119.0,3681.131,1.476
20180527,0.06258,58.924,26.806,116.0,3092.335,1.46
20180528,0.06258,37.31,18.674,177.0,3939.8,1.345
20180530,0.06258,38.537,21.882,269.0,4333.387,1.37
20180531,0.06258,38.651,22.52,204.0,4301.618,1.492
20180602,0.06258,29.865,16.859,68.0,3950.774,1.501
20180603,0.05066,23.186,15.741,70.0,3468.58,1.426
20180604,0.05066,26.518,18.172,120.0,4112.7,1.438
20180605,0.05066,35.702,25.18,139.0,4270.484,1.434
20180606,0.05066,34.429,27.323,68.0,3412.878,1.372
20180607,0.05066,42.104,31.996,180.0,4194.125,1.376
20180608,0.05066,29.63,22.263,117.0,4239.074,1.422
20180609,0.05066,28.717,19.936,52.0,3877.154,1.59
20180610,0.03278,5.345,2.816,77.0,3343.59,1.472
20180611,0.03278,9.463,4.023,113.0,4060.776,1.415
20180612,0.03278,17.059,5.918,111.0,4380.927,1.514
20180613,0.03278,24.0,17.436,57.0,3520.19,1.445
20180614,0.03278,26.153,19.119,89.0,4184.439,1.477
20180615,0.03278,11.932,7.037,118.0,4192.676,1.537
20180616,0.03278,18.54,10.889,62.0,3709.881,1.482
20180617,0.04172,50.073,32.349,105.0,3413.813,1.45
20180618,0.04172,31.697,23.124,104.0,4004.453,1.666
20180619,0.04172,30.071,21.78,92.0,4193.457,1.498
20180620,0.04172,35.275,25.615,81.0,4129.568,1.54
20180621,0.04172,30.384,21.234,103.0,4143.418,1.472
20180622,0.04172,32.184,22.13,60.0,4137.523,1.415
20180623,0.04172,31.838,20.646,64.0,3710.771,1.441
20180624,0.04172,67.67,43.335,132.0,3217.038,1.304
20180625,0.04172,45.319,28.639,116.0,3835.168,1.323
20180626,0.04172,50.691,35.089,116.0,3718.208,1.157
20180627,0.04172,30.08,22.389,76.0,4002.003,1.341
20180628,0.04172,24.875,16.82,146.0,3982.748,1.278
20180629,0.04172,35.936,24.766,38.0,4145.395,1.273
20180630,0.04172,54.208,37.842,9.0,3628.441,1.374
20180701,0.0149,10.127,4.884,26.0,2853.751,1.134
20180702,0.0149,12.128,4.987,86.0,3679.83,1.108
