STD_YM,STD_YMD,HDONG_CD,HDONG_NM,TMST_00,TMST_01,TMST_02,TMST_03,TMST_04,TMST_05,TMST_06,TMST_07,TMST_08,TMST_09,TMST_10,TMST_11,TMST_12,TMST_13,TMST_14,TMST_15,TMST_16,TMST_17,TMST_18,TMST_19,TMST_20,TMST_21,TMST_22,TMST_23
201805,20180501,1111051500,청운효자동,628.14,501.64,357.51,276.14,322.84,637.79,1464.82,3136.53,2468.89,3174.37,3729.31,3806.86,3675.38,3442.01,3135.02,2841.13,2937.52,3190.67,2526.78,2148.76,1745.25,1488.18,1446.08,898.89
201805,20180501,1111053000,사직동,2344.1,1567.05,1089.89,934.07,979.86,2172.45,4168.29,8844.13,11962.48,13411.68,11797.83,12944.32,11718.44,11643.87,10867,10084.99,10910.9,11981.68,11590.94,7698.19,6460.7,6037.25,4298.73,2770.87
201805,20180501,1111054000,삼청동,242.49,160.55,102.72,93.83,101.41,255.32,736.75,1782.72,2122.82,2002.48,2268.39,2834.53,2585.28,2673.6,2541.9,2144.63,2136.01,2185.61,1853.36,1152.19,910.49,876.34,523.88,301.49
201805,20180501,1111055000,부암동,1336.4,874.18,689.58,488.1,557.79,1054.94,2210.47,3615.55,4852.82,5054.6,6679.92,5793.01,4845.61,4947.09,5174.11,4975.98,5088.68,5691.37,4951.89,3519,3372.81,3290.14,2762.66,1641.04
201805,20180501,1111056000,평창동,3021.46,2153.81,1746.39,1395.65,1519.83,2339.35,4251.66,6161.49,7433.58,8472.79,10859.6,10546.45,9678.94,9775.42,10072.99,9815.48,9396.32,9694.97,8266.32,6413.69,6185.43,6188.8,5479.59,3682.57
201805,20180501,1111057000,무악동,395.25,213.79,163.48,117.86,130.74,312.04,467.9,897.87,1204.2,1277.85,1385.41,1213.83,1172.19,1140.07,1217.31,1301.35,1368.93,1586.82,1279.2,1145.81,1111.92,1076.46,1153.6,627.33
201805,20180501,1111058000,교남동,597.49,344.16,286.32,196.83,300.45,470.88,914.95,1769.08,1942.55,2026.66,2033.27,1915.65,1955.16,2092.65,2095.59,2063.6,2136.81,2213.41,1969.9,1525.91,1512.69,1404.31,1217.18,669.89
201805,20180501,1111060000,가회동,294.22,218.41,133.27,110.5,131.24,221.11,583.42,1734.26,1720.71,1669.86,1814.8,2125.87,1918.67,1916.42,1956.33,1538.2,1520.86,1552.48,1141.08,896.32,727.41,634.37,542.19,316.05
201805,20180501,1111061500,종로1.2.3.4가동,4894.7,3066.76,2217.57,2003.8,2237.12,4451.78,10021.25,22050.02,36574.97,37605.2,35059.89,38403.91,38031.7,38710.83,35678.95,32371.43,32758.23,33771.98,29108.68,19729.8,16890.28,15055.57,10869.07,6788.18
201805,20180501,1111063000,종로5.6가동,1666.31,1071.75,867.71,656.95,801.22,1787.98,4071.96,7528.68,11628.7,11277.28,10509.76,11462.6,11590.2,11603.65,11772.45,10640.5,10235.09,9624.71,8423.02,6612.31,6191.68,5659.08,4521.52,2690.55
201805,20180501,1111064000,이화동,899.32,571.5,412.95,309.87,439.04,924.73,1777.18,3440.17,5711.27,5535.79,4457.56,4780.28,5627.55,5768.08,5453.54,5421.05,5137.33,5671.8,6202.99,4732.58,3622.19,3385.83,2702.3,1637.82
201805,20180501,1111065000,혜화동,1745.77,1044.72,777.18,562.28,827.1,1209.26,2498.71,4943.13,7490.52,6993.52,6275.75,6587.22,6942.32,6693.24,6646,6502.55,6324.97,7367.71,7293.86,5114.7,4416.48,3932.93,3055.22,2241.5
201805,20180501,1111067000,창신1동,1114.85,634.89,457.42,379.35,432.46,927.67,1623.66,2844.52,4749.3,4253.97,4034.21,4365.88,4309.02,4370.79,4400.42,4056.22,3755.4,3886.99,3186.5,2694.4,2367.53,2323.71,1962.5,1956.72
201805,20180501,1111068000,창신2동,256.35,128.53,107.93,83.68,94.46,213.9,418.76,784.62,1290.86,1101.2,1004.13,1063.1,1154.12,1074.32,1100.44,1028.43,1007.48,1192.02,1064.06,728.61,633.55,626.18,540.48,430.58
201805,20180501,1111069000,창신3동,265.71,127.03,90.11,57.05,101.26,115.36,245.59,577.26,1106.82,529.04,665.87,481.81,580.43,399.94,481.52,772.31,605.1,1076.08,859.29,532.5,793.86,774.06,431,308.43
201805,20180501,1111070000,숭인1동,478.96,291.17,223.01,158.16,191.32,473.84,816.98,1427.81,2394.54,1728.28,1616.13,1907.79,1852.36,1724.1,1909.95,1850.25,1739.49,2115.91,1690.04,1454.92,1340.41,1408.52,1111.35,787.41
201805,20180501,1111071000,숭인2동,1403.86,835.24,668.27,557.24,667.11,1311.57,2268.54,4548.11,7074.12,6080.3,5875.11,6630.89,6249.71,6286.41,6258.32,5846.43,5789.69,5962.27,5392.41,4531.94,3658.22,3598.51,3792.16,2472.97
