STD_YM,STD_YMD,HDONG_CD,HDONG_NM,TMST_00,TMST_01,TMST_02,TMST_03,TMST_04,TMST_05,TMST_06,TMST_07,TMST_08,TMST_09,TMST_10,TMST_11,TMST_12,TMST_13,TMST_14,TMST_15,TMST_16,TMST_17,TMST_18,TMST_19,TMST_20,TMST_21,TMST_22,TMST_23
201903,20190301,1111051500,청운효자동,590.07,489.06,344.34,267.98,424.53,512.18,1090.96,1323.94,1720.59,2197.77,2777.29,3165.18,3652.75,3210.29,3540.41,3098.43,2736.58,2208.89,2044.22,1745.44,1573.46,1422.66,1195.37,907.68
201903,20190301,1111053000,사직동,1988.44,1464.63,977.09,855.3,966.08,2284.57,3949.77,4928.11,6961.35,13059.46,13661.04,13932.65,13929.18,14210.96,11907.59,13357.9,12370.88,10252.96,8171.96,6159.84,5422.06,5087.84,3475.29,2120.47
201903,20190301,1111054000,삼청동,236.9,203.44,123.08,83.52,155.2,305.63,527.1,801.01,1342.56,1814.77,2288.57,2863.24,3145.59,2886.34,2988.31,2623.81,2072.62,1915.26,1539.71,1233.51,918.22,655.13,561.55,287.13
201903,20190301,1111055000,부암동,1145.96,720.69,592.03,462.91,556.26,971.51,1437.86,1647.71,2185.47,2815.71,3870.12,4808.49,4254.7,4481.52,4034.17,4037.19,4961.91,4898.7,3375.64,2886.64,2693.64,2451.5,2022,1275.11
201903,20190301,1111056000,평창동,3025.44,2019.84,1702.84,1351.75,1725.91,2667.24,3622.79,3951.88,5440.73,7538.18,9605.88,10528.8,10176.5,10523.65,9793.89,9635.22,11063.58,9865.51,6804.95,6630.05,6134.98,5557.29,4861.03,3449.39
201903,20190301,1111057000,무악동,352.49,330.15,166.07,167.32,221.67,516.16,496.18,1097.03,1916.31,2707.27,3380.89,3287.5,3921.06,3932.13,3648.67,3085.58,1832.01,1284.47,1408.35,1001.11,1089.86,839.48,882.31,545.86
201903,20190301,1111058000,교남동,801.51,498.97,351.8,258.96,383.45,645.46,912.61,1148.05,1624.92,2562.88,2305.79,2839.15,3339.1,2759.91,2812.13,2462.95,2486.14,2161.33,2003.87,1551.3,1383.11,1291.73,990.45,727.17
201903,20190301,1111060000,가회동,220.02,172.41,134.96,114.71,138.3,205.89,330.8,555.24,1219.31,1147.12,1475.19,1645.89,1712.59,1692.35,1758.54,1363.16,1385.4,1228.88,964.45,701.36,571.43,606.02,430.21,299.43
201903,20190301,1111061500,종로1.2.3.4가동,4429.48,3236.72,2872.68,1944.5,2531.88,6327.95,9272.87,13790.96,20234.51,30976.9,38665.73,45838.66,46955.38,47721.23,44232.7,39298.78,36252.94,32762.17,27068.85,19042.1,15911.14,14514.36,11374.14,6286.66
201903,20190301,1111063000,종로5.6가동,1575.43,971.63,908.07,704.46,933.54,2018.78,3422.03,5496.09,7842.96,9269.96,10951.96,14018.89,14259.48,14293.89,13557.27,13660.87,12673.56,11110.76,8025.72,6229.17,6345.39,4745.13,3716.32,2307.32
201903,20190301,1111064000,이화동,876.21,504.11,419.36,370.88,494.32,1352.64,1816.73,2359.73,3527.36,3864.75,5631.33,6234.81,6456.99,7713.87,7382.6,7262.83,6760.69,6148.72,5097.49,4497.24,4266.92,3113.74,2615.11,1632.94
201903,20190301,1111065000,혜화동,1289.25,905.39,689.84,569.67,933.92,1194.1,1516.8,1878.33,2942.91,3561.05,4158.29,5142.62,6796.08,7711.73,6526.69,6150.86,5983.59,5881.97,4990.58,3903.81,3400,2994.4,2872.13,1915.82
201903,20190301,1111067000,창신1동,875.83,656.77,534.22,453.47,539.81,1143.25,1359.42,2119.44,2931.88,3395.4,3909.01,5110.48,4408.75,4970.76,4813.2,4758.31,4229.91,3986.26,3193.36,3291.63,2546.75,2222.07,1942.68,1790
201903,20190301,1111068000,창신2동,251.61,158.7,116.72,94.31,140.44,321.48,460.75,728.94,1003.82,1131.03,1289.36,1665.78,1339.39,1511.98,1379.16,1618.47,1533.55,1576.42,1243.86,987.67,874.94,676.4,603.28,407.96
201903,20190301,1111069000,창신3동,181.24,128.36,120.17,106.33,96.81,228.84,303.28,366.01,424.86,487.05,530.68,580.73,663.96,669.29,627.96,711.65,719.68,667.82,777.72,736.83,542.4,716.43,474.48,268.74
201903,20190301,1111070000,숭인1동,278,216.56,213.74,154.89,182.26,518.74,468.8,818.21,1111.97,1274.1,1460.81,1954.23,1746.52,1870.36,1900.43,1972.18,1780.65,1580.12,1368.27,1318.41,936.11,1009.34,730.32,565.97
201903,20190301,1111071000,숭인2동,1255.35,857.33,782.63,544.94,832.83,1803.8,1809.39,3134.46,4163.2,4840.23,5843.25,7379.79,6394.43,7100.26,7183.61,7211.2,6470.99,5915.01,4770.64,4473.37,3523.15,3436.47,2761.6,1953.18
201903,20190301,1135056000,월계1동,1199.22,868.99,589.75,563.32,638.43,1821.66,1698.1,2473.93,2626.22,3537.9,3971.36,4446.63,4317.15,4590.89,4603.25,4948.04,5569.11,5833.03,5552.7,5439.67,4166.58,4003.42,2948.54,1653.5
201903,20190301,1135057000,월계2동,1082.53,820.57,654.11,537.42,557.81,847.12,1195.3,1437.65,1720.27,2210.96,2148.41,2461.84,2787.63,2782.97,2900.47,3180.15,3010.83,3608.75,3158.53,2841.15,2576.29,2223.76,2051.72,1342.32
