STD_YM,STD_YMD,HDONG_CD,HDONG_NM,TMST_00,TMST_01,TMST_02,TMST_03,TMST_04,TMST_05,TMST_06,TMST_07,TMST_08,TMST_09,TMST_10,TMST_11,TMST_12,TMST_13,TMST_14,TMST_15,TMST_16,TMST_17,TMST_18,TMST_19,TMST_20,TMST_21,TMST_22,TMST_23
201808,20180801,1111051500,청운효자동,683.68,478.22,376.86,263.3,387.53,714.12,1530.84,3445.14,4314.23,3489.98,3191.51,3368.05,3007.24,3099.35,2647.22,2890.58,2930.47,3323.53,3694.85,2688.89,2228.78,2001.76,1869.16,1222.5
201808,20180801,1111053000,사직동,2046.89,1263.15,868.85,687.33,1200.1,2861.79,7112.62,18775.39,27674.46,13921.61,10520.98,11889.37,10710.88,10921.17,10341.15,9560.13,10336.05,12304.59,18689.26,10920.29,7153.24,7117.33,6124.71,3508.88
201808,20180801,1111054000,삼청동,216.16,140.93,71.67,63.55,110.66,333.42,921.39,2347.99,3132.27,1885.37,1652.6,2046.75,1603.21,1579.91,1511.85,1433.02,1469.76,2155.16,2435.72,1761.49,1149.3,859.6,738.76,379.19
201808,20180801,1111055000,부암동,1244.39,780.77,535.8,351.24,665.01,1572.39,2759.4,4004.06,5074.56,5003.75,4387.06,4385.49,4025.46,4081.77,3805.49,4030.06,4545.68,5102.47,6400.25,4684.45,3716.27,3363.34,3442.44,1886.9
201808,20180801,1111056000,평창동,3037.5,2239.24,1673.15,1328.38,1681.27,3243.28,5299.37,7279.64,8306.98,9274.66,8101.96,8299.34,7689.41,7736.38,6886.54,7288.02,8509.52,8794.15,9823.49,7992.37,6794.87,6552.6,6472.83,4255.82
201808,20180801,1111057000,무악동,379.87,187.63,113.51,78.26,195.04,407.25,795.59,1811.65,1600.06,1007.85,1046.43,945.69,1146.82,1015.39,1034.42,958.48,1101.96,1339.96,1611.39,1510.88,1033.42,1294.43,1196.54,716.05
201808,20180801,1111058000,교남동,514.85,328.25,233.98,127.41,363.16,633.52,1437.44,3080.24,3652.14,2318.32,1847.85,2007.95,1852.95,1951.58,1780.57,1785.31,1832.35,2179.69,3039.61,2106.56,1668.8,1509.77,1309.2,814.39
201808,20180801,1111060000,가회동,182.15,169.3,108.92,71.78,157.52,299.31,921.55,2982.93,2673.85,1675.61,1463.77,1430.48,1407.22,1220.16,1164.14,1240.39,1053.86,1454.29,1670.84,1028.86,764.86,628.61,554.93,327.31
201808,20180801,1111061500,종로1.2.3.4가동,4155.31,2839.52,1931.14,1546.92,2993.43,6462.98,16581.84,45839.29,71171.29,42515.58,33087.93,41668.74,37537.67,35803.01,31477.45,30650.26,31377.22,39027.7,53374.17,29133.17,20076.06,17767.03,13982.16,7971.89
201808,20180801,1111063000,종로5.6가동,1689.99,1072.99,840.47,611.04,962.43,2405.05,5579.85,13078.08,17778.32,12705.98,11118.14,11186.87,11272.87,11195.31,11122.48,10458.4,10994.35,11487.08,13761.83,9093.89,7024.63,6924.42,5395.66,3435.66
201808,20180801,1111064000,이화동,822.14,522.14,408,378.21,606.26,1292.27,3506.3,7058.54,11640.67,7000.82,5669.89,4514.45,4201.53,4342.04,4430.75,4622.9,4980.51,5734.04,9788.04,5378.07,4010.13,3659.81,3053.24,2121.61
201808,20180801,1111065000,혜화동,1279.66,793,504.42,370.1,973.9,1620.82,3152.18,7429.26,7900.07,5356.11,4625.12,4326.44,4655.01,4594.83,4581.34,4648.67,5170.63,5944.13,8761.44,5843.81,4217.61,3692.84,3196.15,2203.71
201808,20180801,1111067000,창신1동,1160.49,685.25,521.48,364.58,633.29,1129.32,2375.3,5058.02,6461.54,4500.47,3732.11,3968.86,3359.86,3975.91,3574.12,3959.33,3653.4,4254.99,5216.51,3893.42,3012.81,3112.16,2925.16,2901.3
201808,20180801,1111068000,창신2동,252.48,108.82,101.64,77.96,135.79,317.69,589.96,1377.18,1715.16,1156.24,918.62,1014.17,894.2,979.25,838.62,937.15,1001.95,1138.07,1398.72,949.3,713.66,843.38,731.76,466.99
