STD_YM,STD_YMD,HDONG_CD,HDONG_NM,TMST_00,TMST_01,TMST_02,TMST_03,TMST_04,TMST_05,TMST_06,TMST_07,TMST_08,TMST_09,TMST_10,TMST_11,TMST_12,TMST_13,TMST_14,TMST_15,TMST_16,TMST_17,TMST_18,TMST_19,TMST_20,TMST_21,TMST_22,TMST_23
201811,20181101,1111051500,청운효자동,578.03,412.66,354.56,269.65,518.89,984.37,2406.37,5679.09,4672.9,4326.34,3507.45,3860.9,3705.95,3393.3,3373.85,3417.98,3728.46,3524.61,3413.6,2569.53,2121.95,2055.85,1478.91,986.62
201811,20181101,1111053000,사직동,1911.51,1161.17,830.83,636.68,1546.42,3855.4,9683.94,26718.06,29920.01,17465.03,12993.75,14008.04,13318.57,13444.05,11809.4,12256.8,13822.44,17711.41,19594.19,9512.34,8132.12,8802.85,5893.52,3373.79
201811,20181101,1111054000,삼청동,201.6,128.97,75.39,70.87,183.39,477.44,1504.36,3443.46,4152.46,2550.84,2124.13,2533.52,2321.89,2190.77,2048.44,2100.64,2217.43,2389.49,2735.86,1479.53,1147.67,1053.14,665.83,368.69
201811,20181101,1111055000,부암동,958.2,696.73,442.38,384.52,773.95,1741.26,3609.39,6048.88,5346.98,4844.77,5362.2,4929.53,4283.53,4070.12,4432.18,4748.1,6431.75,6119.89,6245.85,4564.42,3536.72,3333.77,2693.41,1662.41
201811,20181101,1111056000,평창동,2287.41,1615.1,1203.68,1134.58,1767.17,3219.23,5890.88,9090.53,8309.47,7846.29,8343.11,8834.3,7979.94,8026.14,8295.85,9143.21,11422.16,10957.54,9615.31,7323.16,6364.27,5883.09,5003.15,3542.11
201811,20181101,1111057000,무악동,214.81,157.76,94.21,74.11,203.74,440.92,1102.57,2016.06,2128.84,1799.91,1223.01,1123.37,910.34,1196.06,1126.38,1168.65,1541.79,1881.65,1988.48,1371.11,1262.47,1097.56,914.81,587.79
201811,20181101,1111058000,교남동,452.09,277.72,203.69,161.15,510.59,742.48,1827.2,3988.7,3854.3,2607.08,2137.11,2107.72,2074.97,2231.25,2245.25,2273.94,2481.27,2700.02,3154.74,1985.41,1767.58,1837.1,1277.02,757
201811,20181101,1111060000,가회동,177.2,138.57,90.81,57.18,204.59,471.55,1532.77,3705.22,2834.81,2054.05,1675.63,2010.67,2008.15,1885.2,1800.06,1760.08,1603.07,1585.99,1474.35,876.31,625.04,657.1,447.23,273.52
201811,20181101,1111061500,종로1.2.3.4가동,3433.26,2533.05,1946.18,1462.53,3971.92,9183.64,23760.42,62919.69,76040.64,45078.52,37350.38,46160.58,42004.26,38549.57,37919.28,36484.78,37290.48,44059.07,47415.78,26392.71,21167.43,18956.44,13155.61,7062.9
201811,20181101,1111063000,종로5.6가동,1189.18,963.93,787.7,631.29,1204.12,3209.63,7001.09,19254.72,19526.86,13523.91,12307.91,12761.3,12676.78,12916.5,13050.4,12603.77,14086.6,15598.01,14889.01,8633.63,7973.73,7086.36,5950.17,3106.54
201811,20181101,1111064000,이화동,736.04,507.25,353.91,305.93,822.79,1799.13,4891.69,11572.69,13371.02,8210.24,6062.49,5398.6,5792.48,6495.92,6236,6589.19,7160.33,8629.64,11216.48,6040.19,4273.4,4655.89,3174.69,2044.16
201811,20181101,1111065000,혜화동,1079.4,871.43,629.52,491.39,1464.71,2036.59,4199.74,9021.22,9978.55,5852.59,5055.66,5674.94,5477.78,5050.04,5595.46,6117.13,7243.31,9081.14,10687.98,5875.55,4670.14,5013.51,3690.39,2297.29
201811,20181101,1111067000,창신1동,899.6,678.81,474.97,409,681.27,1332.03,3061.49,6110.75,6437.31,4694,4161.03,3920.81,3863.79,3885.05,3825.27,3780.22,4176.91,5061.67,4909.93,3727,3272.45,3270.55,2597.74,1951.65
201811,20181101,1111068000,창신2동,200.45,139.48,109.08,99.4,144.16,350.28,780.83,1800.25,1583.71,1221.85,1028.8,936.14,921,921.03,971.69,1000.37,1153.48,1479.63,1457.18,1012.14,850.7,915.24,708.73,373.47
201811,20181101,1111069000,창신3동,153.59,102.97,84.63,89.11,111.71,232.01,475.41,1566.56,1128.55,703.58,531.7,647.35,635.83,625.7,608.63,732.51,828.02,1232.66,1570.79,949.5,770.15,828.01,588.02,365.74
201811,20181101,1111070000,숭인1동,268.79,216.73,166.52,127.29,239.79,542.28,1252.97,2965.22,2857.52,1902.56,1480.36,1468.58,1519.96,1523.53,1612.5,1705.67,1736.56,2345.87,2683.03,1561.27,1397.31,1339.72,1035.35,684.8
201811,20181101,1111071000,숭인2동,1113.97,847.88,578.71,535.73,1099.01,2129.86,5102.64,11446.85,11369.22,7459.69,6319.73,5877.74,5985.22,6166.82,6373.41,6786.62,6701.32,8035.11,10087.46,5880.96,4598.9,4499.28,3680.17,2363.1
201811,20181101,1135056000,월계1동,1009.36,688.15,465.59,420.63,613.83,1416.74,2897.39,6482.74,6109.4,4600.06,3872.18,3934.74,3512.57,3895.37,4429.4,4963.84,6325.19,6216.72,8112.11,6587.76,4232.69,4141.28,3708.69,2007.41
