STD_YM,STD_YMD,HDONG_CD,HDONG_NM,TMST_00,TMST_01,TMST_02,TMST_03,TMST_04,TMST_05,TMST_06,TMST_07,TMST_08,TMST_09,TMST_10,TMST_11,TMST_12,TMST_13,TMST_14,TMST_15,TMST_16,TMST_17,TMST_18,TMST_19,TMST_20,TMST_21,TMST_22,TMST_23
201807,20180701,1111051500,청운효자동,711.8,490.11,439.33,272.06,365.54,400.47,586.33,1154.14,1655.36,1646.75,2141.98,2089.04,2278.67,2285.88,2229.72,2139.01,2215.97,2192.29,1779.71,1509.25,1361.99,1264.79,976.17,667.15
201807,20180701,1111053000,사직동,1727.75,1161.67,973.86,666.9,720.98,1187.17,2252.13,3090.98,5368.25,6936.83,6865.8,7175.33,7753.59,8467.86,7341.5,7058,6920.13,7203.45,5941.39,5088.57,4047.89,3702.79,3049.72,1750.11
201807,20180701,1111054000,삼청동,199.61,139.67,100.84,86.28,70.24,142.22,238.95,441.57,729.81,971.47,1196.09,1154.52,1529.56,1602.46,1372.77,1337.33,1163.89,1264.27,1042.3,784.7,509.43,463.88,285.03,166.62
201807,20180701,1111055000,부암동,1183.42,902.62,560.86,429.58,469.43,676.39,914.21,1378.59,2194.32,2654.45,3579.91,3905.27,3872.86,4234.03,4106.69,4143.59,3922.62,4074.33,3061.27,2845.83,2556.77,2579.11,1803.62,1202.36
201807,20180701,1111056000,평창동,3098.47,2457.06,1638.01,1532.6,1544.73,1872.04,2498.53,3465.04,4282.9,6328.97,6942.35,7809.24,7434.82,8290.5,8111.32,8038.99,7522.4,7749.6,6223.83,5844.14,5612.73,5481.13,4102.27,3084.56
201807,20180701,1111057000,무악동,261.77,211.52,125.25,87.9,121.25,160.02,236.1,342.79,515.06,783.2,921.1,736.78,812.71,885.78,895.93,957.37,923.18,848.45,929.66,780.16,706.91,592.42,573.54,294.18
201807,20180701,1111058000,교남동,514.84,349.02,226.43,194.11,235.64,322.51,508.5,612.28,974.9,1393.15,1451.25,1350.77,1514.7,1599.13,1518.14,1681.14,1679.04,1613.65,1320.37,1238.71,1074.71,941.8,792.74,507.54
201807,20180701,1111060000,가회동,204.69,149.05,119.8,70.38,63.21,104.95,156.98,292.34,495.96,696.33,739.54,772.92,832.98,908.65,865.93,868.08,800.19,748.37,675.52,520.94,422.14,348.19,286.18,167.32
201807,20180701,1111061500,종로1.2.3.4가동,4128.36,2840.01,1945.24,1471.44,1501.41,2767.21,5111.1,7299.82,12006.27,15542.31,16625.22,18566.64,20887.41,22568.17,22528.26,20121.81,20239.41,18909.4,15453.83,12177.17,10906.32,8886.98,6992.31,3860.61
201807,20180701,1111063000,종로5.6가동,1452.1,900.53,640.68,453.56,466.22,926.88,1570.76,2201.26,3165.46,4792.13,4624.27,4945.11,5551.9,5559.68,5117.56,5283.49,5900.72,5597.8,4727.15,4013.44,4020.97,3787.46,2840.08,1705.5
