STD_YM,STD_YMD,HDONG_CD,HDONG_NM,TMST_00,TMST_01,TMST_02,TMST_03,TMST_04,TMST_05,TMST_06,TMST_07,TMST_08,TMST_09,TMST_10,TMST_11,TMST_12,TMST_13,TMST_14,TMST_15,TMST_16,TMST_17,TMST_18,TMST_19,TMST_20,TMST_21,TMST_22,TMST_23
201901,20190101,1111051500,청운효자동,867.3,677.92,360.91,317.92,344.04,603.08,1582.99,2769.23,1582.32,1453,1974.62,2376.27,2827.01,3134.99,2985.78,3128.02,2513.02,2144.14,1572.13,1329.92,1313.58,1014.46,846.5,456.24
201901,20190101,1111053000,사직동,2217.09,1423.79,691.42,646.25,658.4,1711.51,2093.88,2796.24,4079.48,4085.71,5477.39,6286.35,6934.69,7179.23,7010.82,6926.09,6430.44,6190.77,4634.49,3739.8,3412.88,2609.56,1825.65,1033.03
201901,20190101,1111054000,삼청동,898.69,466.14,303.73,271.46,238.4,369.71,743.55,1237.75,1071.6,1299.49,1596.08,2039.66,2586.02,2635.47,2721.57,2349.94,2185.42,1792.25,1297.16,1216.62,984.96,910.33,716.6,492.95
201901,20190101,1111055000,부암동,1795.36,1435.86,698.6,482.58,425.16,779.1,1082.1,1890.31,1750.93,1859.73,3191.44,3733.18,3831.36,3826.27,4010.35,3997.89,3918.67,3442.66,2768.24,2525.36,2321.8,1940.94,1328.36,660.78
201901,20190101,1111056000,평창동,4442.23,3829.66,1997.21,1511.2,1659.34,2812.84,4430.26,4684.02,5388.11,5973.99,8778.58,10178.2,10356.74,9395.67,10314.88,9516.75,8583.54,7596.81,6329.07,6350.2,5915.82,5017.76,3494.64,2267.5
201901,20190101,1111057000,무악동,618.61,374.1,209.4,135.67,128.3,421.87,538.75,579.32,592.69,498.27,832.99,816.44,987.52,977.1,957.66,965.05,899.15,889.24,946.96,815.65,680.31,600.94,419.2,307.93
201901,20190101,1111058000,교남동,1017.23,587.91,341.12,226.79,262.34,367.77,572.79,875.52,882.06,935.55,1210.53,1382.63,1476.46,1492.8,1623.99,1579.19,1529.41,1518.49,1294.1,1116.34,1022.12,927.65,603.66,381.12
201901,20190101,1111060000,가회동,488.62,245.01,162.99,123.7,143.55,167.07,378.79,575.82,539.18,747.82,947.96,1102.98,1349.36,1395.37,1337.8,1221.76,1074.65,936.63,698.85,596.43,534.09,505.13,404.99,232
201901,20190101,1111061500,종로1.2.3.4가동,7031.64,3656.99,2474.26,1660.26,1537.23,3634.2,4310.1,5699.18,8797.5,10775.14,15256.36,19026.45,23760.24,25317.12,25196.06,23807.45,21669.82,19123.93,14364.96,11518.1,9453.74,7588.45,5757.04,2787.23
201901,20190101,1111063000,종로5.6가동,2759.15,1577.44,997.69,639.61,520.69,1299.57,1408.7,1695.45,2277.82,2803.07,3525.77,4974.52,6122.5,6515.08,6765.96,6329.92,6454.06,5450.12,4177.31,3769.89,3123.44,2771.83,2053.04,1223.07
201901,20190101,1111064000,이화동,1410.66,787.56,445.23,279.72,337.38,851.17,1152.57,1191.92,1408.23,2201.61,2595.31,3570.8,4390.05,5112.15,4451.22,4433.9,4782.08,3887.14,2932.49,2327.98,2491.43,1911.9,1262.23,767.2
201901,20190101,1111065000,혜화동,2252.76,1369.37,727.54,471.06,574.54,932.25,1119.05,1615.52,1545.3,1971.57,2746.25,3453.5,4151.71,4670.13,4194.78,4266.64,4380.27,3895.94,3105.49,2434,2484.54,2186.82,1680.19,1068.52
201901,20190101,1111067000,창신1동,1557.7,870.75,461.48,328.75,316.96,549.51,591.84,749.43,1061.13,1228.82,1635.65,2245.36,2427.47,2866.79,2673.28,3258.76,2488.32,2321.72,1892.89,1417.23,1400.53,1269.55,843.03,614.04
201901,20190101,1111068000,창신2동,509.22,218.51,131.22,90.15,83.1,206.03,246.43,332.13,325.6,347.05,429.75,658.16,632.78,698.82,717.76,935.06,716.96,753.28,659.93,473.01,539.96,420.06,325.98,229.05
201901,20190101,1111069000,창신3동,386.65,207.75,120.3,91.22,87.26,168.98,255.89,318.37,262.11,296.66,286.31,364.38,447.32,499.64,492.32,524.04,575.01,551.53,495.13,476.86,408.85,422.74,295.9,200.73
201901,20190101,1111070000,숭인1동,632.79,333.78,198.75,142.04,135.5,253.5,270.53,343,425.44,545.35,597.44,950.02,949.19,1180.26,1058.16,1134.71,1155.04,1015.07,893,665.73,610.99,664.36,423.18,268.87
201901,20190101,1111071000,숭인2동,2261.9,1283.33,733.73,589.23,571.87,1079.37,1103.98,1363.15,1775.92,2287.33,2745.87,3986.4,4051.54,4847.99,4477.44,4569.8,4290.8,3905.91,3072.37,2643.01,2261.64,2337.87,1586.8,1021.03
201901,20190101,1135056000,월계1동,1906.72,1509.45,724.71,543.13,487.33,876.53,811.53,1186.67,1428.37,1469.64,1969.57,2914.57,2955.59,3048.61,3317.91,3768.14,3737.87,3789.56,3294.96,2910.91,2775.45,2319.8,1749.31,990.45
201901,20190101,1135057000,월계2동,1439.58,1459.66,741.17,605.34,486.23,625.64,671.47,1127.97,1208.29,1494.48,1741.47,2299.8,2399.34,2546.89,2587.54,2675.8,2718.47,2538.53,2548.83,2242.87,2088.51,1718.26,1453.01,932.76
201901,20190101,1135058000,월계3동,1779.68,3049.44,1127.57,940.21,937.9,1247.06,1200.53,1668.39,2388.73,3153.29,4103.52,6369.7,5675.82,5736.38,6105.37,6863.58,6259.37,5857.28,5093.66,4925.66,4311.36,3685.35,2810.3,1581.04
201901,20190101,1135059500,공릉1동,4912.31,4046.7,2088.72,1558.16,1496.3,2280.38,2129.13,2506.76,3623.83,4408.02,5427.77,7822.86,7565.54,7648.48,8306.95,9197.96,8844.1,9341.44,8211.26,7432.9,6382.97,5615.29,4251.49,2785.23
201901,20190101,1135060000,공릉2동,5011.66,3285.13,1951.66,1521.94,1456.72,2189.64,2471.78,3308.56,4215.66,4802.91,6159.12,8027.2,8402.88,8355.73,8439.73,9508.65,9586.07,8864.55,8161.7,6859.15,6509.57,5254.24,4136.9,2713.59
