STD_YM,STD_YMD,HDONG_CD,HDONG_NM,TMST_00,TMST_01,TMST_02,TMST_03,TMST_04,TMST_05,TMST_06,TMST_07,TMST_08,TMST_09,TMST_10,TMST_11,TMST_12,TMST_13,TMST_14,TMST_15,TMST_16,TMST_17,TMST_18,TMST_19,TMST_20,TMST_21,TMST_22,TMST_23
201809,20180901,1111051500,청운효자동,743.45,513.6,431.77,300.19,435.57,615.66,1199.31,1756.43,2420.22,2887.11,3364.9,4199.01,3954,4190.37,3689.69,3624.06,3456.54,3352.89,2771.16,2308.64,1837.02,1319.85,1093.69,1273.69
201809,20180901,1111053000,사직동,2192.23,1435.22,1057.69,849.73,1173.5,2820.7,4388.79,5868.25,9206.88,10400.97,11006.17,13444.84,13342.94,13254.57,12718.92,12709.14,13559.77,12484.05,9836.7,7846.88,5734.4,4284.17,3931.38,3184.87
201809,20180901,1111054000,삼청동,265.92,152.71,116.2,92.62,130.12,321.16,542.01,896.81,1781.41,1971.58,2154.14,2433.49,2397.57,2625.37,2660.17,2494.97,2602.8,2322.84,1646.81,1241.15,784.09,579.23,436.29,371.71
201809,20180901,1111055000,부암동,1508.41,952.3,714.95,655.99,864.3,1690.62,2087.51,2945.89,3915.73,4606.83,5363.52,5916.22,5999.75,5822.15,5916.32,5616.95,7225.82,7158.6,6474.98,4716.7,3068.81,2744.64,2073.26,2698.97
201809,20180901,1111056000,평창동,3169.48,2201.66,1604.25,1478.79,1927.57,3252.37,4387.75,6054.47,7798.37,9358.61,11087.93,11067,11153,11117.54,11019.81,10965.89,13063.4,12845.18,12917.55,8770.16,6395.45,5315.3,4615.72,5454.29
201809,20180901,1111057000,무악동,323.88,267.86,155.87,129.04,173.03,482.78,479.45,766.63,984.95,1334.08,1334.89,1296.66,1289.7,1217.1,1361.22,1297.11,1231.27,1454.98,1219.43,967.77,965.41,797.5,515.18,678.54
201809,20180901,1111058000,교남동,593,373.33,322.04,227.05,404.03,621.55,783.12,1171.86,1735.47,1956.92,2002.25,2226.34,2203.16,2195.51,2216.73,2186.36,2168.46,2199.24,1865.49,1645.82,1440.85,1081.54,728.18,890.8
201809,20180901,1111060000,가회동,219.85,183.84,140.92,99.44,126.78,246.41,418.32,598.3,1101.89,1495.12,1443.55,1563.63,1573.91,1761.25,1588.65,1746.94,1672.34,1403.32,1037.07,744.28,594.47,489.91,355.26,354.35
201809,20180901,1111061500,종로1.2.3.4가동,4638.74,3182.72,2633.77,2046.73,2883.12,7392.9,11302.76,15830.4,26067.64,30482.17,33826.15,39153.64,42265.91,43582.98,42766.14,39962.05,41031.61,37945.12,29248.25,21812.25,16040.61,12170.78,10351.28,8021.33
201809,20180901,1111063000,종로5.6가동,2044.76,1281.29,1096.38,856,1269.19,2618.55,4377.53,6453.5,9389.08,10228.83,11866.87,13412.75,13324.08,13647.36,13682.97,12557.01,12833.86,12814.08,8486.76,6662.36,5367.03,4620,4217.87,3826.44
201809,20180901,1111064000,이화동,1095.39,601.84,501.08,432.72,635.03,1751.38,2341.09,3278.96,4460.32,4856.93,5308.56,6586.7,7037.54,7754.5,8172.69,6651.71,6974.44,6801.23,5819.45,3771.65,3535.46,3227.78,3123.01,1962.67
201809,20180901,1111065000,혜화동,1428.61,1060.63,667.35,576.5,934.59,1850.59,2137.36,2803.51,4346.35,4759.99,5318.53,6014.61,6824.79,7615.64,7252,6329.05,7168.71,6515.28,6430.13,4394.74,3494.44,2770.19,2801.47,2224.78
201809,20180901,1111067000,창신1동,1167.01,814.59,588.07,498.12,631.44,1211.6,1719.3,2790.53,3854.86,3728.82,4482.04,4771.18,4448.89,5300.19,4490.09,4315.37,4236.87,4300.46,3419.73,2572.18,2171.74,1802.23,1574.07,1607.8
