STD_YM,STD_YMD,HDONG_CD,HDONG_NM,TMST_00,TMST_01,TMST_02,TMST_03,TMST_04,TMST_05,TMST_06,TMST_07,TMST_08,TMST_09,TMST_10,TMST_11,TMST_12,TMST_13,TMST_14,TMST_15,TMST_16,TMST_17,TMST_18,TMST_19,TMST_20,TMST_21,TMST_22,TMST_23
201902,20190201,1111051500,청운효자동,523.22,362.1,252.01,198,459.75,830.39,1833.28,4122.71,3767.64,3375.1,3635.77,2937.06,2628.88,2917.63,2860.07,3005.19,1986.91,3198.88,3062.83,2217.6,1856.17,1698.8,1276.04,903.06
201902,20190201,1111053000,사직동,1474.27,1058.42,682.24,476.22,1234.41,2923.4,7456.64,18717.6,23873.49,14045.82,10416.88,10372.47,9996.47,10339.5,9959.39,10841.39,7157.02,13285.65,11650.54,7748.9,5933.36,5274.21,3710.97,2566.17
201902,20190201,1111054000,삼청동,462.94,308.35,261.06,243.94,398.22,692.51,1296.2,2854.55,3745.28,2264.35,1870.51,2185.99,1860.43,2119.71,2067.55,2047.04,1521.83,2587.08,2328.27,1511.91,1262.58,1142.4,1017.03,688.71
201902,20190201,1111055000,부암동,819.95,550.48,377.04,304.98,554.72,1037.28,2466.61,3919.6,4402.12,3278.09,3666.87,3791.73,3823.89,3795.1,4622.99,4755.1,3636.87,6274.19,6019.35,4577.81,2935.87,2946.69,2269.7,1403.21
201902,20190201,1111056000,평창동,2330.48,1577.49,1104.43,1123.07,1598.57,2660.69,4890.72,6875.71,6923.25,6539.37,7149.64,7688.24,7455.87,7984.65,8783.69,8875.84,6773.14,10990.28,11456.08,9333.23,5918.95,5494.38,4923.18,3398.5
201902,20190201,1111057000,무악동,307.94,221.49,126.19,89.96,249.55,349.8,925.02,2126.91,1745.67,1431.9,1314.88,1078.48,1219.21,1234.16,1430.51,1350.25,1166.85,1803.08,1625.2,1584.71,1230.2,1050.22,888.04,518.64
201902,20190201,1111058000,교남동,442.57,308.99,196.44,152.68,443.66,683.86,1610.24,3464.3,3365.58,2413.17,1924.1,1914.9,2075.63,2049.61,2084.94,2191.01,1699.97,2846.52,2416.7,2132.39,1304.15,1302.67,1140.92,728.64
201902,20190201,1111060000,가회동,251.24,151.8,90.87,104.15,193.79,494.44,1537.88,2868.99,2587.17,1692.27,1478.63,1504.52,1501.58,1408.74,1392.61,1236.86,965.9,1474.13,1297.69,940.53,764.76,668.06,574.41,305.76
201902,20190201,1111061500,종로1.2.3.4가동,3271.48,2772.3,2154.1,1444.37,3695.9,7730.8,19368.1,53691.17,69265.21,41450.38,33433.88,39868.17,37021.92,36261.88,35223.96,36380.86,26138.57,46124.42,40080.51,23183.54,16263.59,15091.57,11327.21,7292
201902,20190201,1111063000,종로5.6가동,1152.44,815.12,664.76,509.62,974.33,2477.71,5531.37,13041.81,18068.99,11312.76,9885.42,11161.97,11175.94,11827.5,11428.69,11305.55,8685.99,11347.72,11258.81,7031.51,5207.41,5550.2,4965.74,2618.67
