STD_YM,STD_YMD,HDONG_CD,HDONG_NM,TMST_00,TMST_01,TMST_02,TMST_03,TMST_04,TMST_05,TMST_06,TMST_07,TMST_08,TMST_09,TMST_10,TMST_11,TMST_12,TMST_13,TMST_14,TMST_15,TMST_16,TMST_17,TMST_18,TMST_19,TMST_20,TMST_21,TMST_22,TMST_23
201810,20181001,1111051500,청운효자동,430.53,280.3,280.35,243.22,526.51,1083.03,2730.2,5670.23,4661.99,3276.97,3244.96,3604.97,2983.93,3133.37,3019.99,3014.11,3266.59,3340.04,3347,2424.26,2204.35,1922.81,1418.68,966.33
201810,20181001,1111053000,사직동,1085.56,736.21,552.57,593.45,1560.14,4225.25,10550.13,28622.05,27701.02,14149.34,10928.92,12104.47,11646.18,11118.68,9965.07,11360.98,11201.76,13992.29,14403.37,9190.74,7614.42,6103.18,4462.91,2832.54
201810,20181001,1111054000,삼청동,97.62,76.94,53,59.02,151.2,532.79,1478.51,3830.47,3392.53,2010.47,1659.61,2079.94,1757.77,1680.59,1479.52,1681.87,1688.78,1976.48,1780,1321.03,852.85,879.86,620.12,319.7
201810,20181001,1111055000,부암동,626.19,420.07,282.32,266.9,784.27,1827.86,4013.68,6358.14,6278.52,4702.99,4449.98,4371.04,3816.16,3481.55,4046.6,4497.17,4977.19,5504.27,5117.15,3885.28,2988.12,3034.89,2280.74,1420.2
201810,20181001,1111056000,평창동,1877.61,1433.13,1143.15,993.64,1721.4,3564.83,6505.13,10034.87,9947.78,7910.57,7024.14,7498.4,7157.87,6787.11,7373.13,8063.26,8613.58,9310.54,7725.94,7060.1,5605.04,5879.46,4904.07,3252.42
201810,20181001,1111057000,무악동,140.63,74.78,67.31,47.08,194.99,486.55,1255.62,2202.33,2027.3,1296.78,1139.74,945.94,948.13,1073.93,1130.73,1068.64,1397.92,1470.05,1842.99,1290.15,1193.97,1087.37,863.24,447.05
201810,20181001,1111058000,교남동,237.95,156.33,117.4,119.56,493.06,925.52,2087.27,3962.13,3408.68,2349.67,1859.62,1991.62,1943.58,1977.55,1994.86,1921.02,2045.63,2305.76,2729.57,1698.86,1535.95,1500.81,1091.41,625.82
201810,20181001,1111060000,가회동,93.3,77.07,56.47,72.8,214.51,455.39,1730.93,3985.51,2777.57,1685.55,1376.76,1562.66,1531.1,1272.51,1389.89,1283.47,1188.59,1274.55,1429.49,721.16,619.97,617.65,481.74,256.95
201810,20181001,1111061500,종로1.2.3.4가동,2035.95,1345.47,1021.6,1045.46,3661.76,9303.4,25538.58,66721.13,76752.84,43840.3,35006.9,43671.92,40399.07,35982.23,33907.33,34911.66,33862.01,39191.02,44190.95,24379.59,17805.97,16328.97,11152.97,5961.56
201810,20181001,1111063000,종로5.6가동,866.42,553.37,448.78,432.11,1169.1,3205.98,8072.71,18931.98,20084.58,13833.68,12088.08,11911.85,12339.52,13374.23,12784.61,12817.7,12278.61,12772.16,14418.32,8914.21,7106.18,6194.81,4741.96,2894.17
201810,20181001,1111064000,이화동,489.61,291.88,212.51,216.01,661.54,1768.91,5181.02,10970.57,12111.71,7272.51,5627.99,5288.99,5487.36,5607.67,5180.28,5149.04,5864.57,5975.06,9924.45,4888.44,3784,3940.87,2735.06,1373.57
201810,20181001,1111065000,혜화동,702.63,447.67,359.77,374.8,1406.79,1991.07,5022.51,9675.47,9048.52,6354.31,5060.19,5295.73,5000.01,4954.69,4938.26,5465.75,6497.49,6833.78,9128.77,5099.47,3814.07,4382.26,3332.07,1735.49
201810,20181001,1111067000,창신1동,630.4,443.85,315.32,331.79,626.92,1440.75,3391.63,6468.49,6656.73,4703.56,3852.03,3741.1,3815.94,3976.51,3821.28,3654.76,3819.52,4236.63,4764.57,3505.86,3182.65,2854,2414.07,1796.49
201810,20181001,1111068000,창신2동,142.94,94.75,78.52,70.75,147.13,373.4,839.82,1946.13,1898.21,1237.67,974.82,907.61,954.99,988.35,965.83,985.39,1096.6,1303.52,1403.54,967.9,902.72,778,543.81,345.44
201810,20181001,1111069000,창신3동,123.77,84.35,68.43,90.24,111.4,169.23,459.81,1501.29,1095.89,646.73,535.5,581.05,561.82,594.16,524.67,675.73,727.77,1067.5,1152.72,711.62,823.03,817.56,487.21,303.74
201810,20181001,1111070000,숭인1동,199.35,169.54,116.51,126.02,280.57,561.82,1476.27,3242.6,2974.73,1873.75,1580.19,1494.97,1591.27,1583.16,1576.17,1760.55,1828.23,2268.64,2441.66,1637.74,1455.87,1525.52,1041.74,642.18
201810,20181001,1111071000,숭인2동,651.23,492.4,348.71,321.85,925.6,1845.69,5086.94,11511.59,10409.22,6857.29,5808.9,5510.67,5651.27,5863.16,5968.88,6211.41,6724.81,7332.57,8136.19,5514.21,4548.78,4719.4,3432.32,2084.1
201810,20181001,1135056000,월계1동,682.52,454.64,328.08,297.3,616.51,1524.74,3137.19,5754.43,5586.53,4269.01,3935.27,4221.42,3466.99,3809.65,3950.02,4750.66,5508.11,5778.19,8381.24,5094.54,4047.41,3796.98,3382.66,1756.11
201810,20181001,1135057000,월계2동,687.03,472.04,337.1,404.04,518.4,1253.34,2392.89,5282.24,4104.89,3610.92,2748.21,2747.41,2857.12,2989.3,3286.39,3466.56,3919.16,4118.4,4636.74,3889.64,3310.65,2648.29,2234.33,1450.47
201810,20181001,1135058000,월계3동,974.37,700.65,583.34,521.89,918.88,2596.2,4463.93,7054.58,6280.25,5561.86,5477.3,4949.92,4482.68,5196.42,6245.69,6533.75,7104.05,6885,8481.84,6342.92,5323.26,4538.36,3844.95,2309.86
201810,20181001,1135059500,공릉1동,2148.61,1487,1231.96,1098.29,1672.08,4611.9,8835.72,16561.07,13168.7,10796.18,10195.82,9207.2,9440.33,9818.27,10842.15,11572.66,13781.41,14874.68,17834.59,12453.82,10665.67,9236.98,7404.04,4517.06
201810,20181001,1135060000,공릉2동,2368.42,1700.69,1312.69,1258.17,1880.43,3714.1,7826.79,14329.05,12936.35,10970.43,9685.54,10722.69,10705.19,10625.86,11588.33,11064.22,12580.5,13524.89,12663.33,10199.08,8346.05,7671.06,6018.18,4026.9
201810,20181001,1135061100,하계1동,802.47,418.59,335.02,387.09,666.37,1763.88,3180.29,7420.07,6146.38,4928.55,4766.87,4513.69,5313.64,5606.09,5464.83,5900.39,6462.57,6901.1,7026.16,5761.31,4438.13,4294.7,3000.28,1877.24
201810,20181001,1135061200,하계2동,645.17,388.03,300.89,275.46,523.94,1525.87,2717.12,5208.71,4131.92,3375.72,2914.05,2807.51,3005.59,3105.38,3590.9,3850.01,4538.96,5262.03,5780,4579.25,3533.71,3319.14,2642.28,1497.4
201810,20181001,1135061900,중계본동,418.57,217.82,159.15,173.73,259.84,400.25,823.73,2237.29,1570.77,1409.29,1322.47,1396.02,1528.52,1679.26,1757.26,2083.73,2195.03,2601.44,2189.35,2249.04,1789.81,1788.76,1290.63,850.97
201810,20181001,1135062100,중계1동,582.27,416.31,364.4,279.75,468,667.63,1186.1,2972.91,2214.31,1973.75,1833.66,1991.25,2385.03,2354.83,2506.31,2993.1,3536.3,4255.06,3757.64,3394.79,2739.27,2733.03,1945.65,1292.84
201810,20181001,1135062400,중계4동,457.35,315.85,232.48,240.85,335.64,630.01,1286,3004.97,2373.99,1949.3,1800.27,1909.63,2055.17,1940.88,2133.13,2468.81,2738.3,2928.34,3356.59,2923.44,2153.8,2128.49,1693.24,1084.84
201810,20181001,1135062500,중계2.3동,670.31,422.38,319.18,274.27,601.13,1686.8,3381.66,8347.25,6043.67,5106.24,4356.88,4513.93,4557.5,4309.1,4749.09,5654.79,6729.16,6890.14,8198.85,6799.12,4880.9,4986.68,3621.37,1949.63
201810,20181001,1135063000,상계1동,1419.63,943.38,740.57,754.05,1113.69,2785.09,4511.09,8401.34,7854.12,6097.41,5633.42,5646.61,5573.76,6014.79,6157.64,7626.01,8577.25,9414.41,10523.98,8793.15,5897.09,5298.63,4400.78,2744.89
201810,20181001,1135064000,상계2동,807.42,551.21,427.41,431.72,810.21,1781.8,3326.29,7207.32,6875.58,5833.38,5327.01,4901.29,4866.2,5455.95,5529.56,6059.56,7144.31,8636.67,9525.56,7066.37,5169.76,4636.24,3416.12,2222.18
