Date,pm10,pm25,COUNT_T
20180507,96.467,43.4,101.0
20180510,67.648,31.915,244.0
20180511,110.924,71.296,192.0
20180512,39.515,24.293,56.0
20180513,20.664,12.441,130.0
20180514,92.687,65.11,313.0
20180515,87.309,61.238,273.0
20180516,41.908,27.438,228.0
20180517,18.19,7.539,185.0
20180518,10.677,3.328,107.0
20180519,13.697,3.496,91.0
20180520,12.393,3.888,104.0
20180521,18.824,7.008,148.0
20180522,42.908,26.241,94.0
20180523,43.95,10.701,318.0
20180524,76.509,19.493,377.0
20180525,76.671,30.683,235.0
20180526,72.662,34.725,119.0
20180527,72.513,32.594,116.0
20180528,51.701,25.232,177.0
20180530,51.779,32.222,269.0
20180531,46.187,24.801,204.0
20180602,39.273,20.072,68.0
20180603,28.681,15.632,70.0
20180604,36.314,20.444,120.0
20180605,38.806,23.006,139.0
20180606,44.692,27.846,68.0
20180607,55.372,36.383,180.0
20180608,35.614,21.092,117.0
20180609,39.931,24.751,52.0
20180610,8.721,3.281,77.0
20180611,11.414,3.123,113.0
20180612,19.321,8.281,111.0
20180613,34.865,20.398,57.0
20180614,38.276,24.692,89.0
20180615,19.319,7.676,118.0
20180616,26.47,12.3,62.0
20180617,56.503,35.2,105.0
20180618,46.738,28.704,104.0
20180619,41.812,25.763,92.0
20180620,46.71,30.923,81.0
20180621,41.662,23.908,103.0
20180622,41.898,24.16,60.0
20180623,45.833,23.959,64.0
20180624,74.907,46.586,132.0
20180625,62.415,36.96,116.0
20180626,52.503,35.103,116.0
20180627,40.115,25.927,76.0
20180628,35.145,21.734,146.0
20180629,51.606,32.258,38.0
20180630,55.231,37.922,9.0
20180701,19.618,8.479,26.0
20180702,12.81,3.949,86.0
20180703,19.747,7.404,53.0
20180704,34.188,17.082,63.0
20180705,29.341,15.038,53.0
20180706,7.762,3.095,180.0
20180707,12.504,4.536,36.0
20180708,23.772,9.774,56.0
20180709,15.275,6.237,59.0
20180710,23.337,10.421,62.0
20180711,41.19,23.178,78.0
20180712,41.204,21.01,92.0
20180713,28.383,13.95,27.0
20180714,27.232,12.403,21.0
20180715,28.057,14.773,51.0
20180716,26.053,14.128,30.0
20180717,26.102,15.442,80.0
20180718,32.837,21.728,114.0
20180719,28.268,16.684,83.0
20180720,36.661,21.093,69.0
20180721,30.032,17.195,80.0
20180722,29.91,14.478,26.0
20180723,35.238,16.913,50.0
20180724,39.086,21.789,53.0
20180725,41.424,21.403,56.0
20180726,48.249,27.684,93.0
20180727,42.016,24.701,51.0
20180728,39.185,23.392,17.0
20180729,23.182,12.0,20.0
20180730,15.432,6.332,51.0
20180731,24.423,12.901,72.0
20180801,32.34,17.461,22.0
20180802,42.372,25.058,33.0
20180803,44.626,30.285,84.0
20180804,34.368,18.58,20.0
20180805,42.602,25.227,23.0
20180806,35.224,21.261,57.0
20180807,18.093,9.359,122.0
20180808,29.375,17.625,49.0
20180809,22.694,14.861,59.0
20180810,19.055,10.61,16.0
20180811,15.605,6.029,16.0
20180812,21.308,10.66,14.0
20180813,35.327,21.86,27.0
20180814,36.082,23.078,14.0
20180815,30.362,19.512,10.0
20180816,29.063,14.483,36.0
20180817,31.804,14.733,20.0
20180818,33.214,12.152,13.0
20180819,35.23,18.353,14.0
20180820,46.406,25.288,36.0
20180821,34.643,14.891,75.0
20180822,37.049,18.068,37.0
20180823,24.867,9.607,11.0
20180824,14.983,4.911,16.0
20180825,33.087,13.71,15.0
20180826,23.143,10.532,18.0
20180827,12.117,4.596,49.0
20180828,16.215,3.524,49.0
20180829,22.177,8.309,17.0
20180830,23.311,10.499,55.0
20180831,24.437,13.411,59.0
20180901,22.084,8.514,18.0
20180902,18.759,4.814,43.0
20180903,19.39,7.347,60.0
20180904,27.427,12.71,44.0
20180905,32.569,9.602,59.0
20180906,43.22,20.625,60.0
20180907,35.493,17.787,39.0
20180908,32.233,11.626,12.0
20180909,31.497,14.101,38.0
20180910,24.165,10.762,41.0
20180911,18.325,6.139,49.0
20180912,20.866,6.134,52.0
20180913,25.642,11.073,67.0
20180914,26.397,10.098,19.0
20180915,10.0,1.0,14.0
20180917,29.477,11.387,54.0
20181010,28.429,10.286,76.0
20181011,24.154,11.516,97.0
20181012,29.066,15.488,73.0
20181013,37.91,26.117,15.0
20181014,54.108,38.583,70.0
20181015,83.431,50.722,454.0
20181016,82.48,48.207,400.0
20181017,45.991,24.818,243.0
20181018,22.519,12.28,123.0
20181019,23.781,13.115,85.0
20181020,45.674,25.986,71.0
20181021,41.922,27.359,120.0
20181022,70.958,48.865,201.0
20181023,66.21,45.91,275.0
20181024,56.038,27.478,231.0
20181025,39.592,22.033,115.0
20181026,40.032,26.251,79.0
20181027,32.572,8.134,30.0
20181028,18.551,11.092,71.0
20181029,26.772,13.653,85.0
20181030,27.18,15.183,154.0
20181031,25.038,16.667,62.0
20181101,35.804,22.842,108.0
20181102,40.594,26.563,90.0
20181103,47.344,33.04,96.0
20181104,48.264,35.253,229.0
20181105,60.109,41.926,390.0
20181106,111.347,80.353,613.0
20181107,60.824,45.822,588.0
20181108,13.562,9.07,435.0
20181109,52.614,28.822,372.0
20181110,100.963,68.714,247.0
20181111,82.692,56.983,351.0
20181112,36.314,20.424,371.0
20181113,48.988,30.695,458.0
20181114,38.944,27.887,341.0
20181115,58.96,44.64,283.0
20181116,68.297,51.231,379.0
20181117,40.139,25.643,120.0
20181118,43.699,28.865,173.0
20181119,56.656,34.907,311.0
20181120,46.161,19.458,288.0
20181121,40.308,22.452,174.0
20181122,24.897,14.108,26.0
20181123,28.381,16.806,106.0
20181124,25.056,17.567,73.0
20181125,57.428,45.342,230.0
20181126,74.926,53.221,442.0
20181127,122.194,65.461,500.0
20181128,113.612,20.152,520.0
20181129,87.618,29.141,403.0
20181130,63.188,25.019,366.0
20181201,44.038,26.288,170.0
20181202,54.85,32.067,163.0
20181203,41.676,24.936,245.0
20181204,36.549,22.383,206.0
20181205,32.208,14.817,187.0
20181206,39.563,19.79,88.0
20181207,21.978,9.322,79.0
20181208,26.757,10.55,40.0
20181209,29.823,14.96,63.0
20181210,34.713,21.097,122.0
20181211,45.399,29.825,166.0
20181212,43.654,24.462,224.0
20181213,39.031,25.556,123.0
20181214,37.731,19.474,73.0
20181215,60.518,38.663,98.0
20181216,49.756,33.217,216.0
20181217,78.996,49.524,482.0
20181218,53.898,30.772,363.0
20181219,51.203,31.272,369.0
20181220,67.314,45.037,422.0
20181221,71.658,46.462,395.0
20181222,105.817,74.89,340.0
20181223,64.371,40.278,242.0
20181224,28.086,16.71,166.0
20181225,33.799,21.681,155.0
20181226,49.708,28.532,210.0
20181227,31.055,12.451,112.0
20181228,35.702,14.483,135.0
20181229,34.394,11.679,91.0
20181230,34.254,18.626,71.0
20181231,49.517,32.739,93.0
20190101,37.985,26.271,88.0
20190102,34.051,23.542,188.0
20190103,42.964,27.94,240.0
20190104,50.918,37.079,373.0
20190105,98.578,71.273,267.0
20190106,49.101,24.469,224.0
20190107,53.047,36.062,436.0
20190108,33.051,17.103,264.0
20190110,51.783,31.267,308.0
20190111,60.569,42.093,295.0
20190112,107.158,80.626,364.0
20190113,158.078,115.381,617.0
20190114,344.96,263.587,617.0
20190115,177.484,118.09,502.0
20190116,47.501,16.938,357.0
20190117,37.495,21.355,292.0
20190118,45.289,27.961,439.0
20190119,78.21,54.939,420.0
20190120,60.219,32.694,384.0
20190121,51.674,27.146,369.0
20190122,70.23,35.381,417.0
20190125,45.906,24.831,313.0
20190126,39.379,21.347,183.0
20190127,44.624,26.467,218.0
20190128,75.936,29.008,259.0
20190129,66.349,22.742,344.0
20190130,64.156,35.612,297.0
20190131,71.129,27.056,196.0
20190201,45.341,21.016,261.0
20190202,60.284,38.699,182.0
20190203,60.639,45.841,142.0
20190204,97.2,53.478,245.0
20190205,91.148,34.805,199.0
20190206,94.162,35.975,329.0
20190209,52.112,28.553,160.0
20190210,56.199,32.899,201.0
20190211,52.985,34.092,335.0
20190212,63.993,44.56,382.0
20190213,50.628,29.067,317.0
20190214,69.819,37.198,378.0
20190215,59.647,41.551,448.0
20190217,60.06,43.425,240.0
20190218,50.635,32.022,350.0
20190219,64.222,49.031,331.0
20190220,94.612,79.372,410.0
20190221,149.362,122.662,468.0
20190224,81.515,62.414,437.0
20190225,157.099,123.672,395.0
20190226,69.826,36.797,343.0
20190227,79.485,50.388,365.0
20190228,171.418,120.369,402.0
20190301,218.348,156.44,533.0
20190302,210.41,153.962,384.0
20190303,179.58,131.177,523.0
20190304,241.347,173.951,483.0
20190305,275.127,194.122,548.0
20190306,213.966,149.662,519.0
20190307,61.45,47.009,485.0
20190311,70.626,43.365,364.0
20190312,88.845,58.32,358.0
20190313,38.061,12.735,307.0
20190314,38.919,19.266,305.0
20190315,48.733,29.694,334.0
20190316,46.401,32.692,262.0
20190317,34.31,21.616,392.0
20190319,58.518,37.069,363.0
20190320,105.844,75.056,291.0
20190321,29.419,22.836,375.0
20190322,34.15,22.972,304.0
20190323,29.34,19.787,216.0
20190324,26.266,15.522,1.0
20190326,59.187,36.831,333.0
20190327,84.122,55.185,353.0
20190328,90.768,57.072,326.0
20190329,37.89,19.723,277.0
