Date,pm10,pm25,COUNT_T
20180401,56.357,26.858,234.0
20180402,56.213,21.972,371.0
20180403,57.281,16.703,251.0
20180404,18.387,8.759,352.0
20180405,13.181,7.805,293.0
20180406,70.12,18.218,627.0
20180407,39.079,18.347,207.0
20180408,33.785,15.635,199.0
20180409,40.78,26.061,407.0
20180410,43.398,21.313,278.0
20180411,61.044,21.828,357.0
20180412,45.524,16.187,236.0
20180413,33.589,15.394,223.0
20180414,28.124,15.603,95.0
20180416,30.524,18.12,318.0
20180417,48.17,25.568,350.0
20180418,57.221,29.365,436.0
20180419,61.121,30.798,361.0
20180420,84.407,45.422,361.0
20180421,59.331,33.289,159.0
20180422,35.538,18.539,198.0
20180423,15.875,11.31,179.0
20180424,10.042,5.59,259.0
20180425,29.208,20.469,298.0
20180426,37.004,25.606,258.0
20180427,45.439,31.105,165.0
20180428,50.79,31.464,159.0
20180429,52.92,29.865,196.0
20180430,60.493,40.285,358.0
20180501,54.706,36.952,257.0
20180502,51.052,38.109,226.0
20180503,31.652,16.478,210.0
20180504,46.137,19.627,171.0
20180505,48.626,22.108,70.0
20180506,20.404,12.647,38.0
20180507,38.266,20.355,101.0
20180508,25.941,11.95,265.0
20180509,28.451,10.959,209.0
20180510,44.15,23.694,244.0
20180511,61.565,39.778,192.0
20180512,43.577,28.388,56.0
20180513,29.79,20.878,130.0
20180514,80.23,62.43,313.0
20180515,75.539,54.176,273.0
20180516,54.453,37.045,228.0
20180517,35.092,23.035,185.0
20180518,24.814,8.654,107.0
20180519,18.915,8.36,91.0
20180520,20.997,10.984,104.0
20180521,32.291,17.034,148.0
20180522,57.426,32.331,94.0
20180523,66.768,18.431,318.0
20180524,117.667,29.21,377.0
20180525,108.103,39.457,235.0
20180526,96.835,41.274,119.0
20180527,87.119,34.85,116.0
20180528,68.924,32.827,177.0
20180530,66.128,39.075,269.0
20180531,59.578,33.651,204.0
20180602,57.134,31.74,68.0
20180603,49.768,30.973,70.0
20180604,59.717,37.422,120.0
20180605,59.825,39.078,139.0
20180606,60.872,40.994,68.0
20180607,67.433,43.842,180.0
20180608,52.983,33.856,117.0
20180609,68.515,41.83,52.0
20180610,21.189,11.708,77.0
20180611,26.145,11.353,113.0
20180612,33.957,18.594,111.0
20180613,50.938,32.812,57.0
20180614,58.665,37.737,89.0
20180615,38.976,20.155,118.0
20180616,48.939,22.635,62.0
20180617,68.472,42.133,105.0
20180618,71.212,46.664,104.0
20180619,56.89,38.036,92.0
20180620,68.64,50.136,81.0
20180621,65.647,41.434,103.0
20180622,65.934,41.244,60.0
20180623,60.83,36.546,64.0
20180624,83.589,48.152,132.0
20180625,87.578,49.877,116.0
20180626,71.916,46.438,116.0
20180627,52.754,35.088,76.0
20180628,52.039,33.63,146.0
20180629,65.448,41.305,38.0
20180630,93.612,62.448,9.0
20180701,31.377,18.875,26.0
20180702,26.42,15.243,86.0
20180703,33.71,18.984,53.0
20180704,46.018,24.161,63.0
20180705,43.545,30.303,53.0
20180706,17.625,6.745,180.0
20180707,21.962,8.882,36.0
20180708,30.599,14.363,56.0
20180709,24.801,11.875,59.0
20180710,46.297,24.176,62.0
20180711,67.782,36.402,78.0
20180712,58.105,29.818,92.0
20180713,42.926,25.096,27.0
20180714,43.689,26.409,21.0
20180715,46.12,31.436,51.0
20180716,48.21,32.316,30.0
20180717,52.066,36.687,80.0
20180718,64.242,49.309,114.0
20180719,51.057,36.577,83.0
20180720,62.124,42.096,69.0
20180721,68.837,44.249,80.0
20180722,58.026,35.613,26.0
20180723,62.203,38.574,50.0
20180724,71.929,50.308,53.0
20180725,61.349,37.874,56.0
20180726,73.51,45.588,93.0
20180727,88.917,57.577,51.0
20180728,72.695,49.567,17.0
20180729,44.486,30.564,20.0
20180730,25.082,14.66,51.0
20180731,41.467,24.946,72.0
20180801,65.373,40.325,22.0
20180802,63.882,44.481,33.0
20180803,97.299,71.26,84.0
20180804,51.148,34.763,20.0
20180805,52.467,33.357,23.0
20180806,63.143,41.744,57.0
20180807,42.306,27.776,122.0
20180808,61.269,41.501,49.0
20180809,52.568,36.706,59.0
20180810,40.237,26.953,16.0
20180811,31.539,18.835,16.0
20180812,41.216,27.989,14.0
20180813,56.293,41.107,27.0
20180814,54.656,34.87,14.0
20180815,62.908,43.322,10.0
20180816,58.044,24.709,36.0
20180817,51.219,21.377,20.0
20180818,50.878,22.228,13.0
20180819,55.175,30.77,14.0
20180820,67.446,43.369,36.0
20180821,41.842,21.961,75.0
20180822,56.498,32.992,37.0
20180823,29.439,15.026,11.0
20180824,19.235,9.994,16.0
20180825,43.328,20.942,15.0
20180826,39.043,19.699,18.0
20180827,24.859,13.643,49.0
20180828,25.288,15.387,49.0
20180829,32.246,16.337,17.0
20180830,32.373,20.251,55.0
20180831,57.311,29.664,59.0
20180901,48.693,24.348,18.0
20180902,40.362,18.457,43.0
20180903,34.711,18.365,60.0
20180904,35.463,15.509,44.0
20180905,58.94,22.076,59.0
20180906,47.765,25.733,60.0
20180907,65.292,32.013,39.0
20180908,62.403,28.035,12.0
20180909,53.612,25.878,38.0
20180910,19.904,9.432,41.0
