Date,pm10,pm25,COUNT_T
20180401,57.456,29.742,234.0
20180402,57.445,23.917,371.0
20180403,52.295,15.569,251.0
20180404,12.287,6.926,352.0
20180405,7.285,5.044,293.0
20180406,61.056,13.365,627.0
20180407,34.172,16.166,207.0
20180408,18.219,9.54,199.0
20180409,37.508,25.858,407.0
20180410,37.107,17.576,278.0
20180411,55.551,21.599,357.0
20180412,33.481,12.005,236.0
20180413,23.294,9.924,223.0
20180414,19.438,11.01,95.0
20180416,25.649,15.989,318.0
20180417,49.282,26.968,350.0
20180418,53.298,28.093,436.0
20180419,70.514,36.263,361.0
20180420,104.128,57.875,361.0
20180421,71.297,42.859,159.0
20180422,36.182,21.223,198.0
20180423,13.174,6.572,179.0
20180424,10.622,4.036,259.0
20180425,25.806,20.648,298.0
20180426,38.389,28.158,258.0
20180427,55.665,41.314,165.0
20180428,66.063,46.319,159.0
20180429,61.226,38.196,196.0
20180430,113.154,83.035,358.0
20180501,96.546,75.55,257.0
20180502,74.551,59.565,226.0
20180503,27.637,13.69,210.0
20180504,37.876,15.473,171.0
20180505,35.822,19.18,70.0
20180506,15.813,9.676,38.0
20180507,33.805,20.897,101.0
20180508,16.111,7.434,265.0
20180509,23.252,9.742,209.0
20180510,45.62,25.708,244.0
20180511,82.976,54.941,192.0
20180512,38.553,23.554,56.0
20180513,28.885,20.017,130.0
20180514,124.227,93.742,313.0
20180515,80.628,65.815,273.0
20180516,42.328,33.456,228.0
20180517,17.304,11.26,185.0
20180518,10.365,3.39,107.0
20180519,15.228,8.264,91.0
20180520,8.869,5.787,104.0
20180521,19.27,11.56,148.0
20180522,35.853,24.519,94.0
20180523,37.083,13.233,318.0
20180524,57.694,14.344,377.0
20180525,62.511,24.038,235.0
20180526,62.222,29.324,119.0
20180527,57.044,25.117,116.0
20180528,39.928,20.982,177.0
20180530,51.236,31.02,269.0
20180531,39.91,24.342,204.0
20180602,32.786,20.599,68.0
20180603,24.069,17.036,70.0
20180604,27.615,20.238,120.0
20180605,35.385,25.861,139.0
20180606,42.548,33.464,68.0
20180607,48.77,37.785,180.0
20180608,37.111,27.019,117.0
20180609,35.274,25.035,52.0
20180610,11.91,7.465,77.0
20180611,13.858,5.63,113.0
20180612,16.154,10.419,111.0
20180613,27.03,20.526,57.0
20180614,33.219,26.413,89.0
20180615,18.076,11.167,118.0
20180616,22.44,13.88,62.0
20180617,61.858,40.401,105.0
20180618,32.591,24.289,104.0
20180619,30.757,23.253,92.0
20180620,34.777,28.595,81.0
20180621,34.519,26.299,103.0
20180622,38.258,27.231,60.0
20180623,32.933,22.746,64.0
20180624,86.212,56.597,132.0
20180625,47.826,31.95,116.0
20180626,54.723,40.244,116.0
20180627,34.123,26.267,76.0
20180628,28.087,21.407,146.0
20180629,43.047,29.169,38.0
20180630,68.533,51.307,9.0
20180701,14.284,9.766,26.0
20180702,24.748,12.403,86.0
20180703,12.295,8.869,53.0
20180704,18.317,11.59,63.0
20180705,21.285,16.716,53.0
20180706,6.391,3.003,180.0
20180707,7.681,4.061,36.0
20180708,16.835,7.507,56.0
20180709,9.03,5.503,59.0
20180710,19.574,9.417,62.0
20180711,26.015,15.799,78.0
20180712,27.781,16.541,92.0
20180713,25.385,15.773,27.0
20180714,49.71,39.724,21.0
20180715,49.875,38.826,51.0
20180716,25.237,18.87,30.0
20180717,27.413,20.508,80.0
20180718,33.285,27.925,114.0
20180719,31.251,23.924,83.0
20180720,33.828,27.072,69.0
20180721,23.747,18.104,80.0
20180722,22.051,16.534,26.0
20180723,28.869,20.509,50.0
20180724,49.239,40.231,53.0
20180725,26.988,20.724,56.0
20180726,34.272,25.814,93.0
20180727,42.226,33.44,51.0
20180728,35.949,27.945,17.0
20180729,18.138,13.626,20.0
20180730,12.983,8.056,51.0
20180731,21.824,13.479,72.0
20180801,24.9,19.162,22.0
20180802,38.795,26.877,33.0
20180803,36.265,29.558,84.0
20180804,30.824,22.675,20.0
20180805,34.553,25.211,23.0
20180806,35.367,25.169,57.0
20180807,18.676,11.772,122.0
20180808,21.198,16.895,49.0
20180809,20.488,16.717,59.0
20180810,15.371,11.553,16.0
20180811,12.142,7.079,16.0
20180812,18.446,13.047,14.0
20180813,27.443,23.352,27.0
20180814,21.617,16.674,14.0
20180815,22.889,18.104,10.0
20180816,18.781,12.672,36.0
20180817,20.433,9.457,20.0
20180818,20.857,11.077,13.0
20180819,22.33,15.271,14.0
20180820,26.628,19.474,36.0
20180821,21.428,13.882,75.0
20180822,25.908,17.584,37.0
20180823,16.647,11.881,11.0
20180824,13.568,6.655,16.0
20180825,19.654,12.402,15.0
20180826,17.137,13.353,18.0
20180827,11.705,7.006,49.0
20180828,13.212,8.017,49.0
20180829,17.472,7.621,17.0
20180830,19.751,15.609,55.0
20180831,17.107,11.853,59.0
20180901,15.572,9.098,18.0
20180902,16.033,8.32,43.0
20180903,14.228,9.585,60.0
20180904,14.971,9.973,44.0
20180905,16.851,8.536,59.0
20180906,35.203,21.042,60.0
20180907,21.074,12.903,39.0
20180908,18.838,10.492,12.0
20180909,17.05,10.387,38.0
20180910,13.913,8.819,41.0
20180911,12.769,8.4,49.0
20180912,15.383,10.004,52.0
20180913,18.278,11.607,67.0
20180914,17.036,11.412,19.0
20180915,10.806,7.02,14.0
20180916,19.892,15.192,12.0
20180917,17.261,11.678,54.0
20180918,21.049,12.183,76.0
20180919,21.807,12.933,54.0
20180920,13.128,10.248,48.0
20180921,8.216,5.224,20.0
20180922,18.675,8.47,15.0
20180923,18.665,6.253,15.0
20180924,12.321,6.253,5.0
20180925,12.322,7.821,7.0
20180926,10.618,7.008,10.0
20180927,8.785,6.36,37.0
20180928,9.543,7.586,42.0
20181010,5.928,2.37,76.0
20181011,7.629,3.896,97.0
20181012,9.532,5.495,73.0
20181013,14.894,10.908,15.0
20181014,15.835,11.769,70.0
20181015,46.26,31.811,454.0
20181016,38.381,26.267,400.0
20181017,20.212,13.51,243.0
20181018,10.409,6.995,123.0
20181019,14.851,9.957,85.0
20181020,25.282,15.283,71.0
20181021,23.738,16.857,120.0
20181022,52.293,37.93,201.0
20181023,66.893,44.278,275.0
20181024,52.874,25.653,231.0
20181025,40.738,25.725,115.0
20181026,40.438,27.028,79.0
20181027,24.88,7.132,30.0
20181028,18.708,12.438,71.0
20181029,18.898,11.094,85.0
20181030,21.022,13.201,154.0
20181031,19.078,13.692,62.0
20181101,29.139,20.186,108.0
20181102,37.563,27.91,90.0
