Date,pm10,pm25,COUNT_T
20180401,57.794,29.585,234.0
20180402,57.544,23.744,371.0
20180403,62.412,21.097,251.0
20180404,20.301,12.649,352.0
20180405,15.489,6.138,293.0
20180406,92.544,35.278,627.0
20180407,46.672,23.311,207.0
20180408,34.759,17.159,199.0
20180409,52.011,35.972,407.0
20180410,49.027,21.565,278.0
20180411,65.096,27.665,357.0
20180412,43.441,15.042,236.0
20180413,36.45,15.904,223.0
20180414,25.564,13.425,95.0
20180416,35.257,22.081,318.0
20180417,56.21,28.185,350.0
20180418,68.194,28.962,436.0
20180419,77.865,34.608,361.0
20180420,88.265,46.906,361.0
20180421,58.265,32.297,159.0
20180422,42.692,26.228,198.0
20180423,10.468,7.1,179.0
20180424,14.479,7.591,259.0
20180425,29.54,21.319,298.0
20180426,45.172,32.816,258.0
20180427,55.435,38.147,165.0
20180428,62.712,42.604,159.0
20180429,61.45,38.136,196.0
20180430,87.183,66.795,358.0
20180501,78.444,63.898,257.0
20180502,49.341,38.477,226.0
20180503,28.493,11.031,210.0
20180504,52.596,15.119,171.0
20180505,51.551,21.726,70.0
20180506,16.149,7.04,38.0
20180507,38.231,16.119,101.0
20180508,21.096,6.65,265.0
20180509,25.206,7.725,209.0
20180510,46.711,21.404,244.0
20180511,86.957,55.668,192.0
20180512,33.212,20.49,56.0
20180513,25.521,15.392,130.0
20180514,93.301,65.419,313.0
20180515,86.078,59.6,273.0
20180516,41.457,27.051,228.0
20180517,24.381,10.098,185.0
20180518,15.865,5.12,107.0
20180519,15.626,3.981,91.0
20180520,14.785,4.78,104.0
20180521,22.432,8.807,148.0
20180522,47.119,28.926,94.0
20180523,55.342,13.848,318.0
20180524,121.127,31.497,377.0
20180525,112.472,45.039,235.0
20180526,81.969,39.145,119.0
20180527,75.203,32.979,116.0
20180528,53.301,26.014,177.0
20180530,51.329,31.639,269.0
20180531,42.001,21.856,204.0
20180602,43.179,22.157,68.0
20180603,32.558,17.656,70.0
20180604,42.982,24.29,120.0
20180605,42.326,25.435,139.0
20180606,45.713,28.58,68.0
20180607,48.083,31.254,180.0
20180608,40.971,24.267,117.0
20180609,44.317,26.681,52.0
20180610,15.535,6.102,77.0
20180611,18.045,4.982,113.0
20180612,28.203,12.424,111.0
20180613,45.813,27.318,57.0
20180614,47.356,30.685,89.0
20180615,27.429,11.076,118.0
20180616,36.648,17.262,62.0
20180617,61.226,38.414,105.0
20180618,58.863,36.544,104.0
20180619,56.619,35.147,92.0
20180620,60.411,39.701,81.0
20180621,58.151,32.573,103.0
20180622,57.174,31.969,60.0
20180623,58.251,30.317,64.0
20180624,81.776,50.531,132.0
20180625,75.341,44.798,116.0
20180626,58.634,39.872,116.0
20180627,51.05,33.335,76.0
20180628,52.412,32.617,146.0
20180629,69.695,43.513,38.0
20180630,86.953,60.522,9.0
20180701,27.581,11.469,26.0
20180702,22.933,7.712,86.0
20180703,42.335,16.392,53.0
20180704,38.89,18.263,63.0
20180705,45.61,22.042,53.0
20180706,14.067,4.843,180.0
20180707,22.373,7.776,36.0
20180708,33.387,13.805,56.0
20180709,23.995,9.882,59.0
20180710,41.097,18.365,62.0
20180711,64.74,36.669,78.0
20180712,50.017,25.769,92.0
20180713,41.799,20.603,27.0
20180714,44.745,20.571,21.0
20180715,44.027,23.611,51.0
20180716,44.078,24.443,30.0
20180717,45.439,28.006,80.0
20180718,56.544,37.675,114.0
20180719,48.452,28.248,83.0
20180720,63.719,37.088,69.0
20180721,63.261,37.155,80.0
20180722,52.903,25.802,26.0
20180723,54.974,27.105,50.0
20180724,65.674,36.822,53.0
20180725,62.21,32.512,56.0
20180726,71.29,41.682,93.0
20180727,71.267,43.199,51.0
20180728,54.748,34.809,17.0
20180729,43.77,24.365,20.0
20180730,30.696,12.901,51.0
20180731,41.494,22.144,72.0
20180801,59.695,33.027,22.0
20180802,62.382,37.148,33.0
20180803,81.351,53.472,84.0
20180804,51.375,28.01,20.0
