Date,pm10,pm25,COUNT_T
20180401,59.375,29.016,234.0
20180402,67.165,26.552,371.0
20180403,62.798,17.756,251.0
20180404,13.744,6.683,352.0
20180405,6.441,3.507,293.0
20180406,75.65,16.37,627.0
20180407,31.538,14.47,207.0
20180408,19.785,9.275,199.0
20180409,29.36,16.854,407.0
20180410,34.276,16.918,278.0
20180411,54.534,22.579,357.0
20180412,31.766,10.609,236.0
20180413,23.457,9.378,223.0
20180414,18.217,9.447,95.0
20180416,25.057,14.167,318.0
20180417,49.161,22.958,350.0
20180418,60.398,25.694,436.0
20180419,69.001,31.517,361.0
20180420,91.693,46.965,361.0
20180421,59.062,32.745,159.0
20180422,36.104,18.312,198.0
20180423,7.525,4.713,179.0
20180424,7.817,4.805,259.0
20180425,24.783,18.538,298.0
20180426,36.378,24.614,258.0
20180427,46.347,32.725,165.0
20180428,54.381,36.891,159.0
20180429,51.027,31.619,196.0
20180430,78.72,57.909,358.0
20180501,75.772,58.755,257.0
20180502,49.313,39.063,226.0
20180503,21.251,10.928,210.0
20180504,41.328,17.41,171.0
20180505,39.95,20.375,70.0
20180506,14.158,8.823,38.0
20180507,33.744,18.974,101.0
20180508,14.029,5.499,265.0
20180509,20.97,7.83,209.0
20180510,42.334,23.048,244.0
20180511,77.305,50.862,192.0
20180512,31.595,20.708,56.0
20180513,22.208,16.608,130.0
20180514,85.152,66.405,313.0
20180515,70.398,53.799,273.0
20180516,40.766,29.623,228.0
20180517,15.568,10.672,185.0
20180518,8.754,4.46,107.0
20180519,12.047,5.765,91.0
20180520,8.444,5.11,104.0
20180521,16.031,10.189,148.0
20180522,39.257,27.122,94.0
20180523,40.374,13.102,318.0
20180524,73.555,18.123,377.0
20180525,73.421,27.205,235.0
20180526,69.82,31.506,119.0
20180527,63.285,28.737,116.0
20180528,41.578,20.729,177.0
20180530,38.812,21.997,269.0
20180531,36.464,21.287,204.0
20180602,29.446,16.598,68.0
20180603,22.957,15.567,70.0
20180604,26.272,17.931,120.0
20180605,31.937,22.764,139.0
20180606,33.045,26.334,68.0
20180607,40.978,31.206,180.0
20180608,26.076,19.372,117.0
20180609,28.228,19.518,52.0
20180610,5.605,2.863,77.0
20180611,8.561,3.744,113.0
20180612,15.923,5.985,111.0
20180613,22.109,15.937,57.0
20180614,25.499,18.674,89.0
20180615,12.725,7.453,118.0
20180616,18.699,10.806,62.0
20180617,42.974,27.991,105.0
20180618,31.703,23.287,104.0
20180619,28.76,20.956,92.0
20180620,30.474,22.376,81.0
