Date,pm10,pm25,COUNT_T
20180401,61.631,29.426,234.0
20180402,60.256,23.436,371.0
20180403,62.307,18.101,251.0
20180404,22.131,10.886,352.0
20180405,12.689,7.487,293.0
20180406,76.194,19.276,627.0
20180407,37.501,17.656,207.0
20180408,30.896,14.333,199.0
20180409,41.941,26.684,407.0
20180410,46.283,22.534,278.0
20180411,60.283,21.522,357.0
20180412,44.154,15.683,236.0
20180413,34.883,16.044,223.0
20180414,30.593,16.657,95.0
20180416,32.069,19.033,318.0
20180417,50.385,26.724,350.0
20180418,59.365,30.108,436.0
20180419,63.718,32.112,361.0
20180420,97.521,52.627,361.0
20180421,64.446,36.365,159.0
20180422,39.551,20.64,198.0
20180423,36.81,25.735,179.0
20180425,33.678,23.309,298.0
20180426,37.215,25.747,258.0
20180427,45.895,31.567,165.0
20180428,50.758,31.972,159.0
20180429,48.314,27.244,196.0
20180430,66.008,43.934,358.0
20180501,59.458,40.119,257.0
20180502,58.222,43.433,226.0
20180503,28.034,14.776,210.0
20180504,41.541,17.751,171.0
20180505,42.551,19.33,70.0
20180506,19.946,12.433,38.0
20180507,32.973,17.556,101.0
20180508,22.405,10.317,265.0
20180509,24.431,9.201,209.0
20180510,40.886,21.971,244.0
20180511,60.577,39.197,192.0
20180512,40.102,25.984,56.0
20180513,29.326,20.613,130.0
20180514,80.715,62.884,313.0
20180515,65.231,46.914,273.0
20180516,49.812,33.759,228.0
20180517,35.767,23.581,185.0
20180518,24.81,8.328,107.0
20180519,16.827,7.554,91.0
20180520,15.174,7.582,104.0
20180521,26.484,13.729,148.0
20180522,53.743,29.909,94.0
20180523,56.216,16.094,318.0
20180524,95.394,23.726,377.0
20180525,87.876,32.225,235.0
20180526,84.834,35.466,119.0
20180527,68.213,27.588,116.0
20180528,51.073,24.442,177.0
20180530,53.098,31.399,269.0
20180531,47.989,27.151,204.0
20180602,42.681,23.714,68.0
20180603,35.706,22.257,70.0
20180604,42.316,26.417,120.0
20180605,45.448,29.609,139.0
20180606,50.231,33.501,68.0
20180607,56.833,37.073,180.0
20180608,44.613,28.263,117.0
20180609,51.656,31.373,52.0
20180610,16.662,9.139,77.0
20180611,21.356,9.105,113.0
20180612,28.994,15.733,111.0
20180613,38.36,24.51,57.0
20180614,47.891,30.935,89.0
20180615,31.067,16.151,118.0
20180616,37.585,17.444,62.0
20180617,57.967,35.454,105.0
20180618,51.661,33.632,104.0
20180619,45.251,29.998,92.0
20180620,49.506,36.049,81.0
20180621,49.788,31.292,103.0
20180622,53.591,33.465,60.0
20180623,49.769,29.841,64.0
20180624,73.854,42.71,132.0
20180625,66.947,38.119,116.0
20180626,66.258,43.082,116.0
20180627,43.372,28.668,76.0
20180628,45.806,29.628,146.0
20180629,56.695,35.072,38.0
20180630,81.14,53.9,9.0
20180701,26.795,16.095,26.0
20180702,25.184,14.506,86.0
20180703,28.657,16.269,53.0
20180704,38.17,19.986,63.0
20180705,34.11,23.609,53.0
20180706,16.632,6.433,180.0
20180707,18.869,7.779,36.0
20180708,23.986,11.364,56.0
20180709,19.863,9.446,59.0
20180710,35.975,18.74,62.0
20180711,55.449,29.856,78.0
20180712,47.312,24.29,92.0
20180713,33.952,19.749,27.0
20180714,31.947,19.112,21.0
20180715,29.27,19.705,51.0
20180716,32.117,21.299,30.0
20180717,33.194,22.983,80.0
20180718,40.951,31.315,114.0
20180719,36.044,25.474,83.0
20180720,49.119,32.861,69.0
20180721,49.44,31.451,80.0
20180722,35.831,21.866,26.0
20180723,37.986,23.203,50.0
20180724,53.132,37.276,53.0
20180725,46.959,28.808,56.0
20180726,60.185,37.142,93.0
20180727,68.581,44.276,51.0
20180728,59.951,40.534,17.0
20180729,29.999,20.34,20.0
20180730,19.589,11.411,51.0
20180731,29.26,17.585,72.0
20180801,48.048,29.145,22.0
20180802,44.757,30.57,33.0
20180803,72.919,53.506,84.0
20180804,41.038,27.785,20.0
20180805,44.559,28.126,23.0
20180806,51.095,33.629,57.0
20180807,32.215,20.228,122.0
20180808,47.487,32.167,49.0
20180809,46.394,32.419,59.0
20180810,34.721,23.133,16.0
20180811,26.663,15.665,16.0
20180812,32.478,21.913,14.0
20180813,53.861,39.167,27.0
20180814,47.344,30.236,14.0
20180815,52.881,36.032,10.0
20180816,41.853,20.069,36.0
20180817,34.603,14.166,20.0
20180818,35.417,15.143,13.0
20180819,45.222,24.762,14.0
20180820,55.59,35.694,36.0
20180821,48.909,25.647,75.0
20180822,46.984,26.981,37.0
20180823,32.125,16.787,11.0
20180824,24.067,12.857,16.0
20180825,52.186,25.612,15.0
20180826,42.027,21.424,18.0
20180827,27.462,15.05,49.0
20180828,29.062,17.54,49.0
20180829,39.871,20.281,17.0
20180830,41.218,25.515,55.0
20180831,51.826,27.372,59.0
20180901,44.216,22.612,18.0
20180902,35.259,16.329,43.0
20180903,37.306,19.83,60.0
20180904,36.197,15.959,44.0
20180905,53.339,20.598,59.0
20180906,47.705,25.68,60.0
20180907,53.869,27.03,39.0
20180908,46.381,20.993,12.0
20180909,40.917,19.531,38.0
20180910,24.762,11.354,41.0
20180911,30.398,14.149,49.0
20180912,32.326,15.914,52.0
20180913,39.053,20.656,67.0
20180914,38.565,21.751,19.0
20180915,25.675,13.898,14.0
20180916,51.999,32.778,12.0
20180917,41.687,22.542,54.0
20180918,49.915,23.408,76.0
20180919,55.695,28.383,54.0
20180920,28.821,18.079,48.0
20180921,17.056,9.432,20.0
20180922,43.109,15.873,15.0
20180923,44.298,13.589,15.0
20180924,27.622,11.68,5.0
20180925,27.945,13.092,7.0
20180926,19.265,11.615,10.0
20180927,17.389,10.475,37.0
20180928,26.738,14.193,42.0
20180929,28.691,15.853,12.0
20180930,36.377,19.694,19.0
20181001,31.242,16.312,61.0
20181002,39.833,20.432,38.0
20181003,43.652,24.806,13.0
20181004,28.078,17.038,82.0
20181005,11.25,8.439,22.0
20181006,14.641,7.402,4.0
20181007,44.764,20.534,21.0
20181008,35.892,13.858,31.0
20181009,43.776,20.851,89.0
20181010,38.531,21.553,76.0
20181011,38.435,17.889,97.0
20181012,42.144,22.272,73.0
20181013,52.474,32.365,15.0
20181014,55.811,35.122,70.0
20181015,79.42,46.995,454.0
20181016,77.245,41.414,400.0
20181017,62.302,29.757,243.0
20181018,31.843,17.622,123.0
20181019,39.337,18.424,85.0
20181020,67.092,34.96,71.0
20181021,65.308,37.601,120.0
20181022,70.506,43.569,201.0
20181023,82.363,49.515,275.0
20181024,73.521,31.106,231.0
20181025,64.636,31.551,115.0
20181026,66.539,35.365,79.0
20181027,55.009,12.997,30.0
20181028,33.625,16.801,71.0
20181029,35.084,17.999,85.0
20181030,44.006,22.588,154.0
20181031,42.969,23.751,62.0
20181101,57.429,32.024,108.0
20181102,71.407,42.823,90.0
20181103,85.085,54.641,96.0
20181104,75.106,50.428,229.0
20181105,86.438,56.631,390.0
20181106,95.765,65.403,613.0
20181107,75.074,54.491,588.0
20181108,25.47,14.446,435.0
20181109,65.198,36.528,372.0
20181110,99.778,63.84,247.0
20181111,99.951,62.981,351.0
20181112,61.297,32.536,371.0
