Date,pm10,pm25,COUNT_T
20180401,60.913,28.861,234.0
20180402,65.684,25.828,371.0
20180403,62.114,22.798,251.0
20180404,18.165,8.611,352.0
20180405,12.031,7.252,293.0
20180406,76.205,19.964,627.0
20180407,42.047,19.618,207.0
20180408,35.736,16.969,199.0
20180409,41.881,26.718,407.0
20180410,47.097,22.249,278.0
20180411,75.946,27.122,357.0
20180412,46.358,16.461,236.0
20180413,34.004,15.502,223.0
20180414,35.199,18.714,95.0
20180416,36.353,21.775,318.0
20180417,54.239,28.536,350.0
20180418,62.85,32.705,436.0
20180419,66.803,33.99,361.0
20180420,88.431,47.686,361.0
20180421,66.651,37.099,159.0
20180422,50.791,26.795,198.0
20180423,22.783,16.347,179.0
20180424,12.06,6.729,259.0
20180425,32.162,22.578,298.0
20180426,47.435,32.88,258.0
20180427,54.765,37.844,165.0
20180428,58.163,36.738,159.0
20180429,59.235,33.5,196.0
20180430,83.237,55.452,358.0
20180501,82.731,56.17,257.0
20180502,63.386,47.091,226.0
20180503,32.525,17.15,210.0
20180504,53.243,22.842,171.0
20180505,51.297,23.626,70.0
20180506,27.564,17.272,38.0
20180507,43.387,23.501,101.0
20180508,23.52,10.793,265.0
20180509,28.049,10.733,209.0
20180510,52.278,28.436,244.0
20180511,80.369,52.172,192.0
20180512,40.777,26.233,56.0
20180513,32.739,23.155,130.0
20180514,95.231,74.187,313.0
20180515,70.897,51.136,273.0
20180516,43.803,29.515,228.0
20180517,28.524,18.714,185.0
20180518,21.166,7.327,107.0
20180519,16.776,7.591,91.0
20180520,14.622,7.535,104.0
20180521,24.997,13.118,148.0
20180522,49.603,28.585,94.0
20180523,50.615,14.936,318.0
20180524,78.799,19.381,377.0
20180525,77.267,28.582,235.0
20180526,71.96,30.435,119.0
20180527,66.465,27.109,116.0
20180528,53.506,25.728,177.0
20180530,56.948,33.801,269.0
20180531,57.851,32.982,204.0
20180602,42.054,23.608,68.0
20180603,33.816,20.971,70.0
20180604,38.744,24.141,120.0
20180605,45.581,29.75,139.0
20180606,49.61,32.898,68.0
20180607,67.033,44.107,180.0
20180608,47.692,30.132,117.0
20180609,50.362,30.709,52.0
20180610,13.299,7.23,77.0
20180611,17.076,7.585,113.0
20180612,26.555,14.433,111.0
20180613,41.508,26.126,57.0
20180614,49.202,31.994,89.0
20180615,26.103,13.716,118.0
20180616,32.15,14.524,62.0
20180617,66.231,40.012,105.0
20180618,51.463,33.753,104.0
20180619,40.784,26.594,92.0
20180620,45.416,33.226,81.0
20180621,43.201,27.414,103.0
20180622,46.598,29.238,60.0
20180623,36.16,21.431,64.0
20180624,58.762,34.05,132.0
20180625,49.06,27.676,116.0
20180626,47.585,30.197,116.0
20180627,30.409,20.153,76.0
20180628,28.889,18.507,146.0
20180629,40.578,25.002,38.0
20180630,61.294,40.608,9.0
20180701,19.632,11.584,26.0
20180702,17.379,9.995,86.0
20180703,22.26,12.418,53.0
20180704,28.011,14.372,63.0
20180705,22.858,15.71,53.0
20180706,8.798,3.371,180.0
20180707,12.8,5.239,36.0
20180708,19.734,8.985,56.0
20180709,13.495,6.274,59.0
20180710,23.536,11.994,62.0
20180711,37.814,19.849,78.0
20180712,35.569,18.181,92.0
20180713,25.698,14.783,27.0
20180714,25.48,15.249,21.0
20180715,24.592,16.578,51.0
20180716,26.021,17.011,30.0
20180717,27.483,18.981,80.0
20180718,31.709,24.078,114.0
20180719,25.127,17.63,83.0
20180720,38.16,25.551,69.0
20180721,38.553,24.477,80.0
20180722,29.399,17.831,26.0
20180723,37.288,22.526,50.0
20180724,42.851,29.831,53.0
20180725,38.607,23.694,56.0
20180726,49.25,30.485,93.0
20180727,56.569,36.376,51.0
20180728,42.22,28.232,17.0
20180729,23.991,16.263,20.0
20180730,14.824,8.445,51.0
20180731,26.493,15.725,72.0
20180801,42.683,25.849,22.0
20180802,42.121,28.447,33.0
20180803,60.702,44.379,84.0
20180804,36.902,24.831,20.0
20180805,40.506,25.464,23.0
20180806,43.167,28.236,57.0
20180807,26.122,16.646,122.0
20180808,38.852,26.207,49.0
20180809,34.674,24.11,59.0
20180810,26.475,17.494,16.0
20180811,20.255,11.591,16.0
20180812,28.348,18.964,14.0
20180813,46.367,33.403,27.0
20180814,43.883,27.685,14.0
20180815,43.842,29.881,10.0
20180816,38.943,19.444,36.0
20180817,31.772,12.862,20.0
20180818,34.984,14.637,13.0
20180819,39.624,21.606,14.0
20180820,48.603,31.046,36.0
20180821,42.511,22.072,75.0
20180822,42.223,24.221,37.0
20180823,28.942,15.054,11.0
20180824,23.712,12.143,16.0
20180825,43.293,21.317,15.0
20180826,34.619,17.421,18.0
20180827,30.121,16.641,49.0
20180828,30.715,17.876,49.0
20180829,36.31,17.778,17.0
20180830,43.094,26.881,55.0
20180831,46.49,24.454,59.0
20180901,36.909,18.69,18.0
20180902,28.99,13.37,43.0
20180903,36.414,19.321,60.0
20180904,31.643,13.865,44.0
20180905,51.446,19.988,59.0
20180906,46.95,25.199,60.0
20180907,46.247,23.261,39.0
20180908,41.607,18.781,12.0
20180909,36.308,17.107,38.0
20180910,23.172,10.324,41.0
20180911,24.508,11.252,49.0
20180912,26.344,12.683,52.0
20180913,33.961,18.04,67.0
20180914,35.928,20.308,19.0
20180915,28.947,16.017,14.0
20180916,57.453,41.523,12.0
20180917,40.164,21.979,54.0
20180918,48.443,23.13,76.0
20180919,49.547,25.23,54.0
20180920,30.058,18.883,48.0
20180921,20.428,11.28,20.0
20180922,23.562,12.584,15.0
