Date,pm10,pm25,COUNT_T
20180401,51.317,26.351,234.0
20180402,54.454,22.605,371.0
20180403,54.733,16.224,251.0
20180404,19.438,11.449,352.0
20180405,15.961,11.613,293.0
20180406,75.219,17.858,627.0
20180407,36.102,16.828,207.0
20180408,22.052,11.726,199.0
20180409,36.258,25.025,407.0
20180410,36.776,18.049,278.0
20180411,53.634,20.647,357.0
20180412,36.311,12.916,236.0
20180413,30.042,13.01,223.0
20180414,18.333,10.119,95.0
20180416,25.849,16.043,318.0
20180417,47.697,25.894,350.0
20180418,56.329,28.994,436.0
20180419,64.473,32.58,361.0
20180420,83.035,45.978,361.0
20180421,63.949,37.721,159.0
20180422,30.604,17.645,198.0
20180423,7.203,4.187,179.0
20180424,10.445,4.771,259.0
20180425,25.712,20.697,298.0
20180426,29.374,21.526,258.0
20180427,37.962,27.924,165.0
20180428,46.486,31.253,159.0
20180429,49.667,30.417,196.0
20180430,65.969,48.289,358.0
20180501,52.526,40.943,257.0
20180502,38.742,31.058,226.0
20180503,26.433,13.921,210.0
20180504,39.708,16.058,171.0
20180505,37.814,20.273,70.0
20180506,12.601,8.262,38.0
20180507,34.555,21.447,101.0
20180508,21.22,9.986,265.0
20180509,24.552,10.337,209.0
20180510,37.828,21.131,244.0
20180511,57.94,38.144,192.0
20180512,32.213,21.139,56.0
20180513,19.959,15.348,130.0
20180514,79.516,61.102,313.0
20180515,87.413,71.614,273.0
20180516,45.011,36.281,228.0
20180517,22.333,16.49,185.0
20180518,15.13,5.514,107.0
20180519,12.763,7.019,91.0
20180520,12.937,8.804,104.0
20180521,22.227,13.489,148.0
20180522,43.075,31.019,94.0
20180523,32.203,16.109,318.0
20180627,50.813,39.147,76.0
20180629,40.308,30.923,38.0
20180710,25.333,14.833,62.0
20180711,86.263,62.175,78.0
20181124,40.361,32.511,73.0
20181125,70.44,60.967,230.0
20181126,86.033,69.447,442.0
20181127,147.706,101.078,500.0
20181128,149.905,33.946,520.0
20181129,108.203,40.474,403.0
20181130,82.765,35.978,366.0
20181201,56.484,35.834,170.0
20181202,51.319,32.692,163.0
20181203,65.167,38.794,245.0
20181204,50.871,28.649,206.0
20181205,40.87,21.478,187.0
20181206,47.144,26.906,88.0
20181207,28.628,14.118,79.0
20181208,29.736,14.478,40.0
20181209,31.967,19.783,63.0
20181210,42.403,30.642,122.0
20181211,52.907,41.974,166.0
20181212,58.639,38.421,224.0
20181213,54.024,37.283,123.0
20181214,50.052,26.684,73.0
20181215,65.918,42.397,98.0
20181216,64.438,45.036,216.0
20181217,85.473,53.785,482.0
20181218,69.356,36.575,363.0
20181219,77.9,42.94,369.0
20181220,78.421,50.668,422.0
20181221,88.089,55.945,395.0
20181222,97.99,67.12,340.0
20181223,74.987,40.913,242.0
20181224,39.897,19.189,166.0
20181225,51.742,29.734,155.0
20181226,70.657,36.26,210.0
20181227,50.975,17.018,112.0
20181228,59.296,21.58,135.0
20181229,63.571,16.278,91.0
20181230,56.782,28.314,71.0
20181231,67.26,42.724,93.0
20190101,53.444,32.26,88.0
20190102,50.351,30.34,188.0
20190103,60.271,35.01,240.0
20190104,80.419,50.956,373.0
20190105,91.924,52.9,267.0
20190106,72.234,30.588,224.0
20190107,80.73,47.349,436.0
20190108,66.454,29.962,264.0
20190110,76.649,40.283,308.0
20190111,95.523,61.598,295.0
20190112,107.036,72.031,364.0
20190113,131.808,86.394,617.0
20190114,209.845,147.617,617.0
20190115,153.064,89.45,502.0
20190116,70.795,23.675,357.0
20190117,63.112,29.909,292.0
20190118,67.396,38.485,439.0
20190119,85.916,54.785,420.0
20190120,73.833,34.16,384.0
20190121,67.342,29.864,369.0
20190122,81.208,32.649,417.0
20190125,57.332,24.49,313.0
20190126,56.81,23.558,183.0
20190127,56.772,28.598,218.0
20190128,89.445,25.72,259.0
20190129,81.601,23.94,344.0
20190130,73.31,34.401,297.0
20190131,76.198,23.657,196.0
20190201,61.504,24.919,261.0
20190202,71.98,39.774,182.0
20190203,56.863,36.378,142.0
20190204,98.767,49.679,245.0
20190205,97.722,32.966,199.0
20190206,118.443,39.427,329.0
20190209,61.171,28.012,160.0
20190210,73.28,37.203,201.0
20190211,67.675,37.679,335.0
20190212,78.576,49.517,382.0
20190214,103.447,53.247,378.0
20190215,70.541,45.552,448.0
20190217,73.857,48.417,240.0
20190218,85.842,51.938,350.0
20190219,55.69,38.685,331.0
20190220,96.403,76.524,410.0
20190221,126.267,101.052,468.0
20190224,99.125,72.531,437.0
20190225,100.342,68.717,395.0
20190226,99.785,50.414,343.0
20190227,97.769,61.888,365.0
20190228,118.431,76.397,402.0
20190301,151.064,106.104,533.0
20190302,156.485,110.881,384.0
20190303,127.43,89.184,523.0
20190304,219.549,153.872,483.0
20190305,262.65,189.276,548.0
20190306,153.688,106.962,519.0
20190307,66.426,46.569,485.0
20190311,68.579,42.219,364.0
20190312,86.926,50.44,358.0
20190313,58.49,17.132,307.0
20190314,56.416,25.409,305.0
20190315,59.307,32.081,334.0
20190316,42.542,29.804,262.0
20190317,42.978,24.631,392.0
20190319,55.464,33.283,363.0
20190320,81.422,57.606,291.0
20190321,39.752,29.403,375.0
20190322,38.09,21.151,304.0
20190323,27.117,16.815,216.0
20190324,32.541,15.045,1.0
20190326,70.992,40.04,333.0
20190327,89.054,53.322,353.0
20190328,79.783,46.41,326.0
20190329,40.076,18.719,277.0
20190330,43.606,26.603,208.0
20190331,42.619,26.32,388.0
