Date,pm10,pm25,COUNT_T
20180401,66.686,34.669,234.0
20180402,69.812,28.942,371.0
20180403,68.658,23.273,251.0
20180404,15.407,9.337,352.0
20180405,10.701,4.487,293.0
20180406,76.628,28.488,627.0
20180407,40.705,19.576,207.0
20180408,23.383,11.443,199.0
20180409,39.616,27.086,407.0
20180410,45.365,19.04,278.0
20180411,64.278,27.605,357.0
20180412,37.85,12.871,236.0
20180413,28.256,12.35,223.0
20180414,22.684,12.012,95.0
20180416,29.803,18.871,318.0
20180417,58.644,29.179,350.0
20180418,71.287,30.542,436.0
20180419,82.922,37.002,361.0
20180420,99.431,51.973,361.0
20180421,61.846,34.815,159.0
20180422,40.692,25.333,198.0
20180423,11.822,7.821,179.0
20180424,11.574,5.859,259.0
20180425,30.005,21.177,298.0
20180426,44.849,32.504,258.0
20180427,52.194,35.892,165.0
20180428,60.263,41.351,159.0
20180429,59.967,37.342,196.0
20180430,86.684,67.037,358.0
20180501,85.347,69.805,257.0
20180502,56.103,43.711,226.0
20180503,27.967,10.742,210.0
20180504,53.981,15.572,171.0
20180505,49.735,20.863,70.0
20180506,16.82,7.65,38.0
20180507,39.51,16.902,101.0
20180508,18.849,5.819,265.0
20180509,22.605,6.845,209.0
20180510,45.859,21.114,244.0
20180511,88.097,56.144,192.0
20180512,36.778,22.605,56.0
20180513,25.753,15.64,130.0
20180514,95.408,67.126,313.0
20180515,79.017,54.749,273.0
20180516,38.501,25.089,228.0
20180517,20.703,8.524,185.0
20180518,14.162,4.336,107.0
20180519,16.26,4.208,91.0
20180520,14.819,4.912,104.0
20180521,23.201,9.069,148.0
20180522,50.184,30.821,94.0
20180523,52.718,13.251,318.0
20180524,90.862,23.276,377.0
20180525,81.145,32.182,235.0
20180526,74.122,35.484,119.0
20180527,69.999,31.179,116.0
20180528,44.722,21.732,177.0
20180530,42.385,26.381,269.0
20180531,32.083,16.817,204.0
20180602,31.999,16.328,68.0
20180603,23.654,12.684,70.0
20180604,30.359,16.963,120.0
20180605,32.283,19.156,139.0
20180606,34.013,21.041,68.0
20180607,36.776,23.794,180.0
20180608,30.57,18.044,117.0
20180609,35.502,21.239,52.0
20180610,13.078,5.006,77.0
20180611,14.668,3.783,113.0
20180612,24.762,10.927,111.0
20180613,39.426,23.572,57.0
20180614,39.262,25.178,89.0
20180615,27.899,11.125,118.0
20180616,36.443,16.917,62.0
20180617,55.688,34.964,105.0
20180618,48.238,29.653,104.0
20180619,48.13,29.874,92.0
20180620,50.112,33.046,81.0
20180621,49.01,27.221,103.0
20180622,51.919,29.21,60.0
20180623,52.493,27.404,64.0
20180624,70.713,43.683,132.0
20180625,64.161,37.989,116.0
20180626,56.429,38.566,116.0
20180627,44.889,29.086,76.0
20180628,47.879,29.713,146.0
20180629,62.736,39.123,38.0
20180630,73.487,51.026,9.0
20180701,25.463,10.489,26.0
20180702,21.072,6.933,86.0
20180703,33.74,12.997,53.0
20180704,33.81,15.938,63.0
20180705,36.777,17.483,53.0
20180706,14.183,4.747,180.0
20180707,21.663,7.493,36.0
20180708,30.713,12.982,56.0
20180709,22.444,9.243,59.0
20180710,33.304,14.806,62.0
20180711,53.647,30.371,78.0
20180712,46.867,24.104,92.0
20180713,32.151,15.729,27.0
20180714,36.326,16.739,21.0
20180715,35.2,18.792,51.0
20180716,37.502,20.768,30.0
20180717,37.966,23.22,80.0
20180718,47.98,31.849,114.0
20180719,41.337,24.062,83.0
20180720,53.472,31.187,69.0
20180721,55.357,32.322,80.0
20180722,44.519,21.767,26.0
20180723,46.825,23.353,50.0
20180724,52.167,29.117,53.0
