Date,pm10,pm25,COUNT_T
20180401,90.151,44.524,234.0
20180402,90.824,35.992,371.0
20180403,81.933,23.237,251.0
20180404,20.603,9.537,352.0
20180405,9.851,5.182,293.0
20180406,85.452,20.415,627.0
20180407,36.476,16.785,207.0
20180408,23.119,11.171,199.0
20180409,38.863,22.563,407.0
20180410,35.851,17.377,278.0
20180411,63.913,26.242,357.0
20180412,40.047,13.427,236.0
20180413,30.464,12.383,223.0
20180414,22.01,11.771,95.0
20180416,29.032,16.445,318.0
20180417,56.944,26.355,350.0
20180418,74.281,30.701,436.0
20180419,81.571,37.14,361.0
20180420,100.342,51.394,361.0
20180421,100.173,56.252,159.0
20180422,35.844,18.41,198.0
20180423,10.519,6.843,179.0
20180424,12.023,7.342,259.0
20180425,25.96,19.443,298.0
20180426,34.131,23.238,258.0
20180427,44.694,31.624,165.0
20180428,58.125,39.828,159.0
20180429,50.749,31.363,196.0
20180430,75.049,55.131,358.0
20180501,61.435,47.558,257.0
20180502,45.769,36.241,226.0
20180503,22.275,11.748,210.0
20180504,38.572,16.204,171.0
20180505,38.147,19.466,70.0
20180506,14.243,8.958,38.0
20180507,31.057,17.39,101.0
20180508,16.759,6.49,265.0
20180509,21.356,7.955,209.0
20180510,36.982,20.17,244.0
20180511,67.331,44.289,192.0
20180512,29.961,19.705,56.0
20180513,19.533,14.293,130.0
20180514,74.135,57.76,313.0
20180515,70.37,53.885,273.0
20180516,34.145,25.026,228.0
20180517,16.64,11.498,185.0
20180518,12.452,6.336,107.0
20180519,12.922,6.342,91.0
20180520,11.075,6.842,104.0
20180521,17.263,11.099,148.0
20180522,37.033,25.623,94.0
20180523,42.936,14.168,318.0
20180524,87.708,21.576,377.0
20180525,82.074,30.436,235.0
20180526,65.829,29.698,119.0
20180527,60.894,27.607,116.0
20180528,38.792,19.405,177.0
20180530,38.089,21.662,269.0
20180531,33.831,19.558,204.0
20180602,29.624,16.719,68.0
20180603,24.203,16.501,70.0
20180604,29.026,19.926,120.0
20180605,30.671,22.749,139.0
20180606,33.262,26.795,68.0
20180607,35.907,26.953,180.0
20180608,27.647,20.754,117.0
20180609,32.61,22.674,52.0
20180610,8.807,4.832,77.0
20180611,12.548,5.216,113.0
20180612,18.633,7.055,111.0
20180613,31.034,22.402,57.0
20180614,33.513,24.413,89.0
20180615,19.481,11.354,118.0
20180616,26.385,15.688,62.0
20180617,46.378,31.562,105.0
20180618,42.091,31.119,104.0
20180619,40.478,30.054,92.0
20180620,40.552,30.665,81.0
20180621,40.506,28.284,103.0
20180622,45.872,31.645,60.0
20180623,46.233,30.769,64.0
20180624,56.553,37.701,132.0
20180625,61.965,38.857,116.0
20180626,51.11,36.555,116.0
20180627,36.923,27.666,76.0
20180628,37.235,25.375,146.0
20180629,51.355,35.128,38.0
20180630,67.155,47.408,9.0
20180701,26.812,13.694,26.0
20180702,12.933,9.516,86.0
20180703,25.385,13.91,53.0
20180704,37.841,18.546,63.0
20180705,29.144,21.917,53.0
20180706,10.335,4.003,180.0
20180707,10.023,4.48,36.0
20180708,19.099,9.015,56.0
20180709,13.223,8.151,59.0
20180710,25.417,12.865,62.0
20180711,42.27,28.475,78.0
20180712,39.18,22.793,92.0
20180713,26.97,19.358,27.0
20180714,26.945,18.626,21.0
20180715,30.464,22.695,51.0
20180716,30.73,23.632,30.0
20180717,33.082,27.194,80.0
20180718,42.172,34.688,114.0
20180719,37.194,29.751,83.0
20180720,44.14,32.769,69.0
20180721,53.544,43.005,80.0
20180722,43.676,31.647,26.0
20180723,45.61,31.215,50.0
20180724,57.672,42.554,53.0
20180725,48.1,35.302,56.0
20180726,59.426,42.144,93.0
20180727,69.455,53.551,51.0
20180728,46.67,36.286,17.0
20180729,32.942,24.222,20.0
20180730,17.807,9.832,51.0
20180731,30.574,15.604,72.0
20180801,47.056,29.056,22.0
20180802,51.372,39.658,33.0
20180803,68.342,57.008,84.0
20180804,42.359,32.403,20.0
20180805,42.416,28.939,23.0
20180806,48.723,34.213,57.0
20180807,28.714,19.358,122.0
20180808,42.487,31.834,49.0
20180809,36.649,28.771,59.0
20180810,28.411,17.499,16.0
20180811,16.703,9.004,16.0
20180812,27.268,19.266,14.0
20180813,55.212,42.295,27.0
20180814,51.438,37.621,14.0
20180815,51.105,38.401,10.0
20180816,35.688,18.343,36.0
20180817,28.806,13.173,20.0
20180818,31.855,13.547,13.0
20180819,39.019,25.944,14.0
20180820,46.476,31.509,36.0
20180821,41.485,25.422,75.0
20180822,41.522,27.712,37.0
20180823,23.764,12.428,11.0
20180824,19.859,8.111,16.0
20180825,39.685,21.96,15.0
20180826,31.006,19.529,18.0
20180827,17.659,8.52,49.0
20180828,23.761,9.047,49.0
20180829,21.717,11.119,17.0
20180830,35.262,24.516,55.0
20180831,37.645,21.318,59.0
20180901,27.227,12.738,18.0
20180902,20.048,9.604,43.0
20180903,24.503,11.399,60.0
20180904,26.578,9.613,44.0
20180905,36.251,14.694,59.0
20180906,37.145,21.149,60.0
20180907,37.622,18.366,39.0
20180908,32.556,13.348,12.0
20180909,27.796,13.828,38.0
20180910,16.658,5.77,41.0
20180911,17.614,6.452,49.0
20180912,21.044,8.089,52.0
20180913,25.772,10.463,67.0
20180914,25.438,12.273,19.0
20180915,14.992,7.269,14.0
20180916,36.245,25.033,12.0
20180917,30.273,17.615,54.0
20180918,37.464,19.381,76.0
20180919,42.485,20.133,54.0
20180920,17.983,10.5,48.0
20180921,10.695,3.204,20.0
20180922,33.815,13.108,15.0
20180923,37.555,11.532,15.0
20180924,18.845,7.916,5.0
20180925,18.272,8.375,7.0
20180926,10.829,6.24,10.0
20180927,12.576,4.835,37.0
20180928,15.334,6.472,42.0
20180929,18.521,8.497,12.0
20180930,24.378,11.978,19.0
20181001,23.193,9.732,61.0
20181002,32.156,16.582,38.0
20181003,31.356,18.608,13.0
20181004,25.61,14.502,82.0
20181005,13.101,6.86,22.0
20181006,5.476,2.282,4.0
20181007,29.888,11.89,21.0
20181008,23.713,8.118,31.0
20181009,30.474,13.234,89.0
20181010,22.18,12.754,76.0
20181011,22.138,9.899,97.0
20181012,28.815,14.552,73.0
20181013,33.28,19.303,15.0
20181014,36.788,22.778,70.0
20181015,63.09,38.336,454.0
20181016,71.686,40.947,400.0
20181017,49.167,25.299,243.0
20181018,19.472,10.492,123.0
20181019,28.059,12.924,85.0
20181020,47.71,24.158,71.0
20181021,45.34,26.326,120.0
20181022,65.72,39.469,201.0
20181023,70.648,40.718,275.0
20181024,59.148,23.977,231.0
20181025,46.802,21.935,115.0
20181026,53.725,29.167,79.0
20181027,43.753,10.09,30.0
20181028,22.786,12.777,71.0
20181029,27.4,13.019,85.0
20181030,33.441,16.852,154.0
20181031,34.092,18.244,62.0
20181101,50.242,28.339,108.0
20181102,60.977,34.938,90.0
20181103,74.275,47.549,96.0
20181104,67.837,45.895,229.0
20181105,73.191,47.812,390.0
20181106,103.477,70.68,613.0
20181107,61.635,44.893,588.0
20181108,11.387,5.804,435.0
20181109,63.131,36.958,372.0
20181110,102.63,64.695,247.0
20181111,100.392,62.04,351.0
20181112,46.051,23.89,371.0
20181113,63.331,38.318,458.0
20181114,50.633,31.446,341.0
20181115,65.268,43.91,283.0
20181116,84.433,59.736,379.0
20181117,53.822,32.801,120.0
20181118,54.94,35.795,173.0
20181119,83.411,48.727,311.0
20181120,69.188,28.907,288.0
20181121,62.706,29.422,174.0
20181122,40.759,18.962,26.0
20181123,46.487,23.191,106.0
20181124,36.521,23.631,73.0
20181125,64.396,46.179,230.0
20181126,81.131,51.949,442.0
20181127,106.614,60.863,500.0
20181128,111.676,16.824,520.0
20181129,104.147,25.977,403.0
20181130,94.555,30.221,366.0
20181201,70.212,33.307,170.0
20181202,73.876,37.164,163.0
20181203,66.423,31.909,245.0
20181204,56.837,29.182,206.0
20181205,57.78,23.351,187.0
20181206,64.998,32.181,88.0
20181207,42.764,17.732,79.0
20181208,46.683,19.19,40.0
20181209,49.822,23.104,63.0
20181210,60.767,31.353,122.0
20181211,63.398,35.767,166.0
20181212,80.712,41.11,224.0
20181213,69.956,41.635,123.0
20181214,84.307,44.133,73.0
20181215,97.657,62.67,98.0
20181216,95.782,64.36,216.0
20181217,101.884,64.232,482.0
20181218,80.533,46.283,363.0
20181219,92.505,56.356,369.0
20181220,105.285,70.952,422.0
20181221,113.699,74.152,395.0
20181222,130.122,91.949,340.0
20181223,113.101,67.053,242.0
20181224,78.415,47.316,166.0
20181225,96.153,62.441,155.0
20181226,103.851,57.374,210.0
20181227,106.482,43.132,112.0
20181228,126.349,52.024,135.0
20181229,129.603,44.568,91.0
20181230,109.546,61.047,71.0
20181231,102.158,67.483,93.0
20190101,112.994,79.197,88.0
20190102,98.876,68.32,188.0
20190103,104.955,69.423,240.0
20190104,115.978,83.945,373.0
20190105,132.994,85.171,267.0
