Date,pm10,pm25,COUNT_T
20180401,56.253,28.952,234.0
20180402,55.434,23.06,371.0
20180403,56.772,17.012,251.0
20180404,18.611,10.857,352.0
20180405,12.575,9.218,293.0
20180406,69.85,16.085,627.0
20180407,38.981,18.167,207.0
20180408,23.839,12.762,199.0
20180409,37.75,26.726,407.0
20180410,39.033,19.035,278.0
20180411,57.263,22.135,357.0
20180412,37.068,13.204,236.0
20180413,28.124,12.159,223.0
20180414,18.8,10.336,95.0
20180416,27.576,17.148,318.0
20180417,46.798,25.459,350.0
20180418,57.162,29.634,436.0
20180419,69.533,34.447,361.0
20180420,81.783,45.017,361.0
20180421,60.394,35.806,159.0
20180422,30.553,17.708,198.0
20180423,6.701,4.637,179.0
20180424,8.04,4.247,259.0
20180425,26.834,21.617,298.0
20180426,32.374,23.706,258.0
20180427,42.435,31.234,165.0
20180428,50.813,34.164,159.0
20180429,50.958,31.315,196.0
20180430,70.167,51.31,358.0
20180501,56.987,44.445,257.0
20180502,45.941,36.764,226.0
20180503,27.059,13.936,210.0
20180504,40.202,16.141,171.0
20180505,38.544,20.751,70.0
20180506,11.947,8.162,38.0
20180507,32.387,19.899,101.0
20180508,19.09,8.889,265.0
20180509,22.567,9.464,209.0
20180510,37.29,20.868,244.0
20180511,60.919,40.111,192.0
20180512,31.919,20.83,56.0
20180513,21.104,15.72,130.0
20180514,79.513,60.846,313.0
20180515,80.691,65.888,273.0
20180516,38.364,30.823,228.0
20180517,20.008,14.674,185.0
20180518,13.666,4.946,107.0
20180519,12.629,6.904,91.0
20180520,11.158,7.626,104.0
20180521,21.269,12.992,148.0
20180522,40.49,28.119,94.0
20180523,49.033,16.148,318.0
20180524,94.747,23.61,377.0
20180525,93.124,35.224,235.0
20180526,76.183,36.022,119.0
20180527,68.095,29.616,116.0
20180528,46.282,24.423,177.0
20180530,43.288,26.533,269.0
20180531,40.144,24.624,204.0
20180602,38.278,24.182,68.0
20180603,30.227,21.522,70.0
20180604,35.306,26.061,120.0
20180605,35.865,27.709,139.0
20180606,41.595,33.558,68.0
20180607,47.78,36.867,180.0
20180608,35.425,26.068,117.0
20180609,41.117,29.124,52.0
20180610,9.767,6.717,77.0
20180611,13.431,7.374,113.0
20180612,20.846,13.247,111.0
20180613,32.208,24.639,57.0
20180614,34.894,28.157,89.0
20180615,17.953,11.519,118.0
20180616,27.953,17.718,62.0
20180617,49.192,33.86,105.0
20180618,44.231,34.026,104.0
20180619,39.702,30.877,92.0
20180620,44.049,36.135,81.0
20180621,43.117,32.759,103.0
20180622,50.774,35.644,60.0
20180623,45.699,32.062,64.0
20180624,68.004,46.385,132.0
20180625,60.248,39.756,116.0
20180626,57.337,44.234,116.0
20180627,36.304,27.506,76.0
20180628,34.856,26.992,146.0
20180629,49.411,33.881,38.0
20180630,76.722,58.176,9.0
