Date,pm10,pm25,COUNT_T
20180401,68.307,32.397,234.0
20180402,67.281,26.312,371.0
20180403,70.257,23.785,251.0
20180404,21.387,11.505,352.0
20180405,12.054,6.794,293.0
20180406,81.514,21.542,627.0
20180407,46.028,18.327,207.0
20180408,33.235,15.892,199.0
20180409,48.706,30.944,407.0
20180410,51.076,22.392,278.0
20180411,76.484,31.18,357.0
20180412,51.911,17.453,236.0
20180413,37.962,13.747,223.0
20180414,26.854,13.385,95.0
20180416,33.765,19.99,318.0
20180417,56.142,30.792,350.0
20180418,66.205,31.72,436.0
20180419,76.787,36.84,361.0
20180420,94.758,50.261,361.0
20180421,74.165,39.705,159.0
20180422,41.163,22.635,198.0
20180423,12.854,8.64,179.0
20180424,12.926,6.031,259.0
20180425,31.627,21.853,298.0
20180426,47.333,32.374,258.0
20180427,59.25,42.422,165.0
20180428,72.611,47.686,159.0
20180429,67.125,39.306,196.0
20180430,94.304,68.356,358.0
20180501,77.969,60.312,257.0
20180502,58.65,47.896,226.0
20180503,32.859,16.488,210.0
20180504,56.407,20.15,171.0
20180505,51.906,24.369,70.0
20180506,20.671,11.269,38.0
20180507,41.727,21.694,101.0
20180508,26.614,9.931,265.0
20180509,29.254,10.391,209.0
20180510,47.545,27.234,244.0
20180511,95.499,61.517,192.0
20180512,40.578,25.845,56.0
20180513,33.37,25.683,130.0
20180514,112.417,91.378,313.0
20180515,88.037,65.628,273.0
20180516,42.578,30.145,228.0
20180517,24.729,14.883,185.0
20180518,18.168,11.154,107.0
20180519,18.798,9.304,91.0
20180520,16.582,8.794,104.0
20180521,28.114,14.933,148.0
20180522,51.344,34.906,94.0
20180523,55.353,15.105,318.0
20180524,121.141,33.223,377.0
20180525,114.654,46.453,235.0
20180526,90.86,44.574,119.0
20180527,80.028,35.165,116.0
20180528,59.002,31.476,177.0
20180530,55.437,40.185,269.0
20180531,54.183,33.28,204.0
20180602,45.249,27.128,68.0
20180603,36.296,23.824,70.0
20180604,43.663,28.893,120.0
20180605,47.962,34.465,139.0
20180606,49.438,35.48,68.0
20180607,56.047,43.109,180.0
20180608,40.212,27.385,117.0
20180609,50.471,35.778,52.0
20180610,16.756,10.834,77.0
20180611,18.057,9.482,113.0
20180612,24.553,16.175,111.0
20180613,38.352,26.519,57.0
20180614,40.474,29.381,89.0
20180615,27.292,19.263,118.0
20180616,36.251,20.943,62.0
20180617,60.235,42.154,105.0
20180618,56.944,38.695,104.0
20180619,48.398,35.93,92.0
20180620,56.912,42.613,81.0
20180621,55.371,38.777,103.0
20180622,61.319,42.26,60.0
20180623,56.647,35.942,64.0
20180624,71.117,52.137,132.0
20180625,78.822,54.233,116.0
20180626,56.442,43.39,116.0
20180627,42.761,32.598,76.0
20180628,38.893,27.864,146.0
20180629,57.612,47.573,38.0
20180630,66.576,52.385,9.0
20180701,20.454,13.527,26.0
20180702,16.252,8.497,86.0
20180703,25.026,17.388,53.0
20180704,40.542,21.332,63.0
20180705,27.212,19.674,53.0
20180706,15.062,6.236,180.0
20180707,18.656,8.599,36.0
20180708,26.94,18.149,56.0
20180709,17.528,7.751,59.0
20180710,27.844,11.644,62.0
20180711,42.818,21.178,78.0
20180712,36.782,16.304,92.0
20180713,28.81,10.643,27.0
20180714,32.59,15.538,21.0
20180715,31.436,17.478,51.0
20180716,31.088,17.178,30.0
20180717,31.292,20.19,80.0
20180718,42.719,30.59,114.0
20180719,34.927,22.024,83.0
20180720,51.941,32.118,69.0
20180721,54.248,35.21,80.0
20180722,39.844,26.172,26.0
20180723,46.876,26.687,50.0
20180724,59.063,39.542,53.0
20180725,47.291,33.2,56.0
20180726,55.622,42.027,93.0
20180727,58.281,41.024,51.0
20180728,42.805,29.886,17.0
20180729,31.785,22.502,20.0
20180730,20.079,9.252,51.0
20180731,34.381,18.029,72.0
20180801,50.473,26.798,22.0
20180802,47.247,28.368,33.0
20180803,63.622,43.282,84.0
20180804,41.526,25.962,20.0
20180805,39.185,24.603,23.0
20180806,46.162,27.513,57.0
20180807,31.286,17.236,122.0
