Date,pm10,pm25,COUNT_T
20180401,53.555,26.158,234.0
20180402,60.314,23.819,371.0
20180403,53.151,15.165,251.0
20180404,10.854,5.116,352.0
20180405,5.479,3.09,293.0
20180406,63.715,14.019,627.0
20180407,31.053,14.207,207.0
20180408,23.935,11.581,199.0
20180409,46.911,26.978,407.0
20180410,31.58,15.746,278.0
20180411,50.126,20.692,357.0
20180412,30.609,10.388,236.0
20180413,25.351,10.168,223.0
20180414,17.024,8.866,95.0
20180416,25.183,14.243,318.0
20180417,46.709,22.041,350.0
20180418,57.928,24.665,436.0
20180419,67.427,30.606,361.0
20180420,74.394,39.244,361.0
20180421,90.223,53.207,159.0
20180422,33.12,17.183,198.0
20180423,7.367,4.632,179.0
20180424,8.67,5.201,259.0
20180425,22.54,17.025,298.0
20180426,35.653,23.898,258.0
20180427,32.397,23.818,165.0
20180428,52.139,35.193,159.0
20180429,34.479,18.899,196.0
20180430,77.81,57.036,358.0
20180501,83.582,65.78,257.0
20180502,42.573,33.429,226.0
20180503,20.453,10.176,210.0
20180504,37.438,15.619,171.0
20180505,40.109,19.282,70.0
20180506,9.871,6.666,38.0
20180507,22.156,15.42,101.0
20180508,7.25,2.932,265.0
20180509,17.114,6.057,209.0
20180510,38.688,21.198,244.0
20180511,79.228,53.852,192.0
20180512,29.517,19.519,56.0
20180513,11.85,8.638,130.0
20180514,81.324,64.587,313.0
20180515,101.82,79.59,273.0
20181010,13.779,4.114,76.0
20181011,17.238,7.94,97.0
20181012,26.683,13.542,73.0
20181013,28.974,16.885,15.0
20181014,30.156,18.814,70.0
20181015,58.983,35.556,454.0
20181016,62.222,35.714,400.0
20181017,38.907,20.407,243.0
20181018,17.442,9.937,123.0
20181019,22.17,10.265,85.0
20181020,31.788,15.906,71.0
20181021,29.331,16.856,120.0
20181022,50.5,29.962,201.0
20181023,51.005,29.308,275.0
20181024,46.251,18.832,231.0
20181025,38.174,18.107,115.0
20181026,34.835,18.755,79.0
20181027,27.479,6.231,30.0
20181028,15.542,8.676,71.0
20181029,17.941,8.476,85.0
20181030,19.828,9.881,154.0
20181031,19.274,10.083,62.0
20181101,29.991,16.701,108.0
20181102,34.635,19.434,90.0
20181103,41.038,26.07,96.0
20181104,35.913,24.027,229.0
20181105,47.689,30.286,390.0
20181106,122.686,84.46,613.0
20181107,59.935,43.498,588.0
20181108,8.138,3.875,435.0
20181109,46.91,26.833,372.0
20181110,85.328,53.639,247.0
20181111,88.506,54.664,351.0
20181112,30.078,15.367,371.0
20181113,37.012,22.285,458.0
20181114,29.189,17.938,341.0
20181115,41.322,27.667,283.0
20181116,51.56,36.108,379.0
20181117,31.422,18.954,120.0
20181118,35.485,22.94,173.0
20181119,49.257,28.256,311.0
20181120,46.809,19.889,288.0
20181121,35.663,16.334,174.0
20181122,23.551,10.87,26.0
20181123,28.585,14.1,106.0
20181124,18.78,12.226,73.0
20181125,33.503,23.837,230.0
20181126,53.49,33.733,442.0
20181127,108.597,55.88,500.0
20181128,124.14,18.022,520.0
20181129,75.988,18.467,403.0
20181130,61.809,19.196,366.0
20181201,42.01,19.863,170.0
20181202,43.849,21.767,163.0
20181203,41.657,19.826,245.0
20181204,35.594,18.551,206.0
20181205,32.538,12.883,187.0
20181206,36.032,17.447,88.0
20181207,21.322,8.498,79.0
20181208,24.514,9.864,40.0
20181209,25.477,11.589,63.0
20181210,31.779,16.161,122.0
20181211,35.79,20.09,166.0
20181212,41.53,20.919,224.0
20181213,33.962,20.233,123.0
20181214,40.934,21.176,73.0
20181215,56.188,35.852,98.0
20181216,48.179,32.185,216.0
20181217,73.083,45.805,482.0
20181218,58.756,33.608,363.0
20181219,57.638,35.181,369.0
20181220,65.722,43.874,422.0
20181221,71.436,46.377,395.0
20181222,91.937,64.894,340.0
20181223,68.044,41.462,242.0
20181224,31.812,18.94,166.0
20181225,41.472,26.64,155.0
20181226,55.718,31.793,210.0
20181227,40.82,16.358,112.0
20181228,47.092,19.062,135.0
20181229,49.547,16.744,91.0
20181230,45.061,24.692,71.0
20181231,59.358,39.365,93.0
20190101,48.427,33.584,88.0
20190102,44.608,31.458,188.0
20190103,57.155,37.543,240.0
20190104,68.166,49.57,373.0
20190105,94.573,65.849,267.0
20190106,68.047,34.187,224.0
20190107,68.633,46.438,436.0
20190108,50.874,26.199,264.0
20190110,74.063,44.908,308.0
20190111,79.644,55.494,295.0
20190112,105.227,78.869,364.0
20190113,135.377,98.671,617.0
20190114,305.685,233.288,617.0
20190115,208.028,136.504,502.0
20190116,67.64,24.735,357.0
20190117,53.596,30.523,292.0
20190118,61.26,37.691,439.0
20190119,92.522,65.013,420.0
20190120,72.511,38.512,384.0
20190121,68.163,35.989,369.0
20190122,87.351,43.928,417.0
20190125,62.733,34.251,313.0
20190126,51.019,27.772,183.0
20190127,57.503,34.092,218.0
20190128,96.705,36.453,259.0
20190129,87.918,30.218,344.0
20190130,80.161,44.513,297.0
20190131,87.784,33.193,196.0
20190201,60.435,28.017,261.0
20190202,72.573,46.665,182.0
20190203,48.362,35.984,142.0
20190204,92.535,50.822,245.0
20190205,93.648,34.976,199.0
20190206,102.681,39.234,329.0
20190209,52.058,28.426,160.0
20190210,54.527,31.751,201.0
20190211,46.328,29.774,335.0
20190212,55.742,38.442,382.0
20190213,43.467,24.947,317.0
20190214,54.423,28.847,378.0
20190215,39.158,27.034,448.0
20190217,41.611,30.313,240.0
20190218,39.894,25.192,350.0
20190219,52.803,39.82,331.0
20190220,57.108,47.74,410.0
20190221,86.872,71.004,468.0
20190224,55.774,42.502,437.0
20190225,103.899,80.531,395.0
20190226,61.578,32.186,343.0
20190227,64.142,40.28,365.0
20190228,103.885,73.053,402.0
20190301,134.62,96.494,533.0
20190302,147.061,107.387,384.0
20190303,131.474,95.962,523.0
20190304,191.155,137.237,483.0
20190305,299.758,211.969,548.0
20190306,195.49,136.973,519.0
20190307,59.708,45.513,485.0
20190311,81.769,49.967,364.0
20190312,94.995,58.868,358.0
20190313,52.448,17.168,307.0
20190314,58.176,29.406,305.0
20190315,67.086,40.703,334.0
20190316,53.385,37.479,262.0
20190317,47.953,30.742,392.0
20190319,67.306,42.97,363.0
20190320,93.657,66.506,291.0
20190321,39.646,31.018,375.0
20190322,38.789,26.055,304.0
20190323,28.609,19.855,216.0
20190324,31.465,18.401,1.0
20190326,71.835,44.727,333.0
20190327,95.025,61.792,353.0
20190328,86.078,53.925,326.0
20190329,42.362,22.118,277.0
20190330,47.774,34.922,208.0
20190331,43.844,30.63,388.0
