Date,pm10,pm25,COUNT_T
20180401,86.992,40.418,234.0
20180402,86.576,33.476,371.0
20180403,75.861,21.787,251.0
20180404,37.92,15.752,352.0
20180405,13.601,8.144,293.0
20180406,78.094,19.052,627.0
20180407,99.662,42.251,207.0
20180408,66.395,32.629,199.0
20180409,60.825,37.599,407.0
20180410,63.936,31.673,278.0
20180411,88.117,34.275,357.0
20180412,66.061,23.822,236.0
20180413,65.144,28.467,223.0
20180414,29.274,14.811,95.0
20180416,44.636,26.896,318.0
20180417,70.829,36.057,350.0
20180418,90.924,44.017,436.0
20180419,98.492,44.592,361.0
20180420,135.626,67.997,361.0
20180421,96.588,51.472,159.0
20180422,43.015,22.118,198.0
20180423,14.276,7.88,179.0
20180424,13.519,7.264,259.0
20180425,34.928,25.127,298.0
20180426,40.926,26.91,258.0
20180427,47.326,31.776,165.0
20180428,58.501,35.638,159.0
20180429,47.247,26.672,196.0
20180430,70.228,46.342,358.0
20180501,58.395,38.935,257.0
20180502,45.696,31.896,226.0
20180503,22.313,11.032,210.0
20180504,34.103,13.254,171.0
20180505,31.698,14.506,70.0
20180506,13.981,7.975,38.0
20180507,27.163,13.456,101.0
20180508,17.042,7.248,265.0
20180509,19.671,6.89,209.0
20180510,35.654,17.933,244.0
20180511,57.461,32.515,192.0
20180512,29.249,17.512,56.0
20180513,21.255,13.108,130.0
20180514,77.141,47.852,313.0
20180515,66.453,46.462,273.0
20180516,37.513,25.122,228.0
20180517,21.095,12.558,185.0
20180518,15.3,5.399,107.0
20180519,13.006,5.875,91.0
20180520,12.017,6.309,104.0
20180521,20.743,10.676,148.0
20180522,38.379,23.042,94.0
20180523,41.153,10.047,318.0
20180524,75.454,16.393,377.0
20180525,83.151,30.292,235.0
20180526,68.708,31.923,119.0
20180527,61.842,27.19,116.0
20180528,47.892,24.06,177.0
20180530,47.323,27.728,269.0
20180531,46.642,25.869,204.0
20180602,38.664,22.362,68.0
20180603,29.501,19.354,70.0
20180604,34.594,22.69,120.0
20180605,35.207,23.342,139.0
20180606,38.468,26.179,68.0
20180607,44.576,28.328,180.0
20180608,31.697,20.169,117.0
20180609,38.658,22.873,52.0
20180610,12.494,6.66,77.0
20180611,14.824,5.915,113.0
20180612,21.09,11.644,111.0
20180613,30.472,18.505,57.0
20180614,33.095,20.886,89.0
20180615,20.591,11.339,118.0
20180616,27.72,13.873,62.0
20180617,51.193,31.293,105.0
20180618,39.704,25.446,104.0
20180619,38.701,25.25,92.0
20180620,39.597,26.103,81.0
20180621,38.035,24.63,103.0
20180622,45.776,27.275,60.0
20180623,41.671,23.575,64.0
20180624,62.252,36.121,132.0
20180625,55.06,30.708,116.0
20180626,51.958,31.907,116.0
20180627,33.073,20.653,76.0
20180628,29.589,18.839,146.0
20180629,43.845,30.952,38.0
20180630,55.312,37.343,9.0
20180701,18.646,12.995,26.0
20180702,16.838,11.039,86.0
20180703,18.442,12.357,53.0
20180704,29.772,20.106,63.0
20180705,24.641,19.682,53.0
20180706,11.098,5.803,180.0
20180707,13.058,8.188,36.0
20180708,19.481,12.946,56.0
20180709,15.05,10.724,59.0
20180710,24.35,16.235,62.0
20180711,38.453,25.724,78.0
20180712,35.035,20.99,92.0
20180713,26.135,18.244,27.0
20180714,25.564,18.772,21.0
20180715,26.195,20.229,51.0
20180716,27.556,21.652,30.0
