Date,pm10,pm25,COUNT_T
20180401,73.353,37.626,234.0
20180402,75.061,31.152,371.0
20180403,81.365,26.491,251.0
20180404,18.177,11.606,352.0
20180405,12.874,5.048,293.0
20180406,119.234,39.861,627.0
20180407,61.859,31.251,207.0
20180408,45.321,21.859,199.0
20180409,48.381,32.988,407.0
20180410,55.178,23.5,278.0
20180411,87.489,36.905,357.0
20180412,48.413,16.461,236.0
20180413,38.084,16.61,223.0
20180414,29.22,15.478,95.0
20180416,42.792,26.956,318.0
20180417,69.964,34.742,350.0
20180418,83.327,35.521,436.0
20180419,109.149,48.183,361.0
20180420,107.175,57.008,361.0
20180421,88.673,51.006,159.0
20180422,44.928,27.837,198.0
20180423,14.034,9.383,179.0
20180424,12.74,6.665,259.0
20180425,36.009,25.857,298.0
20180426,54.299,39.692,258.0
20180427,64.031,44.026,165.0
20180428,71.86,49.285,159.0
20180429,63.435,39.083,196.0
20180430,95.159,73.267,358.0
20180501,94.055,76.965,257.0
20180502,55.147,42.325,226.0
20180503,30.668,12.097,210.0
20180504,57.285,16.63,171.0
20180505,50.557,21.108,70.0
20180506,17.699,8.044,38.0
20180507,38.59,16.429,101.0
20180508,21.613,6.763,265.0
20180509,25.776,7.961,209.0
20180510,51.697,23.742,244.0
20180511,87.678,56.547,192.0
20180512,35.218,21.594,56.0
20180513,27.73,16.888,130.0
20180514,92.583,65.321,313.0
20180515,69.749,46.704,273.0
20180516,39.828,26.062,228.0
20180517,18.553,7.694,185.0
20180518,22.69,6.858,107.0
20180519,15.929,4.24,91.0
20180520,13.123,4.048,104.0
20180521,21.86,8.468,148.0
20180522,45.39,27.678,94.0
20180523,53.038,12.836,318.0
20180524,123.538,32.021,377.0
20180525,105.303,42.251,235.0
20180526,76.265,36.369,119.0
20180527,73.725,32.692,116.0
20180528,52.453,25.649,177.0
20180530,50.876,31.369,269.0
20180531,46.801,24.933,204.0
20180602,38.745,19.901,68.0
20180603,29.441,16.066,70.0
20180604,38.003,21.394,120.0
20180605,39.44,23.624,139.0
20180606,44.398,27.697,68.0
20180607,51.274,33.701,180.0
20180608,37.86,22.36,117.0
20180609,38.518,23.199,52.0
20180610,13.197,5.145,77.0
20180611,14.546,3.903,113.0
20180612,22.46,9.681,111.0
20180613,38.043,22.438,57.0
20180614,38.108,24.606,89.0
20180615,21.809,8.608,118.0
20180616,30.413,14.02,62.0
20180617,53.891,33.919,105.0
20180618,47.148,28.994,104.0
20180619,46.494,28.795,92.0
20180620,50.632,33.25,81.0
20180621,54.162,34.698,103.0
