Date,pm10,pm25,COUNT_T
20180401,68.328,35.257,234.0
20180402,72.006,29.909,371.0
20180403,72.838,24.296,251.0
20180404,17.746,10.958,352.0
20180405,9.926,3.923,293.0
20180406,92.338,33.448,627.0
20180407,51.226,25.211,207.0
20180408,37.168,18.165,199.0
20180409,43.366,29.781,407.0
20180410,55.989,24.119,278.0
20180411,75.644,32.29,357.0
20180412,52.984,18.356,236.0
20180413,44.763,19.724,223.0
20180414,30.43,15.921,95.0
20180416,40.715,25.58,318.0
20180417,64.55,32.638,350.0
20180418,75.336,32.05,436.0
20180419,85.021,37.799,361.0
20180420,94.153,49.471,361.0
20180421,65.883,36.151,159.0
20180422,46.21,28.751,198.0
20180423,13.374,9.251,179.0
20180424,14.318,7.122,259.0
20180425,35.187,25.553,298.0
20180426,49.102,35.899,258.0
20180427,52.447,35.976,165.0
20180428,62.182,42.043,159.0
20180429,60.924,37.515,196.0
20180430,78.299,60.113,358.0
20180501,69.223,56.901,257.0
20180502,45.816,36.245,226.0
20180503,33.792,12.572,210.0
20180504,59.751,16.981,171.0
20180505,55.933,23.495,70.0
20180506,22.419,10.404,38.0
20180507,43.408,18.429,101.0
20180508,24.743,7.831,265.0
20180509,28.095,8.609,209.0
20180510,48.643,21.642,244.0
20180511,80.664,51.468,192.0
20180512,40.006,24.944,56.0
20180513,26.302,15.985,130.0
20180514,90.71,63.929,313.0
20180515,83.294,56.697,273.0
20180516,45.208,29.501,228.0
20180517,29.73,12.368,185.0
20180518,18.063,6.319,107.0
20180519,16.76,3.857,91.0
20180520,16.788,5.252,104.0
20180521,26.177,10.201,148.0
20180522,48.013,29.215,94.0
20180523,65.968,17.138,318.0
20180524,124.882,32.302,377.0
20180525,116.173,46.258,235.0
20180526,95.935,45.958,119.0
20180527,80.649,35.737,116.0
20180528,60.095,29.411,177.0
20180530,56.862,34.917,269.0
20180531,45.972,23.831,204.0
20180602,51.868,26.245,68.0
20180603,37.701,20.532,70.0
20180604,47.677,27.005,120.0
20180605,48.231,29.005,139.0
20180606,50.669,31.767,68.0
20180607,55.47,36.328,180.0
20180608,49.284,29.216,117.0
20180609,50.218,30.431,52.0
20180610,16.607,6.567,77.0
20180611,20.729,5.69,113.0
20180612,32.098,14.249,111.0
20180613,48.013,28.669,57.0
20180614,47.488,30.99,89.0
20180615,29.08,11.764,118.0
20180616,37.906,17.765,62.0
20180617,58.573,36.944,105.0
20180618,60.754,37.594,104.0
20180619,57.681,35.79,92.0
20180620,60.971,40.278,81.0
20180621,59.224,33.185,103.0
20180622,62.384,34.612,60.0
20180623,60.156,31.284,64.0
20180624,82.392,51.016,132.0
20180625,76.513,45.428,116.0
20180626,61.59,41.915,116.0
20180627,49.794,32.243,76.0
20180628,49.79,31.048,146.0
20180629,67.655,42.333,38.0
20180630,80.419,55.834,9.0
20180701,29.184,12.121,26.0
20180702,25.547,8.441,86.0
20180703,40.497,15.719,53.0
20180704,38.346,17.832,63.0
20180705,43.897,20.961,53.0
20180706,14.454,4.94,180.0
20180707,23.776,7.975,36.0
20180708,34.225,14.317,56.0
20180709,25.901,10.795,59.0
20180710,39.003,17.405,62.0
20180711,56.955,32.373,78.0
20180712,46.688,24.349,92.0
20180713,41.611,20.5,27.0
20180714,44.815,20.786,21.0
20180715,44.608,24.026,51.0
20180716,45.736,25.432,30.0
20180717,49.647,30.676,80.0
20180718,58.521,38.88,114.0
20180719,50.579,29.41,83.0
20180720,67.21,38.885,69.0
20180721,67.017,39.308,80.0
20180722,54.241,26.443,26.0
20180723,57.407,28.36,50.0
20180724,68.466,38.515,53.0
20180725,63.87,33.413,56.0
20180726,75.779,44.298,93.0
20180727,76.447,46.408,51.0
20180728,57.879,36.742,17.0
20180729,46.996,26.391,20.0
20180730,31.432,13.126,51.0
20180731,42.681,22.58,72.0
20180801,66.898,37.167,22.0
20180802,61.862,36.696,33.0
20180803,80.071,52.633,84.0
20180804,50.452,27.481,20.0
20180805,49.515,29.292,23.0
20180806,51.817,31.198,57.0
20180807,40.635,20.103,122.0
20180808,48.163,28.042,49.0
20180809,41.194,27.537,59.0
20180810,43.507,22.633,16.0
20180811,29.095,11.543,16.0
20180812,34.285,17.238,14.0
20180813,59.025,36.506,27.0
20180814,61.533,39.151,14.0
20180815,62.458,41.029,10.0
20180816,48.815,24.839,36.0
20180817,44.349,20.267,20.0
20180818,48.311,17.931,13.0
20180819,56.538,29.464,14.0
20180820,66.961,36.742,36.0
20180821,50.356,21.391,75.0
20180822,57.518,28.507,37.0
20180823,37.982,14.428,11.0
20180824,26.749,8.259,16.0
20180825,51.797,21.787,15.0
20180826,42.703,20.183,18.0
20180827,28.112,11.122,49.0
20180828,33.053,7.751,49.0
20180829,34.458,12.988,17.0
20180830,47.953,23.874,55.0
20180831,47.302,26.18,59.0
20180901,42.865,17.693,18.0
20180902,33.694,9.22,43.0
20180903,33.511,13.509,60.0
20180904,43.445,19.223,44.0
20180905,55.305,16.767,59.0
20180906,54.449,24.446,60.0
20180907,53.325,26.34,39.0
20180908,52.892,19.096,12.0
20180909,46.461,19.332,38.0
20180910,29.722,10.027,41.0
20180911,29.098,9.895,49.0
20180912,34.683,12.706,52.0
20180913,40.84,17.574,67.0
20180914,42.279,17.341,19.0
20180915,29.108,11.565,14.0
20180916,51.281,31.347,12.0
20180917,46.871,23.056,54.0
20180918,59.825,26.637,76.0
20180919,67.68,30.652,54.0
20180920,35.958,23.334,48.0
20180921,18.188,4.819,20.0
20180922,46.461,13.524,15.0
20180923,54.447,13.256,15.0
20180924,27.844,8.608,5.0
20180925,29.049,13.183,7.0
20180926,16.487,8.794,10.0
20180927,17.842,8.693,37.0
20180928,32.501,11.874,42.0
20180929,37.29,18.256,12.0
20180930,36.504,15.751,19.0
20181001,27.058,13.892,61.0
20181002,38.462,19.152,38.0
20181003,41.603,23.196,13.0
20181004,36.337,20.119,82.0
20181005,22.009,11.72,22.0
20181006,12.781,4.937,4.0
20181007,37.017,13.844,21.0
20181008,30.494,11.46,31.0
20181009,37.648,18.612,89.0
20181010,31.326,16.708,76.0
20181011,26.358,12.83,97.0
20181012,35.619,19.101,73.0
20181013,47.966,33.38,15.0
20181014,63.201,43.806,70.0
20181015,76.739,47.231,454.0
20181016,86.62,50.115,400.0
20181017,63.951,34.542,243.0
20181018,31.325,16.31,123.0
20181019,37.245,20.865,85.0
20181020,64.122,36.959,71.0
20181021,55.547,37.112,120.0
20181022,76.351,52.506,201.0
20181023,81.84,56.759,275.0
20181024,63.392,30.848,231.0
20181025,59.367,33.185,115.0
20181026,56.304,36.001,79.0
20181027,47.864,11.574,30.0
20181028,24.848,14.924,71.0
20181029,27.694,14.525,85.0
20181030,33.808,18.522,154.0
20181031,31.407,21.344,62.0
20181101,52.867,33.96,108.0
20181102,61.649,40.403,90.0
20181103,71.159,50.876,96.0
20181104,70.117,51.956,229.0
20181105,82.051,57.983,390.0
20181106,127.462,91.941,613.0
20181107,75.657,58.647,588.0
20181108,19.966,14.146,435.0
20181109,69.179,39.977,372.0
20181110,118.458,80.899,247.0
20181111,109.488,76.037,351.0
20181112,51.192,29.483,371.0
20181113,69.61,43.891,458.0
20181114,54.747,39.694,341.0
20181115,75.01,56.834,283.0
20181116,80.945,61.477,379.0
