Date,pm10,pm25,COUNT_T
20180401,71.583,37.279,234.0
20180402,74.367,31.0,371.0
20180403,74.267,25.023,251.0
20180404,16.062,9.883,352.0
20180405,10.328,3.99,293.0
20180406,81.665,29.494,627.0
20180407,40.054,19.118,207.0
20180408,24.244,11.767,199.0
20180409,38.476,26.324,407.0
20180410,44.555,18.809,278.0
20180411,67.869,28.922,357.0
20180412,40.293,13.883,236.0
20180413,29.829,12.99,223.0
20180414,25.355,13.257,95.0
20180416,30.054,19.006,318.0
20180417,59.353,29.153,350.0
20180418,73.478,31.387,436.0
20180419,89.594,39.867,361.0
20180420,111.064,58.384,361.0
20180421,71.135,40.042,159.0
20180422,51.719,32.041,198.0
20180423,12.47,8.522,179.0
20180424,12.315,6.174,259.0
20180425,33.408,23.592,298.0
20180426,52.208,37.878,258.0
20180427,61.578,42.708,165.0
20180428,67.483,46.452,159.0
20180429,69.024,43.082,196.0
20180430,100.847,77.865,358.0
20180501,98.172,80.175,257.0
20180502,63.101,49.149,226.0
20180503,26.433,10.293,210.0
20180504,55.209,15.892,171.0
20180505,54.063,22.852,70.0
20180506,20.041,9.088,38.0
20180507,40.556,17.596,101.0
20180508,19.606,5.994,265.0
20180509,25.515,7.756,209.0
20180510,50.55,23.468,244.0
20180511,94.148,60.069,192.0
20180512,39.023,24.043,56.0
20180513,28.149,17.15,130.0
20180514,94.121,66.247,313.0
20180515,80.924,55.294,273.0
20180516,42.072,27.543,228.0
20180517,20.087,8.25,185.0
20180518,12.807,3.964,107.0
20180519,14.603,4.081,91.0
20180520,12.263,3.999,104.0
20180521,21.993,8.599,148.0
20180522,47.206,28.856,94.0
20180523,47.981,11.856,318.0
20180524,87.081,22.259,377.0
20180525,81.068,32.257,235.0
20180526,67.772,33.55,119.0
20180528,50.521,23.529,177.0
20180530,50.818,31.763,269.0
20180531,38.253,20.09,204.0
20180602,38.363,19.732,68.0
20180603,28.227,15.235,70.0
20180604,36.273,20.476,120.0
20180605,38.056,22.631,139.0
20180606,42.885,26.634,68.0
20180607,49.243,31.983,180.0
20180608,34.933,20.698,117.0
20180609,38.28,23.678,52.0
20180610,9.036,3.463,77.0
20180611,12.392,3.372,113.0
20180612,20.471,8.685,111.0
20180613,34.027,19.803,57.0
20180614,38.301,24.695,89.0
20180615,19.978,7.905,118.0
20180616,25.649,11.689,62.0
20180617,51.934,32.31,105.0
20180618,45.817,28.164,104.0
20180619,35.775,21.964,92.0
20180620,40.978,27.026,81.0
20180621,34.699,19.377,103.0
20180622,39.427,22.426,60.0
20180623,44.297,23.147,64.0
20180624,69.363,43.262,132.0
20180625,57.072,33.594,116.0
20180626,49.837,33.729,116.0
20180627,35.801,23.308,76.0
20180628,37.897,23.937,146.0
20180629,51.553,32.024,38.0
20180630,65.481,45.236,9.0
20180701,19.939,8.52,26.0
20180702,14.774,4.713,86.0
20180703,22.261,8.478,53.0
20180704,29.637,14.785,63.0
20180705,27.247,13.919,53.0
20180706,9.658,4.041,180.0
20180707,13.416,4.766,36.0
20180708,24.853,10.262,56.0
20180709,14.436,5.815,59.0
20180710,25.009,11.006,62.0
20180711,44.092,24.906,78.0
20180712,37.985,19.284,92.0
20180713,27.253,13.286,27.0
20180714,26.948,12.245,21.0
20180715,27.635,14.569,51.0
20180716,27.49,14.995,30.0
20180717,25.643,15.396,80.0
20180718,32.522,21.487,114.0
20180719,32.506,19.741,83.0
20180720,36.272,20.793,69.0
20180721,38.844,22.722,80.0
20180722,29.222,14.215,26.0
20180723,32.345,15.765,50.0
20180724,35.53,19.651,53.0
20180725,31.967,16.48,56.0
20180726,40.792,23.635,93.0
20180727,40.901,24.624,51.0
20180728,30.897,19.15,17.0
20180729,28.291,15.496,20.0
20180730,18.819,7.641,51.0
20180731,27.826,14.803,72.0
20180801,41.843,22.994,22.0
20180802,45.913,27.567,33.0
20180803,58.33,38.19,84.0
20180804,30.728,16.604,20.0
20180805,27.304,15.921,23.0
