Date,pm10,pm25,COUNT_T
20180401,58.004,26.733,234.0
20180402,54.963,21.133,371.0
20180403,52.981,15.617,251.0
20180404,12.549,5.888,352.0
20180405,6.608,3.697,293.0
20180406,56.665,13.717,627.0
20180407,31.013,14.671,207.0
20180408,20.335,10.076,199.0
20180409,41.387,26.599,407.0
20180410,33.078,16.674,278.0
20180411,54.542,21.909,357.0
20180412,33.213,11.973,236.0
20180413,24.757,10.519,223.0
20180414,19.844,10.257,95.0
20180416,25.796,15.399,318.0
20180417,46.28,23.126,350.0
20180418,48.695,23.384,436.0
20180419,65.49,29.492,361.0
20180420,85.928,43.006,361.0
20180421,56.859,29.729,159.0
20180422,35.94,18.504,198.0
20180423,10.666,6.043,179.0
20180424,8.056,4.31,259.0
20180425,26.892,19.281,298.0
20180426,38.797,25.519,258.0
20180427,50.112,33.756,165.0
20180428,58.17,36.113,159.0
20180429,58.122,33.192,196.0
20180430,90.427,59.812,358.0
20180501,80.417,53.77,257.0
20180502,62.031,43.62,226.0
20180503,23.731,11.918,210.0
20180504,38.404,14.915,171.0
20180505,37.66,17.263,70.0
20180506,14.701,8.228,38.0
20180507,33.181,16.722,101.0
20180508,15.674,6.649,265.0
20180509,23.041,7.972,209.0
20180510,47.419,24.178,244.0
20180511,81.543,46.378,192.0
20180512,35.274,20.808,56.0
20180513,28.336,17.606,130.0
20180514,99.479,61.904,313.0
20180515,75.949,52.853,273.0
20180516,39.783,26.661,228.0
20180517,18.308,10.742,185.0
20180518,11.192,3.581,107.0
20180519,14.502,6.72,91.0
20180520,10.73,5.574,104.0
20180521,20.876,10.571,148.0
20180522,40.935,24.526,94.0
20180523,35.606,8.497,318.0
20180524,66.728,14.427,377.0
20180525,70.979,26.753,235.0
20180526,65.144,30.297,119.0
20180527,59.45,26.24,116.0
20180528,42.351,21.264,177.0
20180530,58.328,34.307,269.0
20180531,46.626,26.061,204.0
20180602,34.738,20.133,68.0
20180603,26.337,17.254,70.0
20180604,29.774,19.595,120.0
20180605,34.562,22.575,139.0
20180606,39.322,26.606,68.0
20180607,56.125,36.237,180.0
20180608,38.89,24.828,117.0
20180609,42.147,24.839,52.0
20180610,8.79,4.501,77.0
20180611,10.294,4.269,113.0
20180612,16.193,8.809,111.0
20180613,27.558,16.544,57.0
20180614,34.006,21.4,89.0
20180615,17.511,9.634,118.0
20180616,25.538,12.715,62.0
20180617,60.874,36.798,105.0
20180618,38.308,24.306,104.0
20180619,33.436,21.576,92.0
20180620,39.492,26.347,81.0
20180621,39.638,25.85,103.0
20180622,42.76,25.53,60.0
20180623,35.694,19.977,64.0
20180624,76.098,43.083,132.0
20180625,47.767,26.849,116.0
20180626,45.338,27.701,116.0
20180627,30.76,19.106,76.0
20180628,24.751,15.569,146.0
20180629,40.47,28.542,38.0
20180630,61.572,40.799,9.0
20180701,11.482,7.757,26.0
20180702,12.382,7.335,86.0
20180703,14.421,9.419,53.0
20180704,20.734,13.743,63.0
20180705,24.439,18.197,53.0
20180706,5.724,2.88,180.0
20180707,9.565,5.74,36.0
20180708,19.249,12.863,56.0
20180709,10.019,6.971,59.0
20180710,19.41,12.955,62.0
20180711,32.453,21.445,78.0
20180712,30.714,18.229,92.0
20180713,25.413,17.061,27.0
20180714,20.944,15.11,21.0
20180715,21.74,16.443,51.0
20180716,19.776,14.984,30.0
20180717,23.074,18.101,80.0
20180718,32.96,24.878,114.0
20180719,24.513,17.949,83.0
20180720,32.493,24.288,69.0
20180721,30.281,22.886,80.0
20180722,23.11,17.003,26.0
20180723,31.445,21.923,50.0
20180724,33.509,26.576,53.0
20180725,30.549,22.249,56.0
20180726,38.357,26.778,93.0
20180727,39.015,26.821,51.0
20180728,31.538,19.678,17.0
20180729,16.721,11.213,20.0
20180730,11.379,6.379,51.0
20180731,20.561,12.007,72.0
20180801,31.617,17.964,22.0
20180802,37.729,23.707,33.0
20180803,36.633,26.596,84.0
20180804,27.128,17.959,20.0
20180805,34.476,20.303,23.0
20180806,32.635,19.863,57.0
20180807,17.91,11.236,122.0
20180808,23.178,14.217,49.0
20180809,19.849,13.435,59.0
20180810,14.944,9.241,16.0
20180811,11.871,6.135,16.0
20180812,18.148,11.344,14.0
20180813,29.369,19.774,27.0
20180814,27.608,16.955,14.0
20180815,24.022,16.234,10.0
20180816,20.955,10.945,36.0
20180817,23.851,9.415,20.0
20180818,26.474,10.905,13.0
20180819,26.613,15.227,14.0
20180820,33.657,20.867,36.0
20180821,26.319,13.41,75.0
20180822,27.77,16.141,37.0
20180823,19.163,9.668,11.0
20180824,12.049,6.312,16.0
20180825,23.824,12.838,15.0
20180826,18.258,10.726,18.0
20180827,9.786,6.499,49.0
20180828,12.993,6.904,49.0
20180829,18.146,9.167,17.0
20180830,26.346,16.566,55.0
20180831,19.534,11.8,59.0
20180901,17.335,7.903,18.0
20180902,17.699,9.299,43.0
20180903,19.569,10.442,60.0
20180904,16.067,8.483,44.0
20180905,23.793,9.82,59.0
20180906,37.21,20.692,60.0
20180907,25.203,13.513,39.0
20180908,23.227,10.86,12.0
20180909,20.537,10.217,38.0
20180910,16.351,6.664,41.0
20180911,14.612,6.167,49.0
