Date,search,pm10,pm25,COUNT_T,TMST,retail,Linearindex
20180401,0.10178999999999999,74.559,38.94,234.0,1444.335,0.818,-1.5810411
20180402,0.10178999999999999,78.317,32.551,371.0,1575.576,0.809,-0.8894234
20180403,0.10178999999999999,77.29,25.604,251.0,1586.726,0.773,-0.73693734
20180404,0.10178999999999999,16.316,10.440999999999999,352.0,1582.6070000000002,0.7340000000000001,-0.8085731
20180405,0.10178999999999999,9.168,2.892,293.0,1518.786,0.752,-1.1947522
20180406,0.10178999999999999,77.50399999999999,27.266,627.0,1576.5639999999999,0.7240000000000001,-1.1475846
20180407,0.10178999999999999,37.729,17.917,207.0,1603.69,0.792,-0.5413678
20180408,0.07307999999999999,24.709,12.324000000000002,199.0,1365.389,0.882,-1.963196
20180409,0.07307999999999999,33.27,22.846,407.0,1583.384,0.7659999999999999,-0.6942959
20180410,0.07307999999999999,49.903999999999996,20.394000000000002,278.0,1622.7079999999999,0.81,-0.36272392
20180411,0.07307999999999999,71.762,30.616999999999997,357.0,1635.46,0.741,-0.34687543
20180412,0.07307999999999999,42.102,14.055,236.0,1621.536,0.782,-0.34688404
20180413,0.07307999999999999,29.498,12.725,223.0,1663.5020000000002,0.872,-0.0403359
20180414,0.07307999999999999,27.29,14.579,95.0,1544.72,0.856,-0.6848345
20180416,0.10178999999999999,31.499000000000002,19.641,318.0,1614.11,0.7340000000000001,-0.5554036
20180417,0.10178999999999999,61.292,29.886999999999997,350.0,1615.2120000000002,0.775,-0.5882166
20180418,0.10178999999999999,78.685,33.722,436.0,1648.9370000000001,0.742,-0.46447152
20180419,0.10178999999999999,87.73299999999999,39.667,361.0,1622.335,0.841,-0.5573227
20180420,0.10178999999999999,100.771,52.551,361.0,1674.4160000000002,0.838,-0.17812902
20180421,0.10178999999999999,69.251,38.534,159.0,1664.636,0.941,-0.0584634
20180422,0.06002999999999999,47.985,29.74,198.0,1366.651,0.914,-1.8538259
20180423,0.06002999999999999,14.09,9.802,179.0,1447.9379999999999,0.7020000000000001,-1.333754
20180424,0.06002999999999999,13.856,6.7989999999999995,259.0,1603.106,0.8009999999999999,-0.40665144
20180425,0.06002999999999999,31.401999999999997,22.785,298.0,1652.043,0.747,-0.07826656
20180426,0.06002999999999999,50.111999999999995,36.611999999999995,258.0,1655.7420000000002,0.7829999999999999,0.014375745
20180427,0.06002999999999999,57.763000000000005,40.113,165.0,1683.2160000000001,0.805,0.2832497
20180428,0.06002999999999999,65.878,44.705,159.0,1696.43,0.8340000000000001,0.38178533
20180429,0.0783,68.12,42.235,196.0,1487.875,0.855,-1.1212039
20180430,0.0783,91.667,70.46300000000001,358.0,1657.021,0.835,-0.07105412
20180501,0.0783,90.976,75.173,257.0,1625.0179999999998,0.752,-0.16099411
20180502,0.0783,60.806999999999995,48.422,226.0,1584.944,0.758,-0.4669302
20180503,0.0783,31.174,11.78,210.0,1713.2020000000002,0.721,0.26500064
20180504,0.0783,60.468,17.708,171.0,1814.3220000000001,0.871,0.9332284
20180505,0.0783,63.077,26.811,70.0,1734.646,0.8290000000000001,0.5462529
20180506,0.036539999999999996,29.169,13.522,38.0,1566.598,0.7979999999999999,-0.32776302
20180507,0.036539999999999996,48.361000000000004,21.247,101.0,1710.031,0.833,0.5522112
20180508,0.036539999999999996,22.671,7.154,265.0,1752.0,0.8540000000000001,0.65582466
20180509,0.036539999999999996,29.789,9.255,209.0,1702.745,0.773,0.38137582
20180510,0.036539999999999996,59.276,27.660999999999998,244.0,1670.866,0.7190000000000001,0.17145497
20180511,0.036539999999999996,100.10600000000001,64.956,192.0,1693.132,0.8220000000000001,0.46950066
20180512,0.036539999999999996,41.45,25.879,56.0,1558.32,0.7440000000000001,-0.36198103
20180513,0.054810000000000005,35.306,21.855,130.0,1504.207,0.86,-0.8781628
20180514,0.054810000000000005,94.986,66.926,313.0,1633.234,0.745,-0.100474946
20180515,0.054810000000000005,80.563,54.901,273.0,1681.191,0.763,0.22042985
20180516,0.054810000000000005,44.876000000000005,29.213,228.0,1581.18,0.789,-0.4483069
20180517,0.054810000000000005,28.076999999999998,11.697000000000001,185.0,1537.3029999999999,0.777,-0.7490594
20180518,0.054810000000000005,15.53,5.081,107.0,1658.031,0.742,0.10760855
20180519,0.054810000000000005,15.009,3.681,91.0,1763.129,0.8640000000000001,0.80520684
20180520,0.06264,12.48,3.81,104.0,1515.935,0.7879999999999999,-0.85702366
20180521,0.06264,23.485,9.462,148.0,1667.38,0.8009999999999999,0.09974664
20180522,0.06264,53.857,32.969,94.0,1581.996,0.731,-0.35352376
20180523,0.06264,53.551,13.489,318.0,1633.828,0.73,-0.3212457
20180524,0.06264,94.757,24.171999999999997,377.0,1666.015,0.752,-0.19711973
20180525,0.06264,88.72399999999999,35.035,235.0,1661.227,0.7879999999999999,-0.028256383
20180526,0.06264,79.229,37.965,119.0,1750.121,0.862,0.6972328
20180527,0.054810000000000005,76.579,33.92,116.0,1539.101,0.885,-0.6611275
20180528,0.054810000000000005,55.513999999999996,27.180999999999997,177.0,1686.118,0.797,0.25469163
20180530,0.054810000000000005,52.011,32.537,269.0,1733.852,0.815,0.51559085
20180531,0.054810000000000005,46.448,24.528000000000002,204.0,1806.349,0.813,1.0225772
20180602,0.054810000000000005,41.144,20.885,68.0,1916.155,0.917,1.8619651
20180603,0.04437,29.234,15.812999999999999,70.0,1684.6229999999998,0.9440000000000001,0.39065716
20180604,0.04437,36.708,20.666999999999998,120.0,1803.281,0.8009999999999999,1.1302844
20180605,0.04437,39.437,23.569000000000003,139.0,1804.809,0.777,1.1314889
20180606,0.04437,42.415,26.438000000000002,68.0,1670.9379999999999,0.86,0.32913482
20180607,0.04437,51.395,33.744,180.0,1777.5479999999998,0.823,0.94102615
20180608,0.04437,35.358000000000004,20.983,117.0,1839.5179999999998,0.848,1.3749094
20180609,0.04437,37.496,22.948,52.0,1836.879,0.929,1.4239502
20180610,0.028710000000000003,10.453,3.98,77.0,1611.1879999999999,0.888,-0.04511415
20180611,0.028710000000000003,12.707,3.3760000000000003,113.0,1787.246,0.8220000000000001,1.0669944
20180612,0.028710000000000003,23.354,10.245,111.0,1847.906,0.7929999999999999,1.4788873
20180613,0.028710000000000003,36.59,21.581,57.0,1698.095,0.836,0.577623
20180614,0.028710000000000003,38.835,25.178,89.0,1741.22,0.777,0.8437089
20180615,0.028710000000000003,22.194000000000003,8.951,118.0,1854.693,0.909,1.5126802
20180616,0.028710000000000003,31.971,14.757,62.0,1834.745,0.863,1.4434263
20180617,0.036539999999999996,53.971000000000004,33.874,105.0,1594.5120000000002,0.883,-0.15635249
20180618,0.036539999999999996,44.824,28.680999999999997,104.0,1782.44,0.8959999999999999,1.0686526
20190327,0.11223,201.0,138.0,353.0,1594.101,0.66,-0.5220804
