Date,search,pm10,pm25,COUNT_T,TMST,retail,Linearindex
20180401,0.028860000000000004,57.646,26.428,234.0,313.318,0.285,-1.4154088
20180402,0.028860000000000004,62.955,24.193,371.0,520.83,0.62,-0.17200948
20180403,0.028860000000000004,63.806000000000004,18.255,251.0,526.898,0.5479999999999999,-0.07332117
20180404,0.028860000000000004,16.815,7.745,352.0,568.831,0.606,0.160068
20180405,0.028860000000000004,10.724,6.319,293.0,495.545,0.5720000000000001,-0.2740319
20180406,0.028860000000000004,78.558,19.82,627.0,491.49199999999996,0.7170000000000001,-0.58548343
20180407,0.028860000000000004,43.492,20.105,207.0,411.279,0.495,-0.75955784
20180408,0.02072,30.599,15.597000000000001,199.0,298.652,0.39,-1.4184538
20180409,0.02072,36.005,23.913,407.0,518.247,0.66,-0.10346109
20180410,0.02072,47.901,23.854,278.0,559.998,0.7140000000000001,0.24155587
20180411,0.02072,67.876,26.74,357.0,553.7819999999999,0.5660000000000001,0.12619737
20180412,0.02072,51.239,18.315,236.0,548.245,0.8190000000000001,0.16668221
20180413,0.02072,40.701,17.598,223.0,501.955,0.677,-0.11347925
20180414,0.02072,29.15,15.322000000000001,95.0,372.538,0.375,-0.8611279
20180416,0.028860000000000004,38.63,23.281999999999996,318.0,547.995,0.652,0.07676292
20180417,0.028860000000000004,56.873999999999995,29.14,350.0,564.444,0.6609999999999999,0.15730849
20180418,0.028860000000000004,67.415,32.868,436.0,524.8480000000001,0.643,-0.16325565
20180419,0.028860000000000004,74.25,33.506,361.0,509.529,0.6609999999999999,-0.21871401
20180420,0.028860000000000004,93.64200000000001,46.753,361.0,524.979,0.675,-0.0941452
20180421,0.028860000000000004,70.515,36.938,159.0,411.54900000000004,0.494,-0.6978307
20180422,0.01702,47.722,24.805999999999997,198.0,285.887,0.41600000000000004,-1.4585625
20180423,0.01702,17.184,9.675,179.0,523.991,0.6759999999999999,0.09777765
20180424,0.01702,13.147,6.5489999999999995,259.0,572.615,0.633,0.35312554
20180425,0.01702,36.449,26.258000000000003,298.0,524.64,0.677,0.05562808
20180426,0.01702,46.152,30.54,258.0,529.299,0.647,0.11649929
20180427,0.01702,54.748999999999995,36.984,165.0,550.381,0.583,0.33243716
20180428,0.01702,62.332,37.571,159.0,414.659,0.478,-0.5601568
20180429,0.0222,63.516999999999996,35.598,196.0,331.44800000000004,0.33399999999999996,-1.1847409
20180430,0.0222,82.198,54.333999999999996,358.0,516.232,0.632,-0.043475207
20180501,0.0222,77.104,51.574,257.0,499.06,0.562,-0.0880753
20180502,0.0222,58.794,41.75,226.0,558.861,0.774,0.31334448
20180503,0.0222,34.784,17.118,210.0,624.188,0.602,0.6893525
20180504,0.0222,55.015,21.663,171.0,627.362,0.55,0.72460526
