Date,search,pm10,pm25,COUNT_T,TMST,retail,Linearindex
20180401,0.11622,51.213,24.965999999999998,234.0,3624.139,1.2830000000000001,-0.9939101
20180402,0.11622,57.117,22.544,371.0,4380.333,1.297,0.2332267
20180403,0.11622,50.867,14.597999999999999,251.0,4720.63,1.2990000000000002,0.9331817
20180404,0.11622,10.177999999999999,4.83,352.0,4426.775,1.306,0.348207
20180405,0.11622,4.312,2.676,293.0,4122.678,1.139,-0.15329103
20180406,0.11622,62.354,13.75,627.0,4140.043,1.28,-0.52326834
20180407,0.11622,30.307,13.991,207.0,3979.5429999999997,1.2109999999999999,-0.3320135
20180408,0.08344,24.609,11.975999999999999,199.0,3422.893,1.315,-1.2130562
20180409,0.08344,50.525,29.065,407.0,4212.225,1.21,0.08645257
20180410,0.08344,30.634,15.073,278.0,4581.342000000001,1.391,0.8449878
20180411,0.08344,49.461999999999996,20.464000000000002,357.0,4352.766,1.3530000000000002,0.33469832
20180412,0.08344,30.519000000000002,10.350999999999999,236.0,4264.528,1.328,0.26993373
20180413,0.08344,22.811,9.137,223.0,4359.019,1.444,0.46933722
20180414,0.08344,16.767,8.889,95.0,3906.875,1.2930000000000001,-0.22588527
20180416,0.11622,25.089000000000002,14.149000000000001,318.0,4333.54,1.365,0.2305379
20180417,0.11622,45.753,21.634,350.0,4623.277,1.3659999999999999,0.7253646
20180418,0.11622,57.841,24.609,436.0,4449.467000000001,1.364,0.31171995
20180419,0.11622,68.824,31.276,361.0,4381.8009999999995,1.3619999999999999,0.27220213
20180420,0.11622,100.694,51.605,361.0,4396.03,1.44,0.34779936
20180421,0.11622,64.102,35.585,159.0,4141.3240000000005,1.4980000000000002,0.06267125
20180422,0.06854,33.849000000000004,17.215999999999998,198.0,3569.34,1.465,-0.8735848
20180423,0.06854,8.451,5.263,179.0,4036.4559999999997,1.3730000000000002,-0.007870484
20180424,0.06854,10.356,5.841,259.0,4603.135,1.3869999999999998,0.9567254
20180425,0.06854,26.122,19.53,298.0,4580.13,1.4880000000000002,0.92769635
20180426,0.06854,38.019,25.564,258.0,4503.782999999999,1.436,0.8325245
20180427,0.06854,50.865,35.978,165.0,4457.302,1.416,0.8693649
20180428,0.06854,59.218,40.908,159.0,4120.15,1.389,0.2659424
20180429,0.0894,55.263999999999996,34.558,196.0,3743.0370000000003,1.416,-0.57758963
20180430,0.0894,93.001,68.505,358.0,4385.932,1.345,0.57889473
20180501,0.0894,83.805,65.001,257.0,4267.642,1.416,0.4580949
20180502,0.0894,64.681,51.251999999999995,226.0,4226.34,1.291,0.37076586
20180503,0.0894,21.441,10.895,210.0,4367.52,1.31,0.4893151
20180504,0.0894,37.078,15.498,171.0,4490.66,1.3259999999999998,0.73893684
20180505,0.0894,35.878,18.308,70.0,3819.825,1.179,-0.37587073
20180506,0.04172,12.460999999999999,7.769,38.0,3577.98,1.17,-0.60478145
20180507,0.04172,30.933000000000003,17.525,101.0,3805.42,1.273,-0.23129171
20180508,0.04172,12.634,4.803999999999999,265.0,4537.477,1.423,0.92436415
20180509,0.04172,23.014,8.588,209.0,4320.54,1.423,0.574678
20180510,0.04172,40.918,22.328000000000003,244.0,4258.262,1.216,0.47147015
20180511,0.04172,85.463,56.06,192.0,4276.178,1.306,0.6589643
20180512,0.04172,33.062,21.585,56.0,3445.1929999999998,1.229,-0.82882494
20180513,0.06258,21.943,16.129,130.0,3258.5879999999997,1.382,-1.3302548
20180514,0.06258,91.962,71.71,313.0,3981.3790000000004,1.2819999999999998,0.010682502
20180515,0.06258,76.602,58.735,273.0,4193.862,1.516,0.3924363
20180516,0.06258,38.211,27.43,228.0,4019.172,1.2329999999999999,0.0067795636
20180517,0.06258,14.447000000000001,9.728,185.0,4000.3790000000004,1.253,-0.04208694
20180518,0.06258,8.009,4.019,107.0,4224.568,1.327,0.42143366
