Date,search,pm10,pm25,COUNT_T,TMST,retail,Linearindex
20180401,0.032760000000000004,56.66,26.022,234.0,14775.795,1.255,-1.2899948
20180402,0.032760000000000004,58.188,22.353,371.0,28435.037,1.77,0.32544678
20180403,0.032760000000000004,55.331,16.178,251.0,29660.658,1.8769999999999998,0.54488367
20180404,0.032760000000000004,13.673,6.497000000000001,352.0,29619.215,1.795,0.502618
20180405,0.032760000000000004,10.732999999999999,6.237,293.0,28859.575,1.805,0.45486826
20180406,0.032760000000000004,64.874,15.097999999999999,627.0,29131.658,1.804,0.17025992
20180407,0.032760000000000004,31.285,14.719000000000001,207.0,22595.586,1.51,-0.2784699
20180408,0.02352,19.783,9.749,199.0,14765.498,1.419,-1.2004924
20180409,0.02352,38.375,24.486,407.0,28412.567000000003,1.699,0.4207011
20180410,0.02352,33.062,16.653,278.0,29952.159,1.9480000000000002,0.6834079
20180411,0.02352,54.007,21.616999999999997,357.0,30152.227000000003,1.797,0.6310101
20180412,0.02352,33.242,11.98,236.0,30542.709,1.825,0.7650204
20180413,0.02352,26.886999999999997,11.489,223.0,31268.397,1.895,0.87827444
20180414,0.02352,19.098,9.827,95.0,20826.558999999997,1.639,-0.34858155
20180416,0.032760000000000004,24.869,14.837,318.0,29289.4,1.75,0.50591063
20180417,0.032760000000000004,46.773999999999994,23.331,350.0,30373.865,1.825,0.6178774
20180418,0.032760000000000004,48.84,23.449,436.0,30582.112999999998,1.838,0.57631975
20180419,0.032760000000000004,66.39699999999999,29.794,361.0,30373.896,1.9380000000000002,0.6015573
20180420,0.032760000000000004,84.447,42.316,361.0,30720.922000000002,2.013,0.67299926
20180421,0.032760000000000004,56.181999999999995,29.365,159.0,23603.862999999998,1.758,-0.09041617
20180422,0.01932,36.06,18.535999999999998,198.0,14120.253999999999,1.3459999999999999,-1.2382607
20180423,0.01932,12.675999999999998,6.9510000000000005,179.0,26193.16,1.64,0.3034505
20180424,0.01932,9.022,4.662,259.0,29541.89,1.778,0.6661414
20180425,0.01932,26.866,19.299,298.0,31080.691000000003,1.8880000000000001,0.8718858
20180426,0.01932,36.289,23.764,258.0,31472.787999999997,1.891,0.9550288
20180427,0.01932,49.247,33.167,165.0,32217.159,1.966,1.1411064
20180428,0.01932,57.21,35.443000000000005,159.0,23259.567000000003,1.704,-0.00090182293
20180429,0.0252,56.777,32.372,196.0,16313.796,1.392,-0.9741481
20180430,0.0252,85.822,56.763999999999996,358.0,28055.837000000003,1.8319999999999999,0.46712306
20180501,0.0252,74.053,49.516999999999996,257.0,21181.32,1.534,-0.34625572
20180502,0.0252,53.919,37.842,226.0,29196.972,1.86,0.67998844
20180503,0.0252,24.037,12.023,210.0,30647.711,1.945,0.8049003
20180504,0.0252,39.891,15.556,171.0,33677.842000000004,1.995,1.2046971
20180505,0.0252,37.902,17.337,70.0,23015.808999999997,1.757,-0.06470891
20180506,0.01176,15.581,8.754,38.0,15801.715,1.578,-0.8537399
20180507,0.01176,34.719,17.61,101.0,18416.7,1.3159999999999998,-0.56206656
20180508,0.01176,17.02,7.193,265.0,29728.154,1.689,0.7397899
20180509,0.01176,24.779,8.703,209.0,31279.009,1.8630000000000002,0.9705364
20180510,0.01176,44.52,22.561999999999998,244.0,32247.237999999998,1.8940000000000001,1.0983887
20180511,0.01176,74.253,42.123000000000005,192.0,33221.218,2.022,1.300581
20180512,0.01176,34.85,20.56,56.0,20766.741,1.694,-0.21372044
20180513,0.01764,25.844,16.078,130.0,17272.568,1.435,-0.7638289
20180514,0.01764,90.361,56.144,313.0,29778.055,1.871,0.7654204
20180515,0.01764,69.372,48.06100000000001,273.0,31755.537,1.993,1.0497837
20180516,0.01764,36.986999999999995,24.724,228.0,28950.349,1.983,0.67254555
20180517,0.01764,19.753,11.67,185.0,29746.86,1.945,0.77439123
20180518,0.01764,11.782,3.716,107.0,31754.433999999997,1.881,1.0636877
20180519,0.01764,19.125999999999998,8.937000000000001,91.0,25968.355,1.8780000000000001,0.35012522
20180520,0.02016,11.612,6.071000000000001,104.0,18075.751,1.5,-0.6836413
20180521,0.02016,23.515,11.992,148.0,29343.542,1.899,0.72484934
20180522,0.02016,39.201,23.405,94.0,19580.481,1.9369999999999998,-0.4523436
20180523,0.02016,36.983000000000004,8.7,318.0,30068.888,1.766,0.6439137
