Date,pm10,pm25,COUNT_T,TMST,retail
20180401,73.353,37.626,234.0,6752.214,0.854
20180402,75.061,31.152,371.0,8551.656,0.758
20180403,81.365,26.491,251.0,8861.007,0.799
20180404,18.177,11.606,352.0,8401.77,0.815
20180405,12.874,5.048,293.0,8049.654,0.784
20180406,119.234,39.861,627.0,7823.602,0.799
20180407,61.859,31.251,207.0,7671.83,0.857
20180408,45.321,21.859,199.0,6634.909,0.922
20180409,48.381,32.988,407.0,8539.718,0.777
20180410,55.178,23.5,278.0,8729.182,0.846
20180411,87.489,36.905,357.0,8843.652,0.829
20180412,48.413,16.461,236.0,9010.867,0.82
20180413,38.084,16.61,223.0,8445.16,0.891
20180414,29.22,15.478,95.0,6810.813,0.9
20180416,42.792,26.956,318.0,8454.136,0.797
20180417,69.964,34.742,350.0,8573.592,0.832
20180418,83.327,35.521,436.0,8749.385,0.869
20180419,109.149,48.183,361.0,8748.846,0.869
20180420,107.175,57.008,361.0,8367.444,0.962
20180421,88.673,51.006,159.0,8655.42,1.015
20180422,44.928,27.837,198.0,6590.354,1.006
20180423,14.034,9.383,179.0,7420.028,0.848
20180424,12.74,6.665,259.0,8166.957,0.924
20180425,36.009,25.857,298.0,8610.165,0.932
20180426,54.299,39.692,258.0,8568.115,0.904
20180427,64.031,44.026,165.0,8323.57,0.926
20180428,71.86,49.285,159.0,8174.963,0.939
20180429,63.435,39.083,196.0,7373.151,0.929
20180430,95.159,73.267,358.0,8648.49,0.872
20180501,94.055,76.965,257.0,8987.833,0.832
20180502,55.147,42.325,226.0,8262.884,0.828
20180503,30.668,12.097,210.0,8930.055,0.872
20180504,57.285,16.63,171.0,8631.974,0.867
20180505,50.557,21.108,70.0,8124.206,0.827
20180506,17.699,8.044,38.0,6488.603,0.778
20180507,38.59,16.429,101.0,7978.845,0.846
20180508,21.613,6.763,265.0,9115.037,0.9
20180509,25.776,7.961,209.0,9026.628,0.862
20180510,51.697,23.742,244.0,8905.3,0.838
20180511,87.678,56.547,192.0,8618.626,0.869
20180512,35.218,21.594,56.0,6919.129,0.843
20180513,27.73,16.888,130.0,7390.34,0.894
20180514,92.583,65.321,313.0,8590.208,0.819
20180515,69.749,46.704,273.0,8963.391,0.926
20180516,39.828,26.062,228.0,8102.978,0.847
20180517,18.553,7.694,185.0,7994.897,0.844
20180518,22.69,6.858,107.0,8521.804,0.926
20180519,15.929,4.24,91.0,8595.086,0.953
20180520,13.123,4.048,104.0,7082.999,0.862
20180521,21.86,8.468,148.0,8425.624,0.851
20180522,45.39,27.678,94.0,7262.42,0.852
20180523,53.038,12.836,318.0,8644.552,0.811
20180524,123.538,32.021,377.0,8783.829,0.841
20180525,105.303,42.251,235.0,8463.686,0.844
20180526,76.265,36.369,119.0,8088.894,0.954
20180527,73.725,32.692,116.0,7044.696,0.999
20180528,52.453,25.649,177.0,8447.261,0.867
20180530,50.876,31.369,269.0,8396.925,0.889
20180531,46.801,24.933,204.0,8374.27,0.88
20180602,38.745,19.901,68.0,7544.944,1.013
20180603,29.441,16.066,70.0,6774.384,0.999
20180604,38.003,21.394,120.0,7973.898,0.855
20180605,39.44,23.624,139.0,8115.405,0.905
20180606,44.398,27.697,68.0,6504.827,0.899
20180607,51.274,33.701,180.0,8176.96,0.906
20180608,37.86,22.36,117.0,8093.872,0.881
20180609,38.518,23.199,52.0,7529.067,0.992
20180610,13.197,5.145,77.0,6438.907,0.935
20180611,14.546,3.903,113.0,7845.373,0.86
20180612,22.46,9.681,111.0,8243.322,0.871
20180613,38.043,22.438,57.0,6948.673,0.927
20180614,38.108,24.606,89.0,8137.544,0.867
20180615,21.809,8.608,118.0,7891.188,0.902
20180616,30.413,14.02,62.0,7169.666,1.025
20180617,53.891,33.919,105.0,6501.822,0.969
20180618,47.148,28.994,104.0,7636.829,0.98
20180619,46.494,28.795,92.0,7750.826,0.855
20180620,50.632,33.25,81.0,7819.02,0.873
20180621,54.162,34.698,103.0,7889.785,0.88
