Date,pm10,pm25,COUNT_T,TMST,retail
20180401,59.375,29.016,234.0,6752.214,0.854
20180402,67.165,26.552,371.0,8551.656,0.758
20180403,62.798,17.756,251.0,8861.007,0.799
20180404,13.744,6.683,352.0,8401.77,0.815
20180405,6.441,3.507,293.0,8049.654,0.784
20180406,75.65,16.37,627.0,7823.602,0.799
20180407,31.538,14.47,207.0,7671.83,0.857
20180408,19.785,9.275,199.0,6634.909,0.922
20180409,29.36,16.854,407.0,8539.718,0.777
20180410,34.276,16.918,278.0,8729.182,0.846
20180411,54.534,22.579,357.0,8843.652,0.829
20180412,31.766,10.609,236.0,9010.867,0.82
20180413,23.457,9.378,223.0,8445.16,0.891
20180414,18.217,9.447,95.0,6810.813,0.9
20180416,25.057,14.167,318.0,8454.136,0.797
20180417,49.161,22.958,350.0,8573.592,0.832
20180418,60.398,25.694,436.0,8749.385,0.869
20180419,69.001,31.517,361.0,8748.846,0.869
20180420,91.693,46.965,361.0,8367.444,0.962
20180421,59.062,32.745,159.0,8655.42,1.015
20180422,36.104,18.312,198.0,6590.354,1.006
20180423,7.525,4.713,179.0,7420.028,0.848
20180424,7.817,4.805,259.0,8166.957,0.924
20180425,24.783,18.538,298.0,8610.165,0.932
20180426,36.378,24.614,258.0,8568.115,0.904
20180427,46.347,32.725,165.0,8323.57,0.926
20180428,54.381,36.891,159.0,8174.963,0.939
20180429,51.027,31.619,196.0,7373.151,0.929
20180430,78.72,57.909,358.0,8648.49,0.872
20180501,75.772,58.755,257.0,8987.833,0.832
20180502,49.313,39.063,226.0,8262.884,0.828
20180503,21.251,10.928,210.0,8930.055,0.872
20180504,41.328,17.41,171.0,8631.974,0.867
20180505,39.95,20.375,70.0,8124.206,0.827
20180506,14.158,8.823,38.0,6488.603,0.778
20180507,33.744,18.974,101.0,7978.845,0.846
20180508,14.029,5.499,265.0,9115.037,0.9
20180509,20.97,7.83,209.0,9026.628,0.862
20180510,42.334,23.048,244.0,8905.3,0.838
20180511,77.305,50.862,192.0,8618.626,0.869
20180512,31.595,20.708,56.0,6919.129,0.843
20180513,22.208,16.608,130.0,7390.34,0.894
20180514,85.152,66.405,313.0,8590.208,0.819
20180515,70.398,53.799,273.0,8963.391,0.926
20180516,40.766,29.623,228.0,8102.978,0.847
20180517,15.568,10.672,185.0,7994.897,0.844
20180518,8.754,4.46,107.0,8521.804,0.926
20180519,12.047,5.765,91.0,8595.086,0.953
20180520,8.444,5.11,104.0,7082.999,0.862
20180521,16.031,10.189,148.0,8425.624,0.851
20180522,39.257,27.122,94.0,7262.42,0.852
20180523,40.374,13.102,318.0,8644.552,0.811
20180524,73.555,18.123,377.0,8783.829,0.841
20180525,73.421,27.205,235.0,8463.686,0.844
20180526,69.82,31.506,119.0,8088.894,0.954
20180527,63.285,28.737,116.0,7044.696,0.999
20180528,41.578,20.729,177.0,8447.261,0.867
20180530,38.812,21.997,269.0,8396.925,0.889
20180531,36.464,21.287,204.0,8374.27,0.88
20180602,29.446,16.598,68.0,7544.944,1.013
20180603,22.957,15.567,70.0,6774.384,0.999
20180604,26.272,17.931,120.0,7973.898,0.855
20180605,31.937,22.764,139.0,8115.405,0.905
20180606,33.045,26.334,68.0,6504.827,0.899
20180607,40.978,31.206,180.0,8176.96,0.906
20180608,26.076,19.372,117.0,8093.872,0.881
20180609,28.228,19.518,52.0,7529.067,0.992
20180610,5.605,2.863,77.0,6438.907,0.935
20180611,8.561,3.744,113.0,7845.373,0.86
20180612,15.923,5.985,111.0,8243.322,0.871
20180613,22.109,15.937,57.0,6948.673,0.927
20180614,25.499,18.674,89.0,8137.544,0.867
20180615,12.725,7.453,118.0,7891.188,0.902
20180616,18.699,10.806,62.0,7169.666,1.025
20180617,42.974,27.991,105.0,6501.822,0.969
20180618,31.703,23.287,104.0,7636.829,0.98
20180619,28.76,20.956,92.0,7750.826,0.855
20180620,30.474,22.376,81.0,7819.02,0.873
20180621,28.516,19.994,103.0,7889.785,0.88
20180622,29.92,20.4,60.0,7898.599,0.872
20180623,34.534,22.563,64.0,7621.533,1.109
20180624,58.356,37.621,132.0,6360.802,0.902
20180625,44.838,28.22,116.0,7027.655,0.831
20180626,48.763,33.987,116.0,6426.511,0.76
20180627,29.339,21.756,76.0,7061.749,0.866
20180628,26.999,18.126,146.0,7219.335,0.816
20180629,38.778,26.266,38.0,7253.568,0.85
20180630,52.209,36.444,9.0,6393.08,0.922
20180701,15.571,7.668,26.0,4633.222,0.787
20180702,11.427,6.716,86.0,5841.998,0.759
20180703,14.935,8.022,53.0,6692.565,0.817
20180704,22.794,10.858,63.0,6770.107,0.832
20180705,18.646,14.028,53.0,6711.056,0.82
20180706,4.909,2.034,180.0,6961.473,0.831
20180707,9.276,3.71,36.0,7063.313,0.867
20180708,15.579,7.398,56.0,6083.098,0.911
20180709,8.433,5.107,59.0,6326.742,0.773
20180710,20.888,8.367,62.0,6423.354,0.756
20180711,29.851,19.899,78.0,6800.505,0.75
20180712,29.773,17.126,92.0,6787.123,0.786
20180713,20.08,13.746,27.0,7260.025,0.816
