Date,pm10,pm25,COUNT_T,TMST,retail
20180401,72.962,38.108,234.0,3917.65,1.471
20180402,78.972,32.826,371.0,4242.074,1.239
20180403,79.655,26.21,251.0,4219.134,1.199
20180404,15.12,9.428,352.0,4224.074,1.23
20180405,9.48,3.038,293.0,4145.583,1.14
20180406,79.881,27.774,627.0,4371.088,1.261
20180407,40.923,19.496,207.0,4760.889,1.413
20180408,26.283,13.16,199.0,3702.251,1.401
20180409,34.723,24.225,407.0,4195.403,1.198
20180410,48.043,19.605,278.0,4251.086,1.192
20180411,71.815,30.925,357.0,4282.885,1.297
20180412,41.697,14.183,236.0,4362.108,1.214
20180413,30.807,13.405,223.0,4618.796,1.428
20180414,27.848,15.044,95.0,4515.81,1.467
20180416,31.288,19.818,318.0,4098.779,1.233
20180417,60.676,29.288,350.0,4290.298,1.287
20180418,78.243,33.582,436.0,4330.589,1.267
20180419,92.785,41.399,361.0,4263.8,1.221
20180420,84.77,47.543,361.0,4595.368,1.477
20180421,96.924,63.784,159.0,4664.133,1.601
20180422,52.035,32.296,198.0,3633.108,1.484
20180423,14.969,10.282,179.0,3950.168,1.127
20180424,13.947,6.798,259.0,4269.159,1.275
20180425,24.91,17.609,298.0,4358.99,1.277
20180426,47.739,34.808,258.0,4481.012,1.334
20180427,40.814,30.978,165.0,4713.104,1.378
20180428,77.768,57.522,159.0,4866.284,1.576
20180429,56.845,34.465,196.0,3939.432,1.485
20180430,90.449,69.496,358.0,4426.712,1.366
20180501,96.961,81.017,257.0,4404.35,1.413
20180503,30.84,10.93,210.0,4638.981,1.345
20180507,90.2,51.8,101.0,4318.819,1.448
20180510,64.259,30.273,244.0,4666.778,1.273
20180511,108.003,69.369,192.0,4905.018,1.461
20180512,46.529,28.713,56.0,4625.437,1.331
20180513,34.194,20.806,130.0,4106.363,1.443
20180514,113.39,79.761,313.0,4436.265,1.218
20180515,104.474,71.563,273.0,4615.427,1.327
20180516,55.179,35.834,228.0,4221.379,1.164
20180517,21.878,7.377,185.0,4242.139,1.095
20180520,18.724,3.448,104.0,4199.198,1.382
20180919,56.14,23.665,54.0,4325.632,1.449
20180920,28.747,18.685,48.0,4326.521,1.364
20180921,17.78,5.717,20.0,4754.602,1.588
20181112,58.755,30.753,371.0,4431.801,1.347
20181113,73.871,46.899,458.0,4578.461,1.334
20181114,47.794,34.417,341.0,4651.568,1.358
20181115,68.118,51.558,283.0,4626.861,1.267
20181116,76.885,58.206,379.0,4883.236,1.309
20181117,42.194,27.005,120.0,5275.55,1.43
20181118,50.48,33.553,173.0,4269.322,1.395
20181119,67.397,41.492,311.0,4508.983,1.237
20181120,52.96,22.172,288.0,4209.817,1.191
20181121,49.012,27.423,174.0,3916.233,1.165
20181122,26.76,15.192,26.0,4096.252,1.178
20181123,30.677,18.262,106.0,4927.98,1.348
20181124,25.953,18.446,73.0,3903.032,1.494
20181125,50.988,41.019,230.0,3015.272,1.365
20190214,67.727,34.545,378.0,3761.248,2.064
20190215,57.187,46.17,448.0,4086.691,1.347
20190217,77.46,56.931,240.0,3383.241,1.321
20190218,75.997,48.203,350.0,3747.37,1.16
20190219,62.49,46.979,331.0,3707.52,1.2
20190220,70.981,59.433,410.0,3863.673,1.263
20190221,111.881,91.494,468.0,3884.44,1.273
20190224,64.482,49.475,437.0,3466.98,1.377
20190311,52.4,34.6,364.0,3935.402,1.149
20190315,25.16,13.716,334.0,4140.317,1.44
20190316,32.219,22.372,262.0,4322.437,1.397
20190317,40.044,25.204,392.0,3532.878,1.368
