pm10,pm25,COUNT_T,TMST,search,retail,Deepindex
1.0679924307367996,0.4263925754382167,-0.6340527856763809,-0.5877511702822644,0.15129160512539178,0.15712765714744265,-0.23451352
0.3172343644402643,-0.00586227994411716,0.324029540518218,-0.5399789455826334,0.15129160512539178,0.014601096454547722,0.024376871
1.444608876985767,1.4762995363215938,-0.024364032643454343,-0.5380889106969148,0.15129160512539178,0.23964303439069803,-0.25234318
-0.41565285160194443,-0.2927274525800899,-0.9355472239893665,-0.6257530455210321,0.15129160512539178,0.047107154156436376,-0.36733294
-0.9067365223662311,-0.7387948923703748,-0.439756369874679,-0.6454387990290429,0.627825784445415,0.42967844864789106,-0.40486836
0.9695203987231662,1.2434803342845786,0.7863210125981293,-0.5691885085019471,0.627825784445415,0.1796318509410574,-0.3613267
0.8294191849217583,1.0977519233102297,0.5183259563199198,-0.5467727749329503,0.627825784445415,0.7647408895750483,-0.45899534
-0.35331328212876323,-0.1743607551332079,0.21683151800693418,-0.565201564516908,0.627825784445415,0.05710901806470917,-0.032307148
-0.9711862068111329,-0.9232888672144497,-0.071263167492141,-0.5671841178551146,0.627825784445415,0.1071183376060759,-0.2019316
-1.1669058831387595,-1.0817760414430093,-0.5938535272346495,-0.5435334686591796,0.627825784445415,0.29215281990913283,-0.3237157
-1.0882324607363327,-1.0754531145205686,-0.7010515497459332,-0.5838927182871115,0.627825784445415,0.42967844864789106,-0.10564542
-1.1222027067008242,-1.060699618368207,-0.6139531564555152,-0.6400679815437325,0.8320547184397109,0.19463464680346798,-0.24217916
-0.9546699982670473,-0.9432738326657357,-0.31915859454948475,-0.5672440385860305,0.8320547184397109,0.18713324887226268,-0.36008465
-0.3272624800087544,-0.2194116094555984,-0.6809519205250675,-0.647285053803265,0.8320547184397109,-0.027906825155613726,-0.25903034
-0.30011754419970516,-0.8042823497813683,0.8198203946329055,-0.5535965646487253,0.8320547184397109,0.3846700610606616,-0.27446038
0.5480705220256628,-0.4733825075069688,1.2151131026432644,-0.5542601234470714,0.8320547184397109,0.5346980196847618,-0.59748393
0.5522907519691044,-0.05223041070868255,0.2637306528556208,-0.564114868303591,0.8320547184397109,0.6897269102629981,-0.21059167
0.44785308626998854,0.09989620012765986,-0.5134550103511866,-0.6008629444456425,0.8320547184397109,0.6647222504923147,-0.2754352
0.44397151675410756,0.019692883034080972,-0.5335546395720523,-0.6629775336715622,0.627825784445415,0.6247147948592213,0.5003793
-0.09819777696751664,-0.25738680746001935,-0.1248621787477829,-0.5735748536969291,0.627825784445415,0.3371612074963629,-0.12159443
-0.09616581440215605,0.005692116277247874,0.4915264506920989,-0.5320536904593017,0.627825784445415,0.3996728569230716,-0.1795485
-0.24184189985724547,-0.27360812593366207,0.056034484240008495,-0.5354051371150504,0.627825784445415,0.7047297061254081,-0.31227875
-0.4219571457149865,-0.451590991506414,-0.8551487071059036,-0.5724171598570164,0.627825784445415,0.7272338999190229,-0.47498322
-0.6978872417701203,-0.618696917313777,-0.8417489542919931,-0.6232858516232701,0.3555205391196876,0.5396989516388979,-0.16589165
-0.4990414691880927,-0.4375902247495808,-0.5067551339442313,-0.555334898810752,0.3555205391196876,0.5697045433637185,-0.5994625
-0.4341228703050308,-0.34116558918235934,-0.37945748221208186,-0.5386895949254971,0.3555205391196876,0.5597026794554452,-0.35018492
-0.28078784902665865,-0.1590050754644233,-0.8551487071059036,-0.6291620920343161,0.3555205391196876,0.40467378887720773,-0.15453959
-0.002565282384964179,0.16229746701698594,-0.10476254952691719,-0.5467450299466284,0.3555205391196876,0.4146756527854811,-0.6418376
-0.5172770306720988,-0.4132017923344523,-0.526854763165097,-0.5420031691474452,0.3555205391196876,0.5296970877306245,-0.45522404
-0.4048157179200208,-0.2754899494224837,-0.9623467296171875,-0.58018364614227,0.3555205391196876,0.9497753718781051,-0.61434484
-1.217861252085497,-1.0835449555225019,-0.7948498194433066,-0.6364715772520918,-0.052937328868903864,0.6547203865840414,-0.18677163
-1.147706441976313,-1.089491517747178,-0.553654268792918,-0.560812581965812,-0.052937328868903864,0.5121938258911465,-0.3604262
-0.9417227496134031,-0.8953626066403364,-0.5670540216068285,-0.5270384940724373,-0.052937328868903864,0.7597399576209115,-0.12157369
-0.5367890814599855,-0.43932150235929684,-0.9288473475824113,-0.6178412936610052,-0.052937328868903864,0.5872078052031966,-0.10772276
-0.4479297954286355,-0.27771050113929335,-0.7144513025598437,-0.5477668471995347,-0.052937328868903864,0.6672227164693828,-0.47904873
-0.941774851217643,-0.9181326708550783,-0.5201548867581418,-0.5468978911070106,-0.052937328868903864,0.817250675093483,-0.29755569
-0.7554855652574598,-0.7441016346088518,-0.8953479655476351,-0.597829984914251,-0.052937328868903864,0.6797250463547247,-0.30955458
0.02689817481276583,0.11777352327146562,-0.6072532800485599,-0.629063454915643,0.15129160512539178,0.599710135088538,-0.5731015
-0.22748790788912054,-0.1267129843962437,-0.6139531564555152,-0.5667543343027359,0.15129160512539178,1.1398107861352982,-0.42202997
-0.3558141591322842,-0.23740184200873332,-0.694351673338978,-0.5468155001020012,0.15129160512539178,0.7197325019878187,-0.36438656
-0.22821733034848077,-0.04319765796233867,-0.7680503138154856,-0.5535554218933428,0.15129160512539178,0.8247520730246883,-0.6713753
-0.3597217794502855,-0.30721749344401666,-0.6206530328624704,-0.5520943266060465,0.15129160512539178,0.6547203865840414,-0.17010021
-0.35357379014996326,-0.2977331030603556,-0.9087477183615456,-0.5527162151777875,0.15129160512539178,0.5121938258911465,-0.70028996
-0.2510638838077286,-0.3052980334854187,-0.8819482127337246,-0.5977360950365835,0.15129160512539178,0.5772059412949226,-0.7039089
0.5063371370294085,0.5463023681459327,-0.42635661706076855,-0.6498220848909321,0.15129160512539178,0.23464210243656136,-0.3477826
0.1809105169462581,0.18401371007798775,-0.5335546395720523,-0.584612927494792,0.15129160512539178,0.28215095600086004,-0.74164605
-0.07730503366726955,0.11412278570315157,-0.5335546395720523,-0.5969515343397154,0.15129160512539178,-0.13292639619248386,-0.5423007
-0.4000223703299391,-0.23122946096539837,-0.8015496958502618,-0.5670127952019327,0.15129160512539178,0.32715934358808957,-0.50932693
-0.529494856866383,-0.38903917873798216,-0.33255834736339523,-0.5690440868811308,0.15129160512539178,0.16962998703278462,-0.33585215
-0.10067260316891745,0.007047029189199516,-1.0561449993145609,-0.5518857644845312,0.15129160512539178,0.15712765714744265,-0.6255002
-0.00623844548388538,0.22021999400291623,-1.2504414151162626,-0.6064214361920431,0.15129160512539178,0.40967472083134493,-0.4074769
-0.9339856613837604,-0.8879105856246027,-1.1365435161980235,-0.6881467725180843,-0.4613951968574954,-0.19043711366505534,0.008574011
-1.1113395222167806,-1.0584037937118445,-0.7345509317807094,-0.6010001924578282,-0.4613951968574954,-0.25544922906883266,-0.32606936
-0.9306251079102793,-0.9283697906342682,-0.9556468532102322,-0.5650746549406901,-0.4613951968574954,0.19963557875760465,-0.49481392
-0.5544254744952315,-0.5641240361379488,-0.8886480891406798,-0.5666168753020611,-0.4613951968574954,0.34966353738170486,-0.41121387
-0.6806937123709145,-0.6410529803609781,-0.9556468532102322,-0.5689262498099459,-0.4613951968574954,0.34716307140463626,-0.58561325
-1.2428439713185853,-1.0905453389009183,-0.10476254952691719,-0.5674888907276778,-0.4613951968574954,0.3596654012899782,-0.5879226
-1.1193110676655034,-1.0363111859530783,-1.0695447521284713,-0.5992915021785257,-0.4613951968574954,-0.05791241688043377,-0.21041393
-0.8257706293772438,-0.8391713572641217,-0.9355472239893665,-0.6402452118746103,-0.3933188855260635,0.30715561577154343,-0.5614238
-1.047124294990959,-0.9722915508633655,-0.9154475947685008,-0.5968534246922652,-0.3933188855260635,-0.11042220239886912,-0.122980356
-0.8371027282994477,-0.8148205613187696,-0.8953479655476351,-0.5690590670638598,-0.3933188855260635,0.17213045300985322,-0.42850614
-0.3720177580509297,-0.33469211638081287,-0.7881499430363513,-0.5620131064690201,-0.3933188855260635,0.03460482427109442,-0.83814645
-0.37165304682124967,-0.41628798285611973,-0.694351673338978,-0.569467857261569,-0.3933188855260635,0.15962812312451127,-0.7657027
-0.7056503808018828,-0.6820014594777373,-1.1298436397910683,-0.5539821461126291,-0.3933188855260635,0.18713324887226268,-0.5622835
-0.7356348540420131,-0.7402250782218793,-1.1700428982327997,-0.5879462291404746,-0.3933188855260635,0.27214909209258614,-0.46981776
-0.7141429422930058,-0.6510266448517329,-0.9690466060241427,-0.6296210974924408,-0.3933188855260635,0.014601096454547722,-0.4833325
-0.7663487497415035,-0.6753021678575322,-1.1097440105702026,-0.5810946944383778,-0.3933188855260635,0.3171574796798162,-0.4210689
-0.7650722604376231,-0.6258478465712991,-0.7747501902224408,-0.5600125136149919,-0.3933188855260635,0.08711460978952977,-0.3033359
-0.5896201081593636,-0.3892649975566408,-0.5469543923859628,-0.5602332075746327,-0.3933188855260635,0.3121565477256795,-0.4550922
-0.7086462230456839,-0.5791033511089693,-0.7546505610015751,-0.5672134452551052,-0.3933188855260635,0.40217332290013963,-0.52400684
-0.49000184085244963,-0.4131641558646757,-0.8484488306989484,-0.5547268299850497,-0.3933188855260635,0.22964117048242413,-0.6827116
-0.6626926081059884,-0.559871115053212,-0.7747501902224408,-0.5944869777980678,-0.3933188855260635,0.42967844864789106,-0.49281
-0.6658708059646294,-0.6621294034357805,-1.1365435161980235,-0.6352878263337703,-0.4613951968574954,0.4471817104873697,-0.4106797
-0.5270721322692222,-0.5704845995301661,-0.975746482431098,-0.5838718304266868,-0.4613951968574954,0.47968776818925785,-0.39296484
-0.42682864571142826,-0.3869691729002784,-0.9556468532102322,-0.5603108513386363,-0.4613951968574954,0.45968404037271166,-0.73412347
-0.3659218703548476,-0.4014968502339815,-0.9355472239893665,-0.5651455470730413,-0.4613951968574954,0.6097119989968114,-0.60325027
-0.1881251458857873,-0.1651021835682054,-0.6876517969320227,-0.5707078366122463,-0.4613951968574954,0.4421807785332325,-0.6044855
-0.35049979549980215,-0.27737177291130527,-0.9690466060241427,-0.5616108569144741,-0.4613951968574954,0.3296598095651576,-0.8222625
-0.4242496163015473,-0.3266379118486562,-1.1968424038606207,-0.6022019828919712,-0.4613951968574954,0.12462159944555454,-0.3615731
-0.841140602628049,-0.7553925755417817,-1.176742774639755,-0.6469606590012117,-0.5294715081889273,0.0521080861105725,-0.15909553
-1.0430343190581175,-0.9687160862346044,-0.9690466060241427,-0.5942006664183045,-0.5294715081889273,0.2546458302531075,-0.28479624
